Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
259/2312B/22100;Energia elèctrica;46.713,89;0,00;46.713,89;34.752,42;1.191,93;33.560,49;11.961,47
259/2312B/22101;Aigua;965,29;0,00;965,29;0,00;0,00;0,00;965,29
259/2312B/2270001;Contractes de neteja;24.382,21;0,00;24.382,21;21.914,47;17.559,41;4.355,06;2.467,74
259/2312B/48200;Transf. corrents institucions sense ànim de lucre;39.000,00;750,00;39.750,00;39.323,87;31.950,03;7.373,84;426,13
259/2313A/12001;Salaris del Grup A2;154.509,45;0,00;154.509,45;134.377,92;134.377,92;0,00;20.131,53
259/2313A/12003;Salaris del Grup C1;4.063,74;0,00;4.063,74;0,00;0,00;0,00;4.063,74
259/2313A/12004;Salaris del Grup C2;66.968,72;0,00;66.968,72;66.024,67;66.024,67;0,00;944,05
259/2313A/12006;Triennis;30.400,03;0,00;30.400,03;26.962,22;26.962,22;0,00;3.437,81
259/2313A/12100;Complement de destí;90.769,49;0,00;90.769,49;79.262,83;79.262,83;0,00;11.506,66
259/2313A/12101;Complement  específic;155.953,56;0,00;155.953,56;135.601,97;135.601,97;0,00;20.351,59
259/2313A/12103;Altres complements;59.241,91;0,00;59.241,91;58.091,68;58.091,68;0,00;1.150,23
259/2313A/15000;Productivitat;5.255,30;0,00;5.255,30;15.815,89;15.815,89;0,00;-10.560,59
259/2313A/16000;Seguretat social;163.301,27;0,00;163.301,27;146.105,50;146.105,50;0,00;17.195,77
259/2313A/22104;Vestuari;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
259/2313A/22699;Altres despeses diverses;3.000,00;0,00;3.000,00;745,89;635,31;110,58;2.254,11
259/2313A/22799;Altres treballs realitzats per altres empreses i prof.;4.066.919,93;-73.797,21;3.993.122,72;3.676.843,88;3.062.494,87;614.349,01;316.278,84
259/2314A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.007,92;13.007,92;0,00;-101,40
259/2314A/12004;Salaris del Grup C2;8.358,61;0,00;8.358,61;8.601,34;8.601,34;0,00;-242,73
259/2314A/12006;Triennis;2.463,08;0,00;2.463,08;2.224,32;2.224,32;0,00;238,76
259/2314A/12100;Complement de destí;8.387,43;0,00;8.387,43;8.397,60;8.397,60;0,00;-10,17
259/2314A/12101;Complement  específic;15.017,19;0,00;15.017,19;15.036,36;15.036,36;0,00;-19,17
259/2314A/12103;Altres complements;8.131,14;0,00;8.131,14;7.630,92;7.630,92;0,00;500,22
259/2314A/15000;Productivitat;0,00;10,00;10,00;1.600,00;1.600,00;0,00;-1.590,00
259/2314A/16000;Seguretat social;17.043,24;0,00;17.043,24;17.546,82;17.546,82;0,00;-503,58
259/2314A/22100;Energia elèctrica;6.264,30;0,00;6.264,30;0,00;0,00;0,00;6.264,30
259/2314A/22101;Aigua;77.800,34;0,00;77.800,34;58.390,71;30.662,63;27.728,08;19.409,63
259/2314A/22699;Altres despeses diverses;3.000,00;0,00;3.000,00;1.330,52;159,12;1.171,40;1.669,48
259/2314A/22799;Altres treballs realitzats per altres empreses i prof.;887.636,64;0,00;887.636,64;851.278,84;710.342,00;140.936,84;36.357,80
259/2314A/48200;Transf. corrents institucions sense ànim de lucre;77.000,00;0,00;77.000,00;76.680,02;61.344,02;15.336,00;319,98
320/9200A/11000;Retribucions bàsiques;0,00;10,00;10,00;35.442,69;35.442,69;0,00;-35.432,69
320/9200A/11001;Retribucions complementàries;0,00;10,00;10,00;50.206,38;50.206,38;0,00;-50.196,38
320/9200A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;12.288,69;12.288,69;0,00;17.065,95
320/9200A/12003;Salaris del Grup C1;0,00;10,00;10,00;10.248,54;10.248,54;0,00;-10.238,54
320/9200A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;17.218,14;17.218,14;0,00;-8.839,56
320/9200A/12006;Triennis;10.782,94;0,00;10.782,94;8.505,87;8.505,87;0,00;2.277,07
320/9200A/12100;Complement de destí;27.179,28;0,00;27.179,28;21.766,87;21.766,87;0,00;5.412,41
320/9200A/12101;Complement  específic;58.395,96;0,00;58.395,96;48.994,69;48.994,69;0,00;9.401,27
320/9200A/12103;Altres complements;30.364,28;0,00;30.364,28;47.243,58;47.243,58;0,00;-16.879,30
320/9200A/15000;Productivitat;86,76;4.000,00;4.086,76;3.310,07;3.310,07;0,00;776,69
320/9200A/15300;Complement de dedicació especial;0,00;10,00;10,00;0,00;0,00;0,00;10,00
320/9200A/16000;Seguretat social;33.538,87;0,00;33.538,87;63.765,81;63.765,81;0,00;-30.226,94
320/9200A/22001;Premsa, revistes, llibres i altres publicacions;533,00;0,00;533,00;305,20;266,75;38,45;227,80
320/9200A/22201;Comunicacions postals;50,00;0,00;50,00;50,00;39,08;10,92;0,00
320/9200A/22601;Atencions protocol·làries i representatives;1.500,00;0,00;1.500,00;1.625,39;1.054,83;570,56;-125,39
320/9200A/22602;Publicitat i propaganda;10,00;0,00;10,00;0,00;0,00;0,00;10,00
320/9200A/2260200;Difusió d´activitats;2.000,00;0,00;2.000,00;1.077,66;551,76;525,90;922,34
320/9200A/2260202;Publicacions;6.000,00;0,00;6.000,00;4.666,18;3.008,48;1.657,70;1.333,82
320/9200A/22603;Publicació en Diaris Oficials;96.618,00;8.326,03;104.944,03;65.837,68;60.577,28;5.260,40;39.106,35
320/9200A/22699;Altres despeses diverses;2.500,00;35.312,04;37.812,04;35.312,04;35.312,04;0,00;2.500,00
320/9200A/2270001;Contractes de neteja;51.544,55;5.311,40;56.855,95;64.297,21;43.051,60;21.245,61;-7.441,26
320/9200A/22706;Estudis i treballs tècnics;2.128,58;0,00;2.128,58;4.264,34;4.264,34;0,00;-2.135,76
320/9200A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
320/9200A/23020;Dietes personal no directiu;800,00;0,00;800,00;29,65;0,00;29,65;770,35
320/9200A/26000;Treballs realitzats Entitats sense ànim lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
320/9221B/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.975,76;9.975,76;0,00;-90,92
320/9221B/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;17.342,25;17.342,25;0,00;-585,09
320/9221B/12005;Salaris del Grup E;0,00;10,00;10,00;3.947,05;3.947,05;0,00;-3.937,05
320/9221B/12006;Triennis;5.154,12;0,00;5.154,12;4.750,84;4.750,84;0,00;403,28
320/9221B/12100;Complement de destí;12.596,04;0,00;12.596,04;14.823,28;14.823,28;0,00;-2.227,24
320/9221B/12101;Complement  específic;22.384,56;0,00;22.384,56;30.158,19;30.158,19;0,00;-7.773,63
320/9221B/12103;Altres complements;10.543,92;0,00;10.543,92;12.485,44;12.485,44;0,00;-1.941,52
320/9221B/15000;Productivitat;3.859,44;0,00;3.859,44;7.059,44;7.059,44;0,00;-3.200,00
320/9221B/16000;Seguretat social;21.492,90;0,00;21.492,90;27.514,52;27.514,52;0,00;-6.021,62
320/9221B/22199;Altres subministraments;500,00;0,00;500,00;81,32;81,32;0,00;418,68
320/9221B/22601;Atencions protocol·làries i representatives;0,00;7.729,77;7.729,77;5.303,24;4.332,66;970,58;2.426,53
320/9221B/22699;Altres despeses diverses;3.000,00;0,00;3.000,00;4.402,14;4.201,53;200,61;-1.402,14
320/9221B/22706;Estudis i treballs tècnics;10,00;0,00;10,00;1.157,37;1.157,37;0,00;-1.147,37
320/9221B/22799;Altres treballs realitzats per altres empreses i prof.;1.000,00;0,00;1.000,00;1.338,26;254,10;1.084,16;-338,26
320/9223A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.782,56;14.782,56;0,00;-105,24
320/9223A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;8.484,96;8.484,96;0,00;8.272,20
320/9223A/12006;Triennis;3.183,81;0,00;3.183,81;1.668,00;1.668,00;0,00;1.515,81
320/9223A/12100;Complement de destí;13.976,64;0,00;13.976,64;10.047,36;10.047,36;0,00;3.929,28
320/9223A/12101;Complement  específic;23.342,76;0,00;23.342,76;16.443,60;16.443,60;0,00;6.899,16
320/9223A/12103;Altres complements;13.057,90;0,00;13.057,90;10.283,14;10.283,14;0,00;2.774,76
320/9223A/15000;Productivitat;33,36;0,00;33,36;1.625,02;1.625,02;0,00;-1.591,66
320/9223A/16000;Seguretat social;20.721,10;0,00;20.721,10;15.899,44;15.899,44;0,00;4.821,66
320/9223A/22000;Material d’oficina no inventariable;10,00;0,00;10,00;0,00;0,00;0,00;10,00
320/9223A/22602;Publicitat i propaganda;500,00;0,00;500,00;895,40;895,40;0,00;-395,40
320/9223A/22699;Altres despeses diverses;2.500,00;0,00;2.500,00;1.350,22;178,39;1.171,83;1.149,78
320/9223A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
320/9223A/22799;Altres treballs realitzats per altres empreses i prof.;240,00;0,00;240,00;1.319,35;889,35;430,00;-1.079,35
320/9223A/23100;Locomoció dels membres dels òrgans de govern;500,00;0,00;500,00;139,51;17,75;121,76;360,49
320/9223A/23300;Altres indemnitzacions;10.200,00;0,00;10.200,00;10.200,00;8.500,00;1.700,00;0,00
321/9203A/12000;Salaris del Grup A1;88.026,95;0,00;88.026,95;81.872,66;81.872,66;0,00;6.154,29
321/9203A/12003;Salaris del Grup C1;9.860,84;-3.788,64;6.072,20;2.793,39;2.793,39;0,00;3.278,81
321/9203A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;12.993,05;12.993,05;0,00;-4.614,47
321/9203A/12006;Triennis;25.756,78;-4.209,60;21.547,18;19.241,75;19.241,75;0,00;2.305,43
321/9203A/12100;Complement de destí;54.430,08;-3.499,30;50.930,78;49.905,87;49.905,87;0,00;1.024,91
321/9203A/12101;Complement  específic;97.208,99;-6.500,00;90.708,99;89.609,72;89.609,72;0,00;1.099,27
321/9203A/12103;Altres complements;52.161,86;-2.981,60;49.180,26;49.792,94;49.792,94;0,00;-612,68
321/9203A/15000;Productivitat;512,71;0,00;512,71;6.831,29;6.831,29;0,00;-6.318,58
321/9203A/16000;Seguretat social;81.655,75;-8.444,49;73.211,26;78.651,66;78.651,66;0,00;-5.440,40
321/9203A/22001;Premsa, revistes, llibres i altres publicacions;8.500,00;1.000,00;9.500,00;964,08;678,08;286,00;8.535,92
321/9203A/22201;Comunicacions postals;2.000,00;0,00;2.000,00;1.658,37;1.049,10;609,27;341,63
321/9203A/22604;Jurídics, contenciosos;90.798,00;15.000,00;105.798,00;86.359,82;70.811,33;15.548,49;19.438,18
321/9203A/22699;Altres despeses diverses;10,00;18.200,00;18.210,00;0,00;0,00;0,00;18.210,00
322/9230A/12000;Salaris del Grup A1;29.169,80;0,00;29.169,80;29.667,71;29.667,71;0,00;-497,91
322/9230A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;40.847,78;40.847,78;0,00;-30.962,94
322/9230A/12006;Triennis;10.669,01;0,00;10.669,01;16.520,27;16.520,27;0,00;-5.851,26
322/9230A/12100;Complement de destí;20.606,15;0,00;20.606,15;33.009,40;33.009,40;0,00;-12.403,25
322/9230A/12101;Complement  específic;36.426,06;0,00;36.426,06;57.575,65;57.575,65;0,00;-21.149,59
322/9230A/12103;Altres complements;20.606,47;0,00;20.606,47;30.295,24;30.295,24;0,00;-9.688,77
322/9230A/15000;Productivitat;48,60;0,00;48,60;4.814,53;4.814,53;0,00;-4.765,93
322/9230A/16000;Seguretat social;34.638,70;0,00;34.638,70;57.269,07;57.269,07;0,00;-22.630,37
322/9230A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
322/9231A/12003;Salaris del Grup C1;39.539,36;0,00;39.539,36;10.271,27;10.271,27;0,00;29.268,09
322/9231A/12004;Salaris del Grup C2;40.137,28;0,00;40.137,28;40.962,43;40.962,43;0,00;-825,15
322/9231A/12006;Triennis;14.952,79;0,00;14.952,79;7.751,67;7.751,67;0,00;7.201,12
322/9231A/12100;Complement de destí;36.997,09;0,00;36.997,09;24.390,91;24.390,91;0,00;12.606,18
322/9231A/12101;Complement  específic;71.226,02;0,00;71.226,02;49.676,49;49.676,49;0,00;21.549,53
322/9231A/12103;Altres complements;31.266,55;0,00;31.266,55;18.289,11;18.289,11;0,00;12.977,44
322/9231A/15000;Productivitat;0,00;10,00;10,00;4.800,00;4.800,00;0,00;-4.790,00
322/9231A/16000;Seguretat social;65.143,18;0,00;65.143,18;46.022,93;46.022,93;0,00;19.120,25
322/9231A/20300;Lloguers de maquinària, instal·lacions i utillatge;2.541,00;0,00;2.541,00;2.541,00;2.329,25;211,75;0,00
322/9231A/22201;Comunicacions postals;1.550,00;0,00;1.550,00;1.317,00;1.268,51;48,49;233,00
322/9231B/12001;Salaris del Grup A2;25.621,24;0,00;25.621,24;26.627,80;26.627,80;0,00;-1.006,56
322/9231B/12003;Salaris del Grup C1;39.539,36;0,00;39.539,36;40.899,43;40.899,43;0,00;-1.360,07
322/9231B/12004;Salaris del Grup C2;56.674,75;0,00;56.674,75;53.651,44;53.651,44;0,00;3.023,31
322/9231B/12006;Triennis;27.795,42;0,00;27.795,42;24.463,85;24.463,85;0,00;3.331,57
322/9231B/12100;Complement de destí;55.544,83;0,00;55.544,83;53.065,58;53.065,58;0,00;2.479,25
322/9231B/12101;Complement  específic;100.010,82;0,00;100.010,82;95.640,48;95.640,48;0,00;4.370,34
322/9231B/12103;Altres complements;41.621,58;0,00;41.621,58;51.381,76;51.381,76;0,00;-9.760,18
322/9231B/15000;Productivitat;1,18;0,00;1,18;10.400,90;10.400,90;0,00;-10.399,72
322/9231B/16000;Seguretat social;92.904,52;0,00;92.904,52;96.602,17;96.602,17;0,00;-3.697,65
322/9231B/22604;Jurídics, contenciosos;159,00;0,00;159,00;220,52;184,14;36,38;-61,52
322/9231B/22706;Estudis i treballs tècnics;2.500,00;0,00;2.500,00;0,00;0,00;0,00;2.500,00
322/9232A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.150,90;15.150,90;0,00;-473,58
322/9232A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.058,62;13.058,62;0,00;-152,10
322/9232A/12003;Salaris del Grup C1;28.574,49;0,00;28.574,49;29.529,23;29.529,23;0,00;-954,74
322/9232A/12005;Salaris del Grup E;7.678,58;0,00;7.678,58;7.813,28;7.813,28;0,00;-134,70
322/9232A/12006;Triennis;14.657,42;0,00;14.657,42;14.067,45;14.067,45;0,00;589,97
322/9232A/12100;Complement de destí;29.283,46;0,00;29.283,46;29.166,82;29.166,82;0,00;116,64
322/9232A/12101;Complement  específic;56.274,54;0,00;56.274,54;56.075,12;56.075,12;0,00;199,42
322/9232A/12103;Altres complements;27.070,15;0,00;27.070,15;26.879,90;26.879,90;0,00;190,25
322/9232A/15000;Productivitat;3.511,06;0,00;3.511,06;8.041,82;8.041,82;0,00;-4.530,76
322/9232A/16000;Seguretat social;51.087,86;0,00;51.087,86;51.351,92;51.351,92;0,00;-264,06
322/9232A/20300;Lloguers de maquinària, instal·lacions i utillatge;1.500,00;3.019,00;4.519,00;1.122,66;0,00;1.122,66;3.396,34
322/9232A/21300;Manteniment de maquinària, instal·lacions i utillatge;720,00;0,00;720,00;629,20;629,20;0,00;90,80
322/9232A/22199;Altres subministraments;1.100,00;-409,29;690,71;599,87;245,34;354,53;90,84
322/9232A/22706;Estudis i treballs tècnics;4.000,00;-3.550,00;450,00;0,00;0,00;0,00;450,00
323/4920A/22001;Premsa, revistes, llibres i altres publicacions;1.001,40;0,00;1.001,40;60,32;0,00;60,32;941,08
323/4920A/22200;Serveis de Telecomunicacions;111.565,11;-25.984,22;85.580,89;60.407,74;48.950,79;11.456,95;25.173,15
323/4920A/2260200;Difusió d´activitats;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
323/9206C/22200;Serveis de Telecomunicacions;0,00;0,00;0,00;0,00;0,00;0,00;0,00
323/9260A/12001;Salaris del Grup A2;0,00;10,00;10,00;12.982,57;12.982,57;0,00;-12.972,57
323/9260A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;5.465,22;5.465,22;0,00;2.913,36
323/9260A/12006;Triennis;2.470,77;0,00;2.470,77;1.854,26;1.854,26;0,00;616,51
323/9260A/12100;Complement de destí;3.660,12;0,00;3.660,12;7.126,73;7.126,73;0,00;-3.466,61
323/9260A/12101;Complement  específic;6.899,16;0,00;6.899,16;12.640,82;12.640,82;0,00;-5.741,66
323/9260A/12103;Altres complements;5.579,41;0,00;5.579,41;5.526,63;5.526,63;0,00;52,78
323/9260A/15000;Productivitat;33,36;0,00;33,36;821,78;821,78;0,00;-788,42
323/9260A/16000;Seguretat social;8.707,93;0,00;8.707,93;13.119,83;13.119,83;0,00;-4.411,90
323/9260A/21600;Manteniment de l'equipament per a processos informàtics;282.400,28;29.776,44;312.176,72;256.755,31;212.665,15;44.090,16;55.421,41
323/9260A/21900;Compra de material per a reparacions i manteniments;500,00;0,00;500,00;12.086,42;1.527,56;10.558,86;-11.586,42
323/9260A/22002;Material informàtic no inventariable;500,00;0,00;500,00;0,00;0,00;0,00;500,00
323/9260A/22201;Comunicacions postals;50,00;0,00;50,00;50,00;0,00;50,00;0,00
323/9260A/41000;A Organismes Autònoms de l'Entitat Local;1.287.000,00;0,00;1.287.000,00;1.269.999,96;1.146.666,64;123.333,32;17.000,04
323/9260A/62600;Equips per a processos d'informació;0,00;197.924,00;197.924,00;153.824,63;5.325,16;148.499,47;44.099,37
323/9260A/64000;Despeses en inversions de caràcter immaterial;0,00;30.602,58;30.602,58;35.209,86;29.947,50;5.262,36;-4.607,28
323/9260A/64100;Despeses en aplicacions informàtiques;0,00;59.262,83;59.262,83;81.010,77;0,00;81.010,77;-21.747,94
324/9204A/12000;Salaris del Grup A1;9.556,76;0,00;9.556,76;15.229,83;15.229,83;0,00;-5.673,07
324/9204A/12003;Salaris del Grup C1;9.764,84;0,00;9.764,84;8.942,65;8.942,65;0,00;822,19
324/9204A/12006;Triennis;842,29;0,00;842,29;6.256,84;6.256,84;0,00;-5.414,55
324/9204A/12100;Complement de destí;11.037,36;0,00;11.037,36;13.416,00;13.416,00;0,00;-2.378,64
324/9204A/12101;Complement  específic;22.064,47;0,00;22.064,47;36.888,39;36.888,39;0,00;-14.823,92
324/9204A/12103;Altres complements;11.617,06;0,00;11.617,06;21.344,29;21.344,29;0,00;-9.727,23
324/9204A/15000;Productivitat;0,00;10,00;10,00;1.600,00;1.600,00;0,00;-1.590,00
324/9204A/16000;Seguretat social;16.203,87;0,00;16.203,87;19.985,27;19.985,27;0,00;-3.781,40
324/9204A/20200;Lloguers d’edificis i altres construccions;10,00;0,00;10,00;0,00;0,00;0,00;10,00
324/9204A/21200;Manteniment d’edificis i altres construccions;10,00;0,00;10,00;0,00;0,00;0,00;10,00
324/9204A/21900;Altre immobilitzat material;10,00;0,00;10,00;0,00;0,00;0,00;10,00
324/9204A/22104;Vestuari;4.690,00;940,29;5.630,29;5.447,30;5.447,30;0,00;182,99
324/9204A/22199;Altres subministraments;10.000,00;0,00;10.000,00;7.757,53;6.332,75;1.424,78;2.242,47
324/9204A/22201;Comunicacions postals;4.419,40;0,00;4.419,40;1.586,00;194,60;1.391,40;2.833,40
324/9204A/22701;Seguretat;63.500,00;0,00;63.500,00;59.855,78;50.016,92;9.838,86;3.644,22
324/9204A/22706;Estudis i treballs tècnics;10.000,00;-200,00;9.800,00;4.018,14;4.018,14;0,00;5.781,86
324/9204B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.093,60;13.093,60;0,00;-187,08
324/9204B/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;17.023,11;17.023,11;0,00;-265,95
324/9204B/12005;Salaris del Grup E;41.153,31;0,00;41.153,31;42.621,37;42.621,37;0,00;-1.468,06
324/9204B/12006;Triennis;11.342,66;0,00;11.342,66;10.646,70;10.646,70;0,00;695,96
324/9204B/12100;Complement de destí;29.759,34;0,00;29.759,34;29.808,43;29.808,43;0,00;-49,09
324/9204B/12101;Complement  específic;65.275,78;0,00;65.275,78;65.271,89;65.271,89;0,00;3,89
324/9204B/12103;Altres complements;33.103,89;0,00;33.103,89;30.566,67;30.566,67;0,00;2.537,22
324/9204B/13000;Retribucions bàsiques;2.317,30;0,00;2.317,30;0,00;0,00;0,00;2.317,30
324/9204B/15000;Productivitat;2.024,22;0,00;2.024,22;8.327,80;8.327,80;0,00;-6.303,58
324/9204B/16000;Seguretat social;58.895,85;0,00;58.895,85;56.483,97;56.483,97;0,00;2.411,88
324/9204B/22110;Productes de neteja;35.104,00;0,00;35.104,00;25.334,26;21.184,10;4.150,16;9.769,74
324/9204B/2270001;Contractes de neteja;1.010,00;0,00;1.010,00;120,04;120,04;0,00;889,96
324/9204C/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.875,02;8.875,02;0,00;-496,44
324/9204C/12005;Salaris del Grup E;94.190,55;0,00;94.190,55;93.146,98;93.146,98;0,00;1.043,57
324/9204C/12006;Triennis;14.242,49;0,00;14.242,49;12.804,32;12.804,32;0,00;1.438,17
324/9204C/12100;Complement de destí;41.404,49;0,00;41.404,49;38.826,97;38.826,97;0,00;2.577,52
324/9204C/12101;Complement  específic;91.730,81;0,00;91.730,81;87.510,01;87.510,01;0,00;4.220,80
324/9204C/12103;Altres complements;43.585,93;0,00;43.585,93;62.761,32;62.761,32;0,00;-19.175,39
324/9204C/15000;Productivitat;892,75;10.000,00;10.892,75;12.746,26;12.746,26;0,00;-1.853,51
324/9204C/15300;Complement de dedicació especial;56,11;0,00;56,11;0,00;0,00;0,00;56,11
324/9204C/16000;Seguretat social;85.622,12;0,00;85.622,12;66.942,09;66.942,09;0,00;18.680,03
324/9204D/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.061,31;15.061,31;0,00;-383,99
324/9204D/12003;Salaris del Grup C1;9.764,84;0,00;9.764,84;10.203,08;10.203,08;0,00;-438,24
324/9204D/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;17.040,84;17.040,84;0,00;-283,68
324/9204D/12006;Triennis;8.268,12;0,00;8.268,12;8.011,58;8.011,58;0,00;256,54
324/9204D/12100;Complement de destí;19.352,94;0,00;19.352,94;19.404,27;19.404,27;0,00;-51,33
324/9204D/12101;Complement  específic;32.885,79;0,00;32.885,79;32.960,89;32.960,89;0,00;-75,10
324/9204D/12103;Altres complements;10.048,23;0,00;10.048,23;8.974,36;8.974,36;0,00;1.073,87
324/9204D/15000;Productivitat;0,00;10,00;10,00;3.200,00;3.200,00;0,00;-3.190,00
324/9204D/16000;Seguretat social;31.112,59;0,00;31.112,59;32.122,61;32.122,61;0,00;-1.010,02
324/9204D/22000;Material d’oficina no inventariable;18.257,00;-445,00;17.812,00;17.000,63;16.082,21;918,42;811,37
324/9204D/22199;Altres subministraments;4.531,00;0,00;4.531,00;3.393,37;3.385,42;7,95;1.137,63
324/9204D/62500;Mobiliari;0,00;5.000,00;5.000,00;5.266,17;3.303,55;1.962,62;-266,17
324/9204D/62501;Equips d'oficina;0,00;16.503,00;16.503,00;16.220,28;3.404,65;12.815,63;282,72
324/9204E/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.261,42;13.261,42;0,00;-354,90
324/9204E/12004;Salaris del Grup C2;25.135,74;0,00;25.135,74;31.892,96;31.892,96;0,00;-6.757,22
324/9204E/12005;Salaris del Grup E;15.357,16;0,00;15.357,16;8.442,57;8.442,57;0,00;6.914,59
324/9204E/12006;Triennis;7.952,97;0,00;7.952,97;7.190,55;7.190,55;0,00;762,42
