"Ejercicio","TipoVehículo","MarcaModelo","NumBastidor","POTENCIA_FISCAL","FECHA_MATRICULACION","tipoBeneficio","desc_tipo_beneficio","porcentajeBeneficio"
2016,"TODO TERRENO","B.M.W. X REIHE","WBAPB110X0WE24554","13.3",,,"",
2016,"TURISMO","RENAULT MEGANE","VF1KA1U0526598954","12.78",,,"",
2016,"TURISMO","SEAT ALTEA 1.9","VSSZZZ5PZ5R076103","12.89",,,"",
2016,"TURISMO","FORD MONDEO","WF0FXXGBBFVD71458","12.31",,,"",
2016,"TURISMO","CITROEN XSARA PICASSO","VF7CHRHYB38949588","13.3",,,"",
2016,"TURISMO","CHEVROLET KALOS","KL1SF08T15B488031","9.55",,,"",
2016,"TODO TERRENO","HYUNDAI TERRACAN","KMHNM81XP2U055450","16.65",,,"",
2016,"TURISMO","OPEL MERIVA","W0L0XCE7554345857","12.01",,,"",
2016,,"BMW  120 D","WBAUG51050PV23947","13.3","29/11/2005",,"",
2016,,"OPEL CORSA 1.3 SILVER","W0L0XCF6864102901","10.02","29/11/2005",,"",
2016,,"CITROENF C4 14I","VF7LCKFUC74367708","10.56","29/11/2005",,"",
2016,"TURISMO","FORD FIESTA 1.3","WF0BXXBAJBTE66771","10.27",,,"",
2016,,"FORD MONDEO","WF04XXGBB45D84113","13.3","30/11/2005",,"",
2016,,"PEUGEOT PARTNER CB PLUS H","VF3GJRHYK95184678",,"30/11/2005",,"",
2016,"VEHIC. MIXTO","CITROEN BERLINGO 1 9 D COMBI","VF7MFD98E65081196","12.93",,,"",
2016,"VEHIC. MIXTO","OPEL VIVARO","W0LJ7ACA63V601742","12.78",,,"",
2016,"FURGONETA MIXTA","FORD TRANSIT","SFAKXXBDVKPB85514","15.2",,,"",
2016,,"SUZUKI  GSX R600","JS1B2111100112019",,"01/12/2005",,"",
2016,,"YAMAHA YZF-R6","JYARJ095000005034",,"01/12/2005",,"",
2016,,"HONDA VT750C","JH2RC50A74M000720",,"01/12/2005",,"",
2016,,"HYUNDAI GETZ 1.6","KMHBU31BP3U031068","11.64","01/12/2005",,"",
2016,,"GUILLEN LONA CORREDERA","VWFSP3SNRS5002278",,"02/12/2005",,"",
2016,,"CITROEN C4 16I","VF7LANFUC74374212","11.59","01/12/2005",,"",
2016,,"CITROEN C-4   1.4   SX","VF7LCKFUC74365111","10.6","02/12/2005",,"",
2016,,"SUZUKI GS F650","JS1B5114100102611",,"02/12/2005",,"",
2016,,"SMART  FORTC","WME4503321J253370","6.31","02/12/2005",,"",
2016,,"KIA RIO 1.5 CRDI","KNEDE244266025199","11.17","02/12/2005",,"",
2016,,"RENAULT SCENIC","VF1JM1R0534897695","11.64","02/12/2005",,"",
2016,,"OPEL VECTRA","W0L0ZCF6861034457","12.94","02/12/2005",,"",
2016,,"DACIA LOGAN","UU1LSDAAH34342736","10.7","02/12/2005",,"",
2016,,"TOYOTA AVENSIS 1.8  SOL","SB1BR56L80E140902","12.48","02/12/2005",,"",
2016,,"VOLKSWAGEN GOLF 1.9 TDI","WVWZZZ1KZ6B046022","12.89","02/12/2005",,"",
2016,,"MERCEDES BENZ C220 CDI","WDB2032061F369296","13.9","20/12/2005",,"",
2016,"CICL. 2 RUEDAS","YAMAHA YN 50","YI16AD00000525098","0",,,"",
2016,"VEHIC. MIXTO","FORD TRANSIT CONNECT","WF0GXXTTPG5R33858","12.3",,,"",
2016,"TURISMO","NISSAN PRIMERA","SJNBCAP10U0257955","13",,,"",
2016,"TURISMO","NISSAN MICRA 1.2","SJNFBAK12U1248669","9.99",,,"",
2016,"TURISMO","CHEVROLET KALOS","KL1SF48TJ6B518442","9.55",,,"",
2016,"TURISMO","A.U.D.I. A3 1.9 TDI 5V","WAUZZZ8LZYA146105","12.89",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0TGF4825084573","13.29",,,"",
2016,,"SEAT LEON 2.0 TDI","VSSZZZ1PZ6R017954","13.19","05/12/2005",,"",
2016,"REMOLQUE","FEDE FUTUR 1000L","10988","0","02/12/2005","VA","VEHICULO AGRICOLA","100"
2016,,"SUZUKI GSXR-600","JS1B2111100112449",,"05/12/2005",,"",
2016,,"SUZUKI LTZ-400","JSAAK47A362104347","2.9","05/12/2005",,"",
2016,,"HONDA CBR1000RR","JH2SC57A55M110979",,"05/12/2005",,"",
2016,,"OPEL ASTRA 1.6","W0L0AHL4865057212","11.63","07/12/2005",,"",
2016,,"BMW 530 D","WBANR71080CP90632","19.64","07/12/2005",,"",
2016,,"KIA RIO 1.5 CRDI","KNEDE244266034360","11.17","07/12/2005",,"",
2016,,"RENAULT  MASCOTT","VF654ANA000018538",,"13/12/2005",,"",
2016,,"PEUGEOT 407 ST CONFORT HD","VF36DRHRH21392572","13.3","13/12/2005",,"",
2016,,"VOLKSWAGEN GOLF PLUS 1.6","WVWZZZ1KZ6W564902","11.63","12/12/2005",,"",
2016,,"NISSAN MICRA","SJNFDAK12U2078635","11.02","12/12/2005",,"",
2016,,"MERCEDES V 230 TD","VSA63827413041941","14.48","12/12/2005",,"",
2016,,"VOLKSWAGEN GOLF 1.9 TDI","WVWZZZ1KZ6B081249","12.89","12/12/2005",,"",
2016,,"FORD FOCUS C-MAX","WF0MXXGCDM5G88804","13.3","07/12/2005",,"",
2016,,"KIA SORENTO","KNEJC521565548917","15.21","07/12/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"FIAT SCUDO","ZFA22000086231775",,"07/12/2005",,"",
2016,"TURISMO","FORD FIESTA","WF0HXXWPJH3L80899","10.69",,,"",
2016,"TURISMO","MERCEDES-BENZ C220CDI","WDB2030081A730777","13.9",,,"",
2016,"TURISMO","HYUNDAI GETZ","KMHBU51BP4U221795","11.64",,,"",
2016,"TURISMO","NISSAN MICRA 1.2","SJNFBAK12U1417781","9.99",,,"",
2016,"TURISMO","PEUGEOT 307","VF33CRHYB82728713","13.31",,,"",
2016,"TURISMO","SUZUKI LIANA","JSAERC71S00300119","10.75",,,"",
2016,"TURISMO","OPEL ASTRA-G-CC","W0L0TGF48W5173291","13.3",,,"",
2016,"TURISMO","RENAULT MEGANE SCENIC","VF1JA050527612798","12.78",,,"",
2016,"TURISMO","NISSAN ALMERA 2.2","SJNEDAN16U0201910","14.04",,,"",
2016,"TURISMO","ALFA ROMEO ALFA 147","ZAR93700003128146","12.95",,,"",
2016,"TURISMO","A.U.D.I. A2","WAUZZZ8Z42N009422","10.7",,,"",
2016,"FURGONETA MIXTA","OPEL COMBO","W0L0XCF0623027858","12.01",,,"",
2016,"TURISMO","TOYOTA TOYOTA RAV4","JTEXR20V200017437","12.48",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0TGF4845066361","12.01",,,"",
2016,"TURISMO","PEUGEOT 206 1.4","VF32AKFUF43673372","10.56",,,"",
2016,"TURISMO","CITROEN XSARA 1.6","VF7N1NFUB73834704","11.59",,,"",
2016,"TURISMO","OPEL ZAFIRA 2.0","W0L0TGF7552018167","13.29",,,"",
2016,"TURISMO","PEUGEOT 307 1.6","VF33C9HXC84117418","11.47",,,"",
2016,"TURISMO","OPEL CORSA 3P 17CDTI SPORT","W0L0XCF0844018636","12.01",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL0865050718","11.63",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FORD KA","WF0BXXWPRBYY71717","10.28",,,"",
2016,"TURISMO","HONDA HR-V","JHMGH23501S200989","11.6",,,"",
2016,"VEHIC. MIXTO","OPEL COMBO-C","W0L0XCF0633052413","12.01",,,"",
2016,"TURISMO","PEUGEOT 206","VF32AKFWF42464446","10.57",,,"",
2016,"TURISMO","OPEL CORSA 1.7","W0L0XCF6834349129","12.01",,,"",
2016,"TURISMO","RENAULT MEGANE","VF1LA1U0528915175","12.78",,,"",
2016,"TURISMO","OPEL CORSA 1.2","W0L0XCF6834131624","9.78",,,"",
2016,"TURISMO","PEUGEOT 307","VF33CRHYB83322986","13.31",,,"",
2016,"TURISMO","PEUGEOT 206 1.4","VF32A8HXF43321734","10.75",,,"",
2016,"TURISMO","A.U.D.I. A4","WAUZZZ8E43A106805","12.89",,,"",
2016,"TURISMO","PEUGEOT 307 SW 1 6 110","VF33HNFUC84313082","11.59",,,"",
2016,"TURISMO","LANCIA YPSILON","ZLA84300002025651","10.6",,,"",
2016,"TURISMO","VOLKSWAGEN GOLF 1 9 TDI","WVWZZZ1JZ1U131298","12.89",,,"",
2016,"TURISMO","FORD FOCUS","WF0BXXGCDB3Y72137","12.3",,,"",
2016,"TURISMO","OPEL VECTRA","W0L0ZCF6838040142","13.98",,,"",
2016,"TURISMO","SEAT IBIZA 1 9 TDI","VSSZZZ6KZ2R130398","12.89",,,"",
2016,"TURISMO","RENAULT MEGANE","VF1BMRF0533199522","11.02",,,"",
2016,"CAMION","PEUGEOT BOX FG 270C","VF3231A5216035707","15.02",,,"",
2016,"TURISMO","ALFA ROMEO ALFA 147","ZAR93700005092180","12.95",,,"",
2016,"TURISMO","OPEL ASTRA 2.0","W0L0TGF4835209775","13.29",,,"",
2016,"TURISMO","OPEL CORSA 1.2","W0L0XCF0834252159","9.78",,,"",
2016,"TURISMO","PEUGEOT 206 1.4","VF32AKFWF43836853","10.57",,,"",
2016,"VEHIC. MIXTO","PEUGEOT PARTNER CBSPC 1","VF3GJWJYB95025704","12.78",,,"",
2016,"TURISMO","PEUGEOT 206","VF32A8HXF43766342","10.75",,,"",
2016,"TURISMO","SKODA FABIA COM 1 9 TDI","TMBGS46Y823364021","12.89",,,"",
2016,"TURISMO","PEUGEOT 206 1.6","VF32JNFUA44730839","11.59",,,"",
2016,"TURISMO","A.U.D.I. A3 1.9","WAUZZZ8P35A124233","12.89",,,"",
2016,"TURISMO","FORD FOCUS","WF0AXXWPDA3K13588","12.3",,,"",
2016,"TURISMO","OPEL CORSA 1.7","W0L0XCF0824344834","12.01",,,"",
2016,"TURISMO","SEAT IBIZA 1.4","VSSZZZ6LZ4R102673","10.7",,,"",
2016,"TODO TERRENO","NISSAN PATROL 3.0","JN1KESY61U0121548","16.83",,,"",
2016,"TURISMO","OPEL VECTRA","W0L0ZCF6931056795","12.47",,,"",
2016,"TURISMO","FORD FUSION","WF0UXXGAJU2B74165","10.69",,,"",
2016,"TURISMO","FORD FIESTA","WF0HXXWPJH2A81097","10.74",,,"",
2016,"TURISMO","PEUGEOT 206 1.4","VF32AKFWF44007185","10.57",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4858163276","12.01",,,"",
2016,"TURISMO","FORD FOCUS 4P PORTON 1.6","WF0AXXWPDA1A01212","11.63",,,"",
2016,"TURISMO","A.U.D.I. A4","WAUZZZ8DZYA152940","12.89",,,"",
2016,"TURISMO","PEUGEOT 206 1.4","VF32A8HXF43318671","10.75",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","PEUGEOT 307 SW PK 1 6 HDI","VF33H9HYB83709216","11.47",,,"",
2016,"TURISMO","PEUGEOT 307 1.6","VF33H9HYB84118595","11.47",,,"",
2016,"TURISMO","VOLKSWAGEN POLO 1.4","WVWZZZ9NZ4Y213555","9.67",,,"",
2016,"TURISMO","PEUGEOT 307","VF33CRFNB82176901","13.31",,,"",
2016,"TURISMO","FORD FIESTA","WF0HXXWPJH2U34053","10.74",,,"",
2016,"TURISMO","OPEL ZAFIRA 2.0","W0L0TGF7532260979","13.29",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","OPEL CORSA","W0L0XCF6854137380","10.02",,,"",
2016,"TURISMO","PEUGEOT 307","VF33H9HYB84374315","11.47",,,"",
2016,"TURISMO","PEUGEOT 206 5P XR 75","VF32AKFWF41751420","10.57",,,"",
2016,"CAMION","NISSAN ATLEON 120","VWANBFTK012518341","16.82",,,"",
2016,,"VOLKSWAGEN POLO","WVWZZZ9NZ2Y062588","9.67",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","PEUGEOT 206 1.4","VF32AKFWF43764219","10.57",,,"",
2016,"TURISMO","OPEL CORSA 1.4","W0L0XCF6834145044","10.69",,,"",
2016,"TURISMO","PEUGEOT 206 1.4","VF32AKFWF43729943","10.57",,,"",
2016,"TURISMO","PEUGEOT 206 1.9","VF32CWJYF43360786","12.78",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","OPEL CORSA 1.2","W0L0XCF0834401071","9.78",,,"",
2016,"TURISMO","VOLKSWAGEN POLO 1.4","WVWZZZ9NZ5Y032522","10.7",,,"",
2016,"TURISMO","VOLKSWAGEN PASSAT 1.9","WVWZZZ3CZ6P000767","12.89",,,"",
2016,"TURISMO","OPEL ASTRA 1.6","W0L0TGF0835009937","11.63",,,"",
2016,"TURISMO","FORD FIESTA","WF0DXXGAJD3E88209","10.74",,,"",
2016,"TURISMO","FORD MONDEO","WF04XXGBB41C04153","13.3",,,"",
2016,"TURISMO","CITROEN XSARA 19D SX 5P","VF7N1WJYB73299364","12.78",,,"",
2016,"TURISMO","FIAT PUNTO","ZFA18800002561102","10",,,"",
2016,"TURISMO","PEUGEOT 106 1.5","VF31AVJXF52781619","11.32",,,"",
2016,"TURISMO","PEUGEOT 405 SRI","VF34BRFX270861508","13.31",,,"",
2016,"TURISMO","FORD FOCUS","WF0FXXWPDF1J72498","12.3",,,"",
2016,"TURISMO","OPEL ZAFIRA 2.0","W0L0TGF7542222541","13.29",,,"",
2016,"TURISMO","OPEL CORSA 1.2","W0L0XCF0834401140","9.78",,,"",
2016,"TURISMO","ALFA ROMEO ALFA 166","ZAR93600000066672","16.19",,,"",
2016,"TURISMO","OPEL ZAFIRA","W0L0TGF7542016386","13.98",,,"",
2016,"TURISMO","RENAULT MEGANE SCENIC","VF1JMRG0633135898","12.78",,,"",
2016,"MOTOCICLETA","HONDA CBR 600 FS","JH2PC35G22M301532","6.46",,,"",
2016,"TURISMO","FORD FOCUS","WF0BXXGCDB4A59165","12.3",,,"",
2016,"TURISMO","RENAULT LAGUNA","VF1BG0F0627313051","14.05",,,"",
2016,"TURISMO","OPEL VECTRA","W0L0JBF1911148743","13.29",,,"",
2016,"TURISMO","OPEL VECTRA","W0L0ZCF6931148926","13.98",,,"",
2016,"TURISMO","PEUGEOT 307 1.6","VF33ANFUK83552490","11.59",,,"",
2016,,"KIA KIA CARENS","KNEFC524135297482","13.28",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","OPEL ASTRA 1.6","W0L0TGF0835002052","11.63",,,"",
2016,"TURISMO","PEUGEOT 206 5P XL REF HD","VF32A8HXF44168324","10.75",,,"",
2016,"TURISMO","PEUGEOT 307 1.6","VF33ANFUK83750499","11.59",,,"",
2016,"TURISMO","RENAULT LAGUNA","VF1BG4AB635348252","12.78",,,"",
2016,"TURISMO","VOLKSWAGEN GOLF 1.6","WVWZZZ1KZ4W128795","11.56",,,"",
2016,"VEHIC. MIXTO","CITROEN BERLINGO","VF7MFRHYB65785466","13.3",,,"",
2016,"TURISMO","JAGUAR S TYPE 3 0 V6 AUT","SAJAA02L61FM29247","19.85",,,"",
2016,"TURISMO","PEUGEOT 407","VF36DRHRH21070721","13.3",,,"",
2016,"TURISMO","HONDA ACCORD 4P 2.3I ES VTEC","SHHCL35401U001618","14.31",,,"",
2016,"TURISMO","OPEL MERIVA","W0L0XCE7534397837","11.63",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0TGF0825293498","11.63",,,"",
2016,"TURISMO","VOLKSWAGEN POLO 1,4","WVWZZZ9NZ3Y072225","9.67",,,"",
2016,"TURISMO","ALFA ROMEO ALFA 147","ZAR93700005147248","11.63",,,"",
2016,"TURISMO","FORD FOCUS","WF0FXXWPDF2Y72861","12.3",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"MOTOCICLETA","APRILIA LEONARDO 150","ZD4MBA2001S100894","1.6",,,"",
2016,"TURISMO","OPEL ASTRA 1.6","W0L0TGF4835041340","11.63",,,"",
2016,"TURISMO","OPEL CORSA 1.7","W0L0XCF0834070034","12.01",,,"",
2016,"TURISMO","RENAULT MEGANE SCENIC","VF1JMRF0533544611","11.02",,,"",
2016,"TURISMO","FORD FOCUS","WF05XXGCD55J35665","11.63",,,"",
2016,"TURISMO","PEUGEOT 407","VF36ERHRH21190439","13.3",,,"",
2016,"TURISMO","FIAT CROMA","ZFA19400002003316","12.95",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","OPEL ASTRA","W0L0AHL0855140910","12.94",,,"",
2016,"TURISMO","OPEL MERIVA","W0L0XCE7534405484","11.63",,,"",
2016,"TURISMO","SEAT ALHAMBRA.1.9","VSSZZZ7MZ3V518323","12.89",,,"",
2016,"TURISMO","DAIMLER CHRYSLER VOYAGER","1C8GYN2763Y501591","15.23",,,"",
2016,"TURISMO","RENAULT CLIO","VF1BB05CF27647004","9.54",,,"",
2016,"TURISMO","FORD FOCUS","WF0BXXGCDB2S62671","12.3",,,"",
2016,"TURISMO","PEUGEOT 307 XLINE HDI","VF33C9HXC84315979","11.47",,,"",
2016,"TURISMO","PEUGEOT 407","VF36DRHRH21050735","13.3",,,"",
2016,"TURISMO","FORD FOCUS","WF0AXXWPDA2S25343","12.3",,,"",
2016,"TURISMO","HYUNDAI MATRIX","KMHPN81CP2U072988","11",,,"",
2016,"TURISMO","B.M.W. 320TD MAN","WBAAT71080KR07633","13",,,"",
2016,"TURISMO","OPEL MERIVA","W0L0XCE7554218236","12.01",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"SEAT TOLEDO 1,9","VSSZZZ1MZ4R009120","12.89",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4858127706","12.01",,,"",
2016,"TURISMO","NISSAN ALMERA","SJNFAAN16U0120992","11.19",,,"",
2016,"TURISMO","PEUGEOT 206 1.4","VF32AKFWF43752495","10.57",,,"",
2016,"TURISMO","OPEL MERIVA","W0L0XCE7534418914","11.63",,,"",
2016,"MOTOCICLETA","DAELIM TRS 125 FELLOW NS","KMYSG125FKX309785R","1.45",,,"",
2016,"CICL. 2 RUEDAS","APRILIA RS 50","ZD4PL00066H345103",,"15/12/2006",,"",
2016,"CICL. 2 RUEDAS","YAMAHA CS 50 Z","VTLSA22X000020969",,"18/12/2006",,"",
2016,"TURISMO","RENAULT GRAND SCENIC","VF1JMG4D636875647","12.78",,,"",
2016,"FURGONETA","FORD TRANSIT","WF0VXXBDFV5C71773","13.3",,,"",
2016,"TURISMO","FORD MONDEO","WF05XXGBB55U48393","13.3",,,"",
2016,"TURISMO","MERCEDES-BENZ E230","WDB2100371A010710","14.46",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0TGF4826101436","11.63",,,"",
2016,"TURISMO","RENAULT MEGANE","VF1BM0C0H33044775","11.64",,,"",
2016,"TURISMO","VOLKSWAGEN SHARAN 1 9 TDI","WVWZZZ7MZ1V029011","12.89",,,"",
2016,"TURISMO","FIAT STILO","ZFA19200000613915","12.95","22/12/2006",,"",
2016,"CAMION","NISSAN NAVARA","VSKCVND40U0142403",,"20/12/2006",,"",
2016,"TURISMO","MERCEDES BENZ","WDB2030061A127792","13.9","19/12/2006",,"",
2016,"TURISMO","BMW   320  CI  CABRIO","WBABS11040JX63945","16.46","14/12/2006",,"",
2016,"CAMION","NISSAN PRIMASTAR","VSKF4AMA6UY592616",,"26/12/2006",,"",
2016,"TURISMO","TOYOTA COROLLA 2.0 D4D","SB1JW28EX0F019378","13.3","01/12/2006",,"",
2016,"TURISMO","PEUGEOT 206 5P   XS","VF32A8HZA47660902","10.75","19/12/2006",,"",
2016,"TURISMO","SEAT IBIZA 1.4","VSSZZZ6LZ7R068211","10.7","04/12/2006",,"",
2016,"TURISMO","BMW   320 I MAN","WBAVA71080VC23349","13.3","27/12/2006",,"",
2016,"CICL. 2 RUEDAS","YAMAHA DT50RSM","ZJM70K1A470026247",,"20/12/2006",,"",
2016,"CICL. 2 RUEDAS","GILERA RUNNER 50","ZAPC3640000008092",,"28/07/2004",,"",
2016,"CICL. 2 RUEDAS","VESPINO 131E","131C0010741",,,,"",
2016,"CICL. 2 RUEDAS","GILERA RUNNER SP","ZAPC4610000005994",,"28/12/2006",,"",
2016,"CICL. 2 RUEDAS","MOBYLETTE G.A.C","301629",,"04/12/2006",,"",
2016,"TURISMO","LAND ROVER FREELANDER 2.0 TD4 5","SALLNFBE25A480867","13.11",,,"",
2016,"VEHIC. MIXTO","RENAULT KANGOO","VF1KCR7EF31047675","11.02",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","HONDA ACCORD 2.2 I-CTDI EXEC","JHMCN15506C211343","14.12",,,"",
2016,"TURISMO","A.U.D.I. A6 2.5 TDI AUT Q","WAUZZZ4BZXN112738","17.88",,,"",
2016,"TURISMO","AUDI A4","WAUZZZ8E36A259650","12.89","22/12/2006",,"",
2016,"TURISMO","VOLKSWAGEN POLO TDI 70 CV ADV","WVWZZZ9NZ7Y103041","9.67","01/12/2006",,"",
2016,"TURISMO","FORD FOCUS C-MAX","WF0MXXGCDM6B75009","11.63","12/12/2006",,"",
2016,"TURISMO","MERCEDES BENZ C-180","WDB2030461A944683","12.48","05/12/2006",,"",
2016,"VEHIC. MIXTO","FIAT SCUDO","ZFA22000012900429","13.3","28/06/2002",,"",
2016,"TURISMO","OPEL MERIVA","W0L0XCE7574001261","11.63","28/12/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","TOYOTA COROLLA 1.4 D4D LUNA","SB1KC28E40F062238","10.59","04/12/2006",,"",
2016,"TURISMO","AUDI A3  1.9   TDI","WAUZZZ8P07A111071","12.89","14/12/2006",,"",
2016,"TURISMO","CITROEN XSARA PICASSO","VF7CH9HXC25923466","11.47","21/12/2006",,"",
2016,"TURISMO","SKODA OCTAVIA 1.9 TDI","TMBDS41U278835260","12.89","29/08/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"CAMION","IVECO 35S11","ZCFC357200D155197","16.29",,,"",
2016,"TURISMO","MAZDA MAZDA 5","JMZCR19R670150188","13.3",,,"",
2016,"TURISMO","PEUGEOT 206 1.4","VF32CKFWF44102773","10.57",,,"",
2016,"VEHIC. MIXTO","FIAT DOBLO","ZFA22300005267989","10.03",,,"",
2016,"TURISMO","B.M.W. 530D MAN","WBADL71080GV18667","19",,,"",
2016,"TURISMO","MAZDA MAZDA 3","JMZBK14Y261356154","11.47",,,"",
2016,"TURISMO","OPEL MERIVA","W0L0XCE7554290037","12.01",,,"",
2016,"TURISMO","VOLKSWAGEN GOLF","WVWZZZ1JZXD382729","12.89",,,"",
2016,"TURISMO","FORD FIESTA","WF0HXXWPJH5U14593","10.74",,,"",
2016,"TURISMO","B.M.W. 116I MAN","WBAUF11070PT63372","11.83",,,"",
2016,"TURISMO","RENAULT CLIO","VF1BR1F0H35772181","11.02",,,"",
2016,"TURISMO","SEAT IBIZA 1.9","VSSZZZ6LZ6R032008","12.89",,,"",
2016,"TURISMO","FORD FIESTA","WF0HXXWPJH6B33522","10.27","01/12/2006",,"",
2016,"CAMION","FIAT DUCATO","ZFA25000001092808",,"28/12/2006",,"",
2016,"TURISMO","MERCEDES ML 320","WDC1641221A024158","17.46","21/12/2006",,"",
2016,"TURISMO","SEAT LEON 2.0 TDI","VSSZZZ1PZ7R063145","13.19","26/12/2006",,"",
2016,"TURISMO","FORD MONDEO","WF05XXGBB56R16296","13.3","29/12/2006",,"",
2016,"TURISMO","FORD FOCUS C-MAX","WF0MXXGCDM6G07338","11.63","26/12/2006",,"",
2016,"TURISMO","PEUGEOT 307 SW XSI HDI 1","VF33HRHRH84737555","13.3","13/12/2006",,"",
2016,"TURISMO","MERCEDES BENZ B200","WDD2452331J099969","13.45","18/12/2006",,"",
2016,"TURISMO","MERCEDES BENZ VITO 110 CDI","VSA63819413365611","13.91","19/12/2006",,"",
2016,"TURISMO","HYUNDAI COUPE 1.6","KMHHN61BP6U224686","11.64","11/12/2006",,"",
2016,"TURISMO","PEUGEOT  307  SW PK  1.6  HDI","VF33H9HYB83886654","11.47","27/01/2005",,"",
2016,"TURISMO","OPEL ASTRA","W0L0TGF4816015504","11.64",,,"",
2016,"VEHIC. MIXTO","PEUGEOT-PART. CBESP.","VF35FWJZE60186778",,,,"",
2016,"TURISMO","MERCEDES C 220","WDB2030081A715799","13.9",,,"",
2016,"TURISMO","TOYOTA TOYOTA COROLLA","SB1KW28E30E051292","13.3",,,"",
2016,"TURISMO","B.M.W. 116I","WBAUF11000PT99517","11.63",,,"",
2016,"TURISMO","FORD FIESTA","WF0AXXGAJA1R36629","10.27",,,"",
2016,"MOTOCICLETA","KYMCO GRAND DINK 125","RFBS4001161918883",,"13/12/2006",,"",
2016,"TURISMO","NISSAN 1ª   1.6","SJNFAAP12U2302610","11.63","13/12/2006",,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4878017670","11.63","29/12/2006",,"",
2016,"TURISMO","SSANGYONG RODIUS","KPTC0B1KS6P021009",,"15/12/2006",,"",
2016,"TURISMO","PEUGEOT 407 STSPORT PK HDI 136","VF36DRHRH21495210","13.3","22/12/2006",,"",
2016,"VEHIC. MIXTO","SSANGYONG RODIUS","KPTN0B1FS6P039562",,"15/12/2006",,"",
2016,"TURISMO","CITROEN C-4   1.6  HDI  110   COLLECT.CP","VF7LA9HYC74560567","11.59","15/12/2006",,"",
2016,"TURISMO","SUZUKI SX4","TSMEYB61S00150179","11.59","20/12/2006",,"",
2016,"TURISMO","TOYOTA AYGO 1,4","JTDKP18C10N007096","10.74","29/12/2006",,"",
2016,"TURISMO","PEUGEOT 207 5P XLINE 1.4  90","VF3WCKFUC33581424","10.56","20/12/2006",,"",
2016,"TURISMO","TOYOTA AYGO 1.0","JTDKG18C60N113821","7.82","28/12/2006",,"",
2016,"TURISMO","KIA PICANTO","KNEBA24327T355761","9.06","19/12/2006",,"",
2016,"TURISMO","SEAT  ALHAMBR 2.0 TDI 6V","VSSZZZ7MZ7V507110","13.19","01/12/2006",,"",
2016,"TURISMO","SEAT IBIZA 1.2","VSSZZZ6LZ7R123545","8.72","28/12/2006",,"",
2016,"TURISMO","SEAT IBIZA 1.4 TDI","VSSZZZ6LZ7R116763","9.67","14/12/2006",,"",
2016,"TURISMO","FORD MONDEO","WF05XXGBB56Y61870","14.09","26/12/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","B.M.W. 320D MAN","WBAAS710X0FY17640","13",,,"",
2016,"TURISMO","CHRYSLER VOYAGER","1C4GYN2B3XU132353","14.96",,,"",
2016,"CAMION","FIAT SCUDO FUR P L 2.0TD ID","ZFA22000012942210","13.3",,,"",
2016,"TURISMO","PONTIAC 3 8 GT","IGMDU06L2NT210771","22.99",,,"",
2016,"TURISMO","A.U.D.I. AUDI A4 1.9 TDI 5","WAUZZZ8DZVA280059","12.89",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4858086481","12.01",,,"",
2016,"TURISMO","FORD MONDEO","WF05XXGBB52P15252","13.3",,,"",
2016,"TURISMO","PEUGEOT 206 3P XS PS HDI","VF32HRHYF42146666","13.31",,,"",
2016,"TURISMO","PEUGEOT 207 5P XLINE  1.4","VF3WCKFVC33674634","10.56","26/01/2007",,"",
2016,"TURISMO","VOLKSWAGEN PASSAT 19 TDI","WVWZZZ3BZ1P287211","12.89",,,"",
2016,"TURISMO","HONDA ACCORD 2.2 I    CTDI  SPORT","JHMCN15206C211021","14.12","24/08/2006",,"",
2016,"VEHIC. MIXTO","OPEL VIVARO 1.9","W0LJ7ACA67V603559",,"31/01/2007",,"",
2016,"TURISMO","FIAT STILO","ZFA19200000647495","10.6","02/01/2007",,"",
2016,"TODO TERRENO","MERCEDES BENZ ML. 320 CDI","WDC1641221A177319","19.92","18/01/2007",,"",
