Expte_Nº,Expte_Departamento,Trámite,Fecha Inicio,N Registro,Año
14201/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,26-nov-15,2015038480,2015
14202/2015/GEN,Unitat Gestió de Personal,Procés General - RRHH,26-nov-15,-,2015
14203/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INCM-033 Baja de puesto de mercado periódico o fijo anexo,26-nov-15,2015038985,2015
14204/2015/GEN,Unitat dEstadistica,ESTD-013 CERTIFICADO DE CONVIVENCIA CON INFORME POLICIAL,26-nov-15,2015039117,2015
14205/2015/GEN,Departament de la Dona,DONA-002 Ayuda emergencia para mujeres en situación de violencia de género,26-nov-15,-,2015
14206/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-007 CERTIFICADO DE DISTANCIA KILOMÉTRICA,27-nov-15,2015038266,2015
14207/2015/GEN,Unitat d'Educació,EDUC-004 SUBVENCIONES DE EDUCACIÓN,27-nov-15,-,2015
14208/2015/GEN,Servici de Personal,RRHHI-017 Retribuciones,27-nov-15,-,2015
14209/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14210/2015/GEN,Servici de Personal,Proces General - RRHH,27-nov-15,2015039065,2015
14211/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,27-nov-15,-,2015
14212/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14213/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-004 TARJETA MUNICIPAL DE ARMAS,27-nov-15,2015039115,2015
14214/2015/GEN,Unitat de Contratació i Compres,"CULT-016 Falles, festes i Sermana Santa",27-nov-15,-,2015
14215/2015/GEN,Servici de Personal,Procés General - RRHH,27-nov-15,2015039023,2015
14216/2015/GEN,Lletrat,LTRA-001 Documentación procedente de otros organismos públicos,27-nov-15,2015039152,2015
14217/2015/GEN,Protecció Civil,POLC-005 Autorización disparo de artificios de pirotecnia de menos de 10 kilogramos,27-nov-15,2015039132,2015
14218/2015/GEN,Servici de Personal,RRHHI-007 Anticipos de nómina,27-nov-15,2015039070,2015
14219/2015/GEN,Unitat Administrativa de Llicencies,URBA-115 Licencia urbanística de edificación (Obra mayor),27-nov-15,2015039063,2015
14220/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,27-nov-15,2015039125,2015
14221/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,27-nov-15,2015039168,2015
14222/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14223/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14224/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14225/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,27-nov-15,-,2015
14226/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,27-nov-15,2015039089,2015
14227/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14228/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,27-nov-15,2015039094,2015
14229/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,27-nov-15,2015039146,2015
14230/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14231/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,27-nov-15,2015039149,2015
14232/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14233/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14234/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,27-nov-15,2015039187,2015
14235/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,27-nov-15,2015038834,2015
14236/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,27-nov-15,2015039139,2015
14237/2015/GEN,Negociat Benestar Social,SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD,27-nov-15,2015039140,2015
14238/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14239/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14240/2015/GEN,Negociat Benestar Social,SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD,27-nov-15,2015039184,2015
14241/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14242/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,27-nov-15,2015039128,2015
14243/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA,27-nov-15,-,2015
14244/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,27-nov-15,2015039199,2015
14245/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,27-nov-15,2015039095,2015
14246/2015/GEN,Negociat Benestar Social,SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD,27-nov-15,2015039099,2015
14247/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,27-nov-15,2015039073,2015
14248/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,27-nov-15,2015039127,2015
14249/2015/GEN,Negociat Benestar Social,SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD,27-nov-15,2015039076,2015
14250/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,27-nov-15,-,2015
14251/2015/GEN,Unitat Tributs Periodics,TESO-040 Llicència de gual amb autorització d&#146;aparcament en la llicència 1ª ocupació,27-nov-15,2015039142,2015
14252/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,27-nov-15,-,2015
14253/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,30-nov-15,2015039351,2015
14254/2015/GEN,Servici de Personal,RRHH-009 Licencias retribuidas,30-nov-15,2015039033,2015
14255/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,30-nov-15,2015038801,2015
14256/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,30-nov-15,2015038961,2015
14257/2015/GEN,Negociat Benestar Social,SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD,30-nov-15,2015038963,2015
14258/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,30-nov-15,2015039181,2015
14259/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,30-nov-15,2015039341,2015
14260/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,EDUC-007 INCIDENCIAS Y COLABORACIÓN EN CENTROS DOCENTES,30-nov-15,2015038501,2015
14261/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,30-nov-15,-,2015
14262/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJ-001 CELEBRACIÓN DE BODA,30-nov-15,2015039306,2015
14263/2015/GEN,Unitat Administrativa de Sanitat,SACD-002 LICENCIA PARA ANIMALES POTENCIALMENTE PELIGROSOS,30-nov-15,-,2015
14264/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,30-nov-15,2015038917,2015
14265/2015/GEN,"Servici de Transport, Movilitat",PROCESO GENERAL MOVILIDAD,30-nov-15,2015037880,2015
14266/2015/GEN,Negociat Benestar Social,Procés General -BS,30-nov-15,-,2015
14267/2015/GEN,Unitat administrativa area urbanisme,URBA-114 Autorización para tala de arbolado en parcela privada,30-nov-15,2015039277,2015
14268/2015/GEN,Unitat administrativa area urbanisme,URBAI-053 RECURSOS CONTENCIOSO-ADMINISTRATIVOS-URBANISMO,30-nov-15,2015039152,2015
14269/2015/GEN,Negociat Benestar Social,Procés General -BS,30-nov-15,-,2015
14270/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,30-nov-15,2015038920,2015
14271/2015/GEN,Servici de Contratació i Compres,CONT-005 Contrato de obras,30-nov-15,-,2015
14272/2015/GEN,Negociat Benestar Social,SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA,30-nov-15,2015039289,2015
14273/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJ-001 CELEBRACIÓN DE BODA,30-nov-15,2015039362,2015
14274/2015/GEN,"Servici de Transport, Movilitat",PROCESO GENERAL MOVILIDAD,30-nov-15,2015036713,2015
14275/2015/GEN,Unitat Administrativa de Llicencies,URBA-135 Informe urbanístico municipal de Actividad,30-nov-15,2015038993,2015
14276/2015/GEN,Negociat Benestar Social,SSCB-027 Tarjeta de usuarios/as de centros municipales de mayores,30-nov-15,2015038944,2015
14277/2015/GEN,Servici de Modernització Tecnològica i Informàtica,MODE-001 Martenimientos,30-nov-15,-,2015
14278/2015/GEN,Secció d'Obres i Edificis Públics,INSTÀNCIA GENERAL,30-nov-15,2015037659,2015
14279/2015/GEN,Unitat Administrativa de Llicencies,URBA-137 Comunicació d`activitat inòcua,30-nov-15,2015039268,2015
14280/2015/GEN,Servici de Contratació i Compres,CONT-005 Contrato de obras,30-nov-15,-,2015
14281/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",PROCESO GENERAL MOVILIDAD,30-nov-15,2015039264,2015
14282/2015/GEN,Unitat Administrativa de Llicencies,URBA-137 Comunicació d`activitat inòcua,30-nov-15,2015039287,2015
14283/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,30-nov-15,2015039247,2015
14284/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,30-nov-15,2015039280,2015
14285/2015/GEN,Secció Medi Ambient,MEDI-007 CERTIFICACIONES SERVICIOS URBANOS,30-nov-15,2015039416,2015
14286/2015/GEN,Negociat Benestar Social,SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA,30-nov-15,2015039429,2015
14287/2015/GEN,"Servici de Transport, Movilitat",PROCESO GENERAL MOVILIDAD,30-nov-15,-,2015
14288/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,30-nov-15,-,2015
14289/2015/GEN,Unitat Administrativa de Sanitat,SACD-002 LICENCIA PARA ANIMALES POTENCIALMENTE PELIGROSOS,30-nov-15,2015039410,2015
14290/2015/GEN,Unitat administrativa area urbanisme,URBA-113 Fijación de líneas y rasantes,30-nov-15,2015039453,2015
14291/2015/GEN,Oficina pressupostària,OPREI-007 Informe trimestral Plan de Ajuste Gastos,30-nov-15,-,2015
14292/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,30-nov-15,2015039405,2015
14293/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,30-nov-15,2015039436,2015
14294/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,30-nov-15,2015039449,2015
14295/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,30-nov-15,2015039347,2015
14296/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,30-nov-15,2015038974,2015
14297/2015/GEN,Servici de Personal,RRHHI-007 Anticipos de nómina,01-dic-15,2015039105,2015
14298/2015/GEN,"Servici de Transport, Movilitat",PROCESO GENERAL MOVILIDAD,01-dic-15,-,2015
14299/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,INSTÀNCIA GENERAL,01-dic-15,2015038314,2015
14300/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-013 Documentación procedente de otros organismos públicos,01-dic-15,2015038701,2015
14301/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-009 Inmuebles municipales,01-dic-15,-,2015
14302/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,01-dic-15,2015038643,2015
14303/2015/GEN,Secció Medi Ambient,MEDI-007 CERTIFICACIONES SERVICIOS URBANOS,01-dic-15,2015039365,2015
14304/2015/GEN,"Unitat Relacions Laborals, nòmines i Seguretat Social",Procés General - Nòmines i prevenció,01-dic-15,-,2015
14305/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-007 Daños a bienes municipales,01-dic-15,-,2015
14306/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,01-dic-15,2015033510,2015
14307/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,01-dic-15,-,2015
14308/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,01-dic-15,-,2015
14309/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,01-dic-15,2015039102,2015
14310/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,01-dic-15,2015039338,2015
14311/2015/GEN,Servici de Contratació i Compres,CONT-006 Contrato de Servicios,01-dic-15,-,2015
14312/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),01-dic-15,2015039506,2015
14313/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),01-dic-15,2015039507,2015
14314/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),01-dic-15,2015039508,2015
14315/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,01-dic-15,2015038884,2015
14316/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),01-dic-15,2015039509,2015
14317/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),01-dic-15,2015039510,2015
14318/2015/GEN,Secció Medi Ambient,MEDI-007 CERTIFICACIONES SERVICIOS URBANOS,01-dic-15,2015039367,2015
14319/2015/GEN,Tresoreria,TESO-001 Devolución de ingresos indebidos de naturaleza tributaria,01-dic-15,-,2015
14320/2015/GEN,Tresoreria,TESO-002 Compensación de deudas tributarias y el resto de derecho público,01-dic-15,-,2015
14321/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJ-001 CELEBRACIÓN DE BODA,01-dic-15,2015039458,2015
14322/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-010 CERTIFICADO DE NO ACTIVIDAD,01-dic-15,2015037538,2015
14323/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),01-dic-15,2015039511,2015
14324/2015/GEN,Negociat Benestar Social,SSCB-027 Tarjeta de usuarios/as de centros municipales de mayores,01-dic-15,2015039441,2015
14325/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),01-dic-15,2015039512,2015
14326/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),01-dic-15,2015039513,2015
14327/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,01-dic-15,-,2015
14328/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-009 Inmuebles municipales,01-dic-15,-,2015
14329/2015/GEN,Servici de Contratació i Compres,CONT-012 DEVOLUCIÓN DE LA FIANZA DEFINITIVA,01-dic-15,2015038352,2015
14330/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",Proccés General - Mercats,01-dic-15,-,2015
14331/2015/GEN,Oficina pressupostària,OPRE-009 Subvención directa por convenio de colaboración,01-dic-15,-,2015
14332/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,01-dic-15,2015039323,2015
14333/2015/GEN,Negociat Benestar Social,SSCB-008 REAGRUPAMIENTO FAMILIAR,01-dic-15,2015039433,2015
14334/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,01-dic-15,2015039370,2015
14335/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,01-dic-15,2015038272,2015
14336/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,01-dic-15,2015039438,2015
14337/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,01-dic-15,-,2015
14338/2015/GEN,Negociat Benestar Social,SSCB-008 REAGRUPAMIENTO FAMILIAR,01-dic-15,2015039490,2015
14339/2015/GEN,"Unitat Relacions Laborals, nòmines i Seguretat Social",Procés General - Nòmines i prevenció,01-dic-15,-,2015
14340/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,01-dic-15,-,2015
14341/2015/GEN,Secció Medi Ambient,MEDI-007 CERTIFICACIONES SERVICIOS URBANOS,01-dic-15,2015039565,2015
14342/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,01-dic-15,2015039324,2015
14343/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,01-dic-15,2015039470,2015
14344/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,01-dic-15,2015036995,2015
14345/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,01-dic-15,2015036998,2015
14346/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,01-dic-15,2015036999,2015
14347/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,01-dic-15,2015037021,2015
