"Expediente","Departamento","Trámite","Fecha Inicio","N. Registro","Año"
"4113/2016/GEN","Tresoreria","Procés General - Hisenda",22/03/16,"2016008175","2016"
"4114/2016/GEN","Secretario General del Pleno","SGPL-003 Mociones de grupos políticos",22/03/16,"-","2016"
"4115/2016/GEN","Unitat Gestió de Personal","RRHHI-017 Retribuciones",22/03/16,"-","2016"
"4116/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",22/03/16,"2016008772","2016"
"4117/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",22/03/16,"2016008783","2016"
"4118/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",22/03/16,"-","2016"
"4119/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",22/03/16,"2016008786","2016"
"4120/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",22/03/16,"2016008791","2016"
"4121/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",22/03/16,"2016008793","2016"
"4122/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",22/03/16,"2016007640","2016"
"4123/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",22/03/16,"-","2016"
"4124/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",22/03/16,"-","2016"
"4125/2016/GEN","Unitat Tributs No Periodics","TESO-001 Devolución de ingresos indebidos de naturaleza tributaria",22/03/16,"2015034885","2016"
"4126/2016/GEN","Intervenció","INTEI-016 Nómina",22/03/16,"-","2016"
"4127/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",22/03/16,"2016008734","2016"
"4128/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",23/03/16,"2016008841","2016"
"4129/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",23/03/16,"2016008847","2016"
"4130/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",23/03/16,"2016008861","2016"
"4131/2016/GEN","Unitat Administrativa de Sanitat","SACD-002 LICENCIA PARA ANIMALES POTENCIALMENTE PELIGROSOS",23/03/16,"2016008903","2016"
"4132/2016/GEN","Unitat Administrativa de Sanitat","SACD-002 LICENCIA PARA ANIMALES POTENCIALMENTE PELIGROSOS",23/03/16,"2016008902","2016"
"4133/2016/GEN","Unitat Gestió de Personal","RRHHI-014 Asistencia jurídica",23/03/16,"2016008857","2016"
"4134/2016/GEN","Unitat Gestió de Personal","RRHH-009 Licencias retribuidas",23/03/16,"2016008853","2016"
"4135/2016/GEN","Unitat administrativa area urbanisme","URBA-114 Autorización para tala de arbolado en parcela privada",23/03/16,"2016009068","2016"
"4136/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008801","2016"
"4137/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008813","2016"
"4138/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",23/03/16,"2016008941","2016"
"4139/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008819","2016"
"4140/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",23/03/16,"2016009091","2016"
"4141/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008827","2016"
"4142/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",23/03/16,"2016009087","2016"
"4143/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",23/03/16,"2016009044","2016"
"4144/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008843","2016"
"4145/2016/GEN","Negociat Benestar Social","INSTÀNCIA GENERAL",23/03/16,"2016008513","2016"
"4146/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008870","2016"
"4147/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008874","2016"
"4148/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",23/03/16,"2016009067","2016"
"4149/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008880","2016"
"4150/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008896","2016"
"4151/2016/GEN","Unitat Gestió de Personal","RRHHI-018 Reintegro de gastos",23/03/16,"2016009129","2016"
"4152/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",23/03/16,"2016006127","2016"
"4153/2016/GEN","Unidad Secretaria General del Pleno","Procés General Alcaldía - Secretaria General del Pleno",23/03/16,"2016005503","2016"
"4154/2016/GEN","Negociat Benestar Social","SSCB-005 PROGRAMA MENJAR A CASA",23/03/16,"2016008987","2016"
"4155/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008904","2016"
"4156/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008928","2016"
"4157/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",23/03/16,"2016009031","2016"
"4158/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",23/03/16,"-","2016"
"4159/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008942","2016"
"4160/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008943","2016"
"4161/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008944","2016"
"4162/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008963","2016"
"50/2016/JGL","Junta de Gobierno Local","Trámite para Junta de Gobierno Local",15/12/16,"-","2016"
"4163/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",23/03/16,"2016008321","2016"
"4164/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",23/03/16,"2016008322","2016"
"4165/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008979","2016"
"4166/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",23/03/16,"-","2016"
"4167/2016/GEN","Unitat Secretaria General núm. 1","UORJI-005 Vehículos municipales",23/03/16,"-","2016"
"4168/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008983","2016"
"4169/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008991","2016"
"4170/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008992","2016"
"4171/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016008998","2016"
"4172/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016009002","2016"
"4173/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",23/03/16,"2016009219","2016"
"4174/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016009018","2016"
"4175/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"2016009050","2016"
"4176/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",23/03/16,"-","2016"
"4177/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",23/03/16,"2016006487","2016"
"4178/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",23/03/16,"2016008839","2016"
"4179/2016/GEN","Secretario General del Pleno","SGPL-003 Mociones de grupos políticos",23/03/16,"-","2016"
"4180/2016/GEN","Unitat Administrativa de Llicencies","URBA-127 Licencia / comunicación de apertura de actividades sujetas a la Ley de espectáculos públicos mediante declaración responsable",23/03/16,"2016008753","2016"
"4181/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",23/03/16,"2016008749","2016"
"4182/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",29/03/16,"-","2016"
"4183/2016/GEN","Secció Àrea Técnica. Benestar Social","Procés General - Programes-Familia-Infancia",29/03/16,"-","2016"
"4184/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",29/03/16,"-","2016"
"4185/2016/GEN","Negociat Benestar Social","INSTÀNCIA GENERAL",29/03/16,"2016007931","2016"
"4186/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",29/03/16,"2016008541","2016"
"4187/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",29/03/16,"2016009204","2016"
"4188/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009063","2016"
"4189/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",29/03/16,"2016008952","2016"
"4190/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009072","2016"
"4191/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009079","2016"
"4192/2016/GEN","Secretario General del Pleno","SGPL-003 Mociones de grupos políticos",29/03/16,"-","2016"
"4193/2016/GEN","Unitat Tesoreria i Recaptació","Tresoreria_Procés general-Alcaldia",29/03/16,"-","2016"
"4194/2016/GEN","Secretario General del Pleno","SGPL-003 Mociones de grupos políticos",29/03/16,"2016009255","2016"
"4195/2016/GEN","Gestió Cultural i Turisme","CULT-016 Falles, festes i Sermana Santa",29/03/16,"-","2016"
"4196/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009106","2016"
"4197/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009123","2016"
"4198/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009130","2016"
"4199/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009138","2016"
"4200/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009139","2016"
"4201/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009149","2016"
"4202/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",29/03/16,"2016008744","2016"
"4203/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009150","2016"
"4204/2016/GEN","Unitat Administrativa de Sanitat","SACD-009 MOLESTIAS DE ANIMALES DE COMPAÑÍA (PERRO/S) EN COMUNIDADES DE VECINOS",29/03/16,"2016009278","2016"
"4205/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",29/03/16,"2016008851","2016"
"4206/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",29/03/16,"2016008865","2016"
"4207/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",29/03/16,"2016008900","2016"
"4208/2016/GEN","Unitat Administrativa de Llicencies","URBA-135 Informe urbanístico municipal de Actividad",29/03/16,"2016008929","2016"
"4209/2016/GEN","Unitat Administrativa de Sanitat","Procés General - Sanitat",29/03/16,"-","2016"
"4210/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009155","2016"
"4211/2016/GEN","Unitat dEstadistica","INSTÀNCIA GENERAL",29/03/16,"2016008765","2016"
"4212/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009163","2016"
"4213/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009174","2016"
"4214/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009190","2016"
"4215/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009205","2016"
"4216/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",29/03/16,"2016008970","2016"
"4217/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009206","2016"
"4218/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009250","2016"
"4219/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009252","2016"
"4220/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009253","2016"
"4221/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",29/03/16,"2016009010","2016"
"4222/2016/GEN","Unitat Secretaria General núm. 1","UORJI-009 Inmuebles municipales",29/03/16,"2016009185","2016"
"4223/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009276","2016"
"4224/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",29/03/16,"2016009281","2016"
"4225/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",29/03/16,"2016008989","2016"
"4226/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",29/03/16,"2016007715","2016"
"4227/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",29/03/16,"2016009165","2016"
"4228/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",29/03/16,"2016009237","2016"
"4229/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",29/03/16,"2016008442","2016"
"4230/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",29/03/16,"2016009014","2016"
"4231/2016/GEN","Unitat Tributs Periodics","Procés General - Hisenda",29/03/16,"-","2016"
"4232/2016/GEN","Unitat administrativa area urbanisme","URBAI-055 Expropiación urbanística",29/03/16,"2016008784","2016"
"4233/2016/GEN","Unitat administrativa area urbanisme","Procés General - Urbanisme",29/03/16,"2016006720","2016"
"4234/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",29/03/16,"2016008953","2016"
"4235/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",30/03/16,"-","2016"
"4236/2016/GEN","Unitat de Comptabilitat","INTEI-016 Nómina",30/03/16,"-","2016"
"4237/2016/GEN","Gestió Cultural i Turisme","CULT-001 UTILIZACIÓN DE LAS INSTALACIONES DE L'AUDITORI DE TORRENT",30/03/16,"2016009069","2016"
"4238/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",30/03/16,"2016009294","2016"
"4239/2016/GEN","Departament de la Dona","DONA-002 Ayuda emergencia para mujeres en situación de violencia de género",30/03/16,"-","2016"
"4240/2016/GEN","Unitat dEstadistica","ESTD-002 CERTIFICADO DE EMPADRONAMIENTO HISTÓRICO",30/03/16,"2016009282","2016"
"4241/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",30/03/16,"2016006383","2016"
"4242/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",30/03/16,"2016006413","2016"
"4243/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",30/03/16,"2016009322","2016"
"4244/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",30/03/16,"2016009298","2016"
"4245/2016/GEN","Unitat Administrativa Disciplina Urbanística","URBA-036 INFRACCIONES POR ACTIVIDAD",30/03/16,"2016006405","2016"
"4246/2016/GEN","Negociat Benestar Social","SSCB-016.Bis RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",30/03/16,"2016009135","2016"
"4247/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",30/03/16,"2016009277","2016"
"4248/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",30/03/16,"2016008549","2016"
"4249/2016/GEN","Unitat Oficina Pressupostària i Subvencions","CULT-010 Acords, convenis i subvencions",30/03/16,"-","2016"
"4250/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",30/03/16,"2016009312","2016"
"4251/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",30/03/16,"2016008606","2016"
"4252/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",30/03/16,"2016009363","2016"
"4253/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",30/03/16,"2016009369","2016"
"4254/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",30/03/16,"2016008911","2016"
