DATA_REFERENCIA,PAIS_NAIXEMENT,SEXE,BARRI,POBLACIO
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,5
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 2,CA N ANGLADA                  ,3
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 2,MONTSERRAT                    ,1
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 2,TORRE-SANA                    ,2
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 3,CAN PALET                     ,3
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 3,CAN PARELLADA                 ,1
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 3,LES FONTS                     ,2
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 3,SEGLE XX                      ,1
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 4,CA N AURELL                   ,7
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 4,LA COGULLADA                  ,1
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 4,LA MAURINA                    ,2
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 4,LES MARTINES                  ,1
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 4,ROC BLANC                     ,1
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,3
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,4
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 5,SANT PERE                     ,3
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,2
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 6,ÈGARA                         ,3
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 6,FONT DE L ESPARDENYERA        ,1
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,2
2017,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 6,SANT PERE NORD                ,5
2017,"PAKISTAN, EL                  ",DISTRICTE 1,CEMENTIRI VELL                ,3
2017,"PAKISTAN, EL                  ",DISTRICTE 1,CENTRE                        ,19
2017,"PAKISTAN, EL                  ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,2
2017,"PAKISTAN, EL                  ",DISTRICTE 1,VALLPARADÍS                   ,9
2017,"PAKISTAN, EL                  ",DISTRICTE 2,CA N ANGLADA                  ,70
2017,"PAKISTAN, EL                  ",DISTRICTE 2,MONTSERRAT                    ,3
2017,"PAKISTAN, EL                  ",DISTRICTE 2,TORRE-SANA                    ,8
2017,"PAKISTAN, EL                  ",DISTRICTE 2,VILARDELL                     ,1
2017,"PAKISTAN, EL                  ",DISTRICTE 3,CAN PALET                     ,27
2017,"PAKISTAN, EL                  ",DISTRICTE 3,CAN PARELLADA                 ,3
2017,"PAKISTAN, EL                  ",DISTRICTE 3,GUADALHORCE                   ,4
2017,"PAKISTAN, EL                  ",DISTRICTE 3,LES FONTS                     ,3
2017,"PAKISTAN, EL                  ",DISTRICTE 3,SEGLE XX                      ,8
2017,"PAKISTAN, EL                  ",DISTRICTE 3,XÚQUER                        ,2
2017,"PAKISTAN, EL                  ",DISTRICTE 4,CA N AURELL                   ,33
2017,"PAKISTAN, EL                  ",DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,2
2017,"PAKISTAN, EL                  ",DISTRICTE 4,LA COGULLADA                  ,16
2017,"PAKISTAN, EL                  ",DISTRICTE 4,LA MAURINA                    ,60
2017,"PAKISTAN, EL                  ",DISTRICTE 4,LES MARTINES                  ,1
2017,"PAKISTAN, EL                  ",DISTRICTE 4,ROC BLANC                     ,9
2017,"PAKISTAN, EL                  ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,20
2017,"PAKISTAN, EL                  ",DISTRICTE 5,CAN BOADA DEL PI              ,5
2017,"PAKISTAN, EL                  ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,15
2017,"PAKISTAN, EL                  ",DISTRICTE 5,SANT PERE                     ,15
2017,"PAKISTAN, EL                  ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,14
2017,"PAKISTAN, EL                  ",DISTRICTE 6,CAN TUSELL                    ,2
2017,"PAKISTAN, EL                  ",DISTRICTE 6,ÈGARA                         ,13
2017,"PAKISTAN, EL                  ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,8
2017,"PAKISTAN, EL                  ",DISTRICTE 6,SANT LLORENÇ                  ,10
2017,"PAKISTAN, EL                  ",DISTRICTE 6,SANT PERE NORD                ,46
2017,PALESTINA                     ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2017,PALESTINA                     ,DISTRICTE 2,TORRE-SANA                    ,2
2017,PALESTINA                     ,DISTRICTE 3,GUADALHORCE                   ,1
2017,PALESTINA                     ,DISTRICTE 5,SANT PERE                     ,3
2017,PALESTINA                     ,DISTRICTE 6,SANT LLORENÇ                  ,1
2017,"PANAMÀ, EL                    ",DISTRICTE 1,CEMENTIRI VELL                ,1
2017,"PANAMÀ, EL                    ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,4
2017,"PANAMÀ, EL                    ",DISTRICTE 4,CA N AURELL                   ,3
2017,"PANAMÀ, EL                    ",DISTRICTE 4,LA MAURINA                    ,1
2017,"PANAMÀ, EL                    ",DISTRICTE 5,CAN ROCA                      ,1
2017,"PANAMÀ, EL                    ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2017,"PANAMÀ, EL                    ",DISTRICTE 6,SANT LLORENÇ                  ,1
2017,"PANAMÀ, EL                    ",DISTRICTE 6,SANT PERE NORD                ,1
2017,"PARAGUAI, EL                  ",DISTRICTE 1,CEMENTIRI VELL                ,9
2017,"PARAGUAI, EL                  ",DISTRICTE 1,CENTRE                        ,61
2017,"PARAGUAI, EL                  ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,72
2017,"PARAGUAI, EL                  ",DISTRICTE 1,VALLPARADÍS                   ,17
2017,"PARAGUAI, EL                  ",DISTRICTE 2,CA N ANGLADA                  ,77
2017,"PARAGUAI, EL                  ",DISTRICTE 2,MONTSERRAT                    ,2
2017,"PARAGUAI, EL                  ",DISTRICTE 2,TORRE-SANA                    ,14
2017,"PARAGUAI, EL                  ",DISTRICTE 3,CAN JOFRESA                   ,2
2017,"PARAGUAI, EL                  ",DISTRICTE 3,CAN PALET                     ,30
2017,"PARAGUAI, EL                  ",DISTRICTE 3,CAN PALET II                  ,3
2017,"PARAGUAI, EL                  ",DISTRICTE 3,CAN PARELLADA                 ,4
2017,"PARAGUAI, EL                  ",DISTRICTE 3,LES FONTS                     ,7
2017,"PARAGUAI, EL                  ",DISTRICTE 3,SEGLE XX                      ,15
2017,"PARAGUAI, EL                  ",DISTRICTE 3,XÚQUER                        ,7
2017,"PARAGUAI, EL                  ",DISTRICTE 4,CA N AURELL                   ,80
2017,"PARAGUAI, EL                  ",DISTRICTE 4,LA COGULLADA                  ,23
2017,"PARAGUAI, EL                  ",DISTRICTE 4,LA MAURINA                    ,30
2017,"PARAGUAI, EL                  ",DISTRICTE 4,ROC BLANC                     ,1
2017,"PARAGUAI, EL                  ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,27
2017,"PARAGUAI, EL                  ",DISTRICTE 5,CAN BOADA DEL PI              ,7
2017,"PARAGUAI, EL                  ",DISTRICTE 5,CAN ROCA                      ,2
2017,"PARAGUAI, EL                  ",DISTRICTE 5,PLA DEL BON AIRE              ,2
2017,"PARAGUAI, EL                  ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,68
2017,"PARAGUAI, EL                  ",DISTRICTE 5,SANT PERE                     ,143
2017,"PARAGUAI, EL                  ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,19
2017,"PARAGUAI, EL                  ",DISTRICTE 6,CAN TUSELL                    ,1
2017,"PARAGUAI, EL                  ",DISTRICTE 6,ÈGARA                         ,8
2017,"PARAGUAI, EL                  ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,14
2017,"PARAGUAI, EL                  ",DISTRICTE 6,SANT LLORENÇ                  ,10
2017,"PARAGUAI, EL                  ",DISTRICTE 6,SANT PERE NORD                ,65
2017,"PERÚ, EL                      ",DISTRICTE 1,CEMENTIRI VELL                ,43
2017,"PERÚ, EL                      ",DISTRICTE 1,CENTRE                        ,50
2017,"PERÚ, EL                      ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,31
2017,"PERÚ, EL                      ",DISTRICTE 1,VALLPARADÍS                   ,14
2017,"PERÚ, EL                      ",DISTRICTE 2,CA N ANGLADA                  ,42
2017,"PERÚ, EL                      ",DISTRICTE 2,MONTSERRAT                    ,6
2017,"PERÚ, EL                      ",DISTRICTE 2,TORRE-SANA                    ,26
2017,"PERÚ, EL                      ",DISTRICTE 3,CAN JOFRESA                   ,9
2017,"PERÚ, EL                      ",DISTRICTE 3,CAN PALET                     ,59
2017,"PERÚ, EL                      ",DISTRICTE 3,CAN PALET II                  ,4
2017,"PERÚ, EL                      ",DISTRICTE 3,CAN PARELLADA                 ,29
2017,"PERÚ, EL                      ",DISTRICTE 3,GUADALHORCE                   ,5
2017,"PERÚ, EL                      ",DISTRICTE 3,LES FONTS                     ,7
2017,"PERÚ, EL                      ",DISTRICTE 3,SEGLE XX                      ,39
2017,"PERÚ, EL                      ",DISTRICTE 3,XÚQUER                        ,5
2017,"PERÚ, EL                      ",DISTRICTE 4,CA N AURELL                   ,104
2017,"PERÚ, EL                      ",DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,5
2017,"PERÚ, EL                      ",DISTRICTE 4,LA COGULLADA                  ,43
2017,"PERÚ, EL                      ",DISTRICTE 4,LA MAURINA                    ,25
2017,"PERÚ, EL                      ",DISTRICTE 4,ROC BLANC                     ,30
2017,"PERÚ, EL                      ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,56
2017,"PERÚ, EL                      ",DISTRICTE 5,CAN BOADA DEL PI              ,9
2017,"PERÚ, EL                      ",DISTRICTE 5,CAN ROCA                      ,7
2017,"PERÚ, EL                      ",DISTRICTE 5,PLA DEL BON AIRE              ,1
2017,"PERÚ, EL                      ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,32
2017,"PERÚ, EL                      ",DISTRICTE 5,SANT PERE                     ,90
2017,"PERÚ, EL                      ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,27
2017,"PERÚ, EL                      ",DISTRICTE 6,CAN TUSELL                    ,3
2017,"PERÚ, EL                      ",DISTRICTE 6,ÈGARA                         ,15
2017,"PERÚ, EL                      ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,50
2017,"PERÚ, EL                      ",DISTRICTE 6,SANT LLORENÇ                  ,12
2017,"PERÚ, EL                      ",DISTRICTE 6,SANT PERE NORD                ,54
2017,POLÒNIA                       ,DISTRICTE 1,CEMENTIRI VELL                ,5
2017,POLÒNIA                       ,DISTRICTE 1,CENTRE                        ,16
2017,POLÒNIA                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,3
2017,POLÒNIA                       ,DISTRICTE 1,VALLPARADÍS                   ,6
2017,POLÒNIA                       ,DISTRICTE 2,CA N ANGLADA                  ,6
2017,POLÒNIA                       ,DISTRICTE 2,TORRE-SANA                    ,16
2017,POLÒNIA                       ,DISTRICTE 3,CAN JOFRESA                   ,5
2017,POLÒNIA                       ,DISTRICTE 3,CAN PALET                     ,15
2017,POLÒNIA                       ,DISTRICTE 3,CAN PALET II                  ,1
2017,POLÒNIA                       ,DISTRICTE 3,CAN PARELLADA                 ,11
2017,POLÒNIA                       ,DISTRICTE 3,SEGLE XX                      ,6
2017,POLÒNIA                       ,DISTRICTE 4,CA N AURELL                   ,9
2017,POLÒNIA                       ,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,1
2017,POLÒNIA                       ,DISTRICTE 4,LA COGULLADA                  ,3
2017,POLÒNIA                       ,DISTRICTE 4,LA MAURINA                    ,7
2017,POLÒNIA                       ,DISTRICTE 4,ROC BLANC                     ,3
2017,POLÒNIA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2017,POLÒNIA                       ,DISTRICTE 5,CAN BOADA DEL PI              ,1
2017,POLÒNIA                       ,DISTRICTE 5,CAN ROCA                      ,4
2017,POLÒNIA                       ,DISTRICTE 5,PLA DEL BON AIRE              ,2
2017,POLÒNIA                       ,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,1
2017,POLÒNIA                       ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,10
2017,POLÒNIA                       ,DISTRICTE 5,SANT PERE                     ,3
2017,POLÒNIA                       ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,6
2017,POLÒNIA                       ,DISTRICTE 6,ÈGARA                         ,2
2017,POLÒNIA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,7
2017,POLÒNIA                       ,DISTRICTE 6,SANT LLORENÇ                  ,2
2017,POLÒNIA                       ,DISTRICTE 6,SANT PERE NORD                ,25
2017,PORTUGAL                      ,DISTRICTE 1,CEMENTIRI VELL                ,6
2017,PORTUGAL                      ,DISTRICTE 1,CENTRE                        ,12
2017,PORTUGAL                      ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,6
2017,PORTUGAL                      ,DISTRICTE 2,CA N ANGLADA                  ,14
2017,PORTUGAL                      ,DISTRICTE 2,MONTSERRAT                    ,2
2017,PORTUGAL                      ,DISTRICTE 2,TORRE-SANA                    ,3
2017,PORTUGAL                      ,DISTRICTE 3,CAN JOFRESA                   ,3
2017,PORTUGAL                      ,DISTRICTE 3,CAN PALET                     ,31
2017,PORTUGAL                      ,DISTRICTE 3,CAN PALET II                  ,6
2017,PORTUGAL                      ,DISTRICTE 3,CAN PARELLADA                 ,20
2017,PORTUGAL                      ,DISTRICTE 3,DISSEMINATS                   ,1
2017,PORTUGAL                      ,DISTRICTE 3,GUADALHORCE                   ,2
2017,PORTUGAL                      ,DISTRICTE 3,LES FONTS                     ,6
2017,PORTUGAL                      ,DISTRICTE 3,P.I. SANTA EULÀLIA            ,1
2017,PORTUGAL                      ,DISTRICTE 3,SEGLE XX                      ,5
2017,PORTUGAL                      ,DISTRICTE 3,XÚQUER                        ,6
2017,PORTUGAL                      ,DISTRICTE 4,CA N AURELL                   ,12
2017,PORTUGAL                      ,DISTRICTE 4,LA COGULLADA                  ,2
2017,PORTUGAL                      ,DISTRICTE 4,LA MAURINA                    ,10
2017,PORTUGAL                      ,DISTRICTE 4,ROC BLANC                     ,3
2017,PORTUGAL                      ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,9
2017,PORTUGAL                      ,DISTRICTE 5,CAN BOADA DEL PI              ,4
2017,PORTUGAL                      ,DISTRICTE 5,CAN ROCA                      ,5
2017,PORTUGAL                      ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,6
2017,PORTUGAL                      ,DISTRICTE 5,SANT PERE                     ,14
2017,PORTUGAL                      ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,2
2017,PORTUGAL                      ,DISTRICTE 6,ÈGARA                         ,2
2017,PORTUGAL                      ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,9
2017,PORTUGAL                      ,DISTRICTE 6,SANT LLORENÇ                  ,10
2017,PORTUGAL                      ,DISTRICTE 6,SANT PERE NORD                ,10
2017,"REGNE UNIT, EL                ",DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,4
2017,"REGNE UNIT, EL                ",DISTRICTE 1,CEMENTIRI VELL                ,10
2017,"REGNE UNIT, EL                ",DISTRICTE 1,CENTRE                        ,25
2017,"REGNE UNIT, EL                ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,2
2017,"REGNE UNIT, EL                ",DISTRICTE 1,VALLPARADÍS                   ,8
2017,"REGNE UNIT, EL                ",DISTRICTE 2,CA N ANGLADA                  ,4
2017,"REGNE UNIT, EL                ",DISTRICTE 2,MONTSERRAT                    ,1
2017,"REGNE UNIT, EL                ",DISTRICTE 2,TORRE-SANA                    ,1
2017,"REGNE UNIT, EL                ",DISTRICTE 3,CAN JOFRESA                   ,1
2017,"REGNE UNIT, EL                ",DISTRICTE 3,CAN PALET                     ,3
2017,"REGNE UNIT, EL                ",DISTRICTE 3,CAN PARELLADA                 ,4
