DATA_REFERENCIA,DISTRICTE,BARRI,NACIONALITAT,POBLACIO
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"REPÚBLICA TXECA, LA           ",1
2014,DISTRICTE 3,CAN PARELLADA                 ,EL SALVADOR                   ,6
2011,DISTRICTE 6,ÈGARA                         ,ITÀLIA                        ,11
2011,DISTRICTE 1,CENTRE                        ,ISLÀNDIA                      ,1
2015,DISTRICTE 1,CEMENTIRI VELL                ,"XINA, LA                      ",48
2011,DISTRICTE 4,LES MARTINES                  ,UCRAÏNA                       ,2
2011,DISTRICTE 5,SANT PERE                     ,XILE                          ,25
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"PERÚ, EL                      ",6
2011,DISTRICTE 2,TORRE-SANA                    ,ALGÈRIA                       ,2
2012,DISTRICTE 5,CAN ROCA                      ,MÈXIC                         ,2
2015,DISTRICTE 5,SANT PERE                     ,"EQUADOR, L                    ",47
2017,DISTRICTE 3,SEGLE XX                      ,PORTUGAL                      ,8
2011,DISTRICTE 5,PLA DEL BON AIRE              ,LETÒNIA                       ,1
2015,DISTRICTE 1,VALLPARADÍS                   ,"PARAGUAI, EL                  ",14
2016,DISTRICTE 3,SEGLE XX                      ,"REGNE UNIT, EL                ",9
2012,DISTRICTE 3,LES FONTS                     ,"IRAN, L                       ",2
2015,DISTRICTE 4,LA MAURINA                    ,RÚSSIA                        ,4
2016,DISTRICTE 6,SANT PERE NORD                ,ANDORRA                       ,4
2012,DISTRICTE 4,LA COGULLADA                  ,"XINA, LA                      ",8
2015,DISTRICTE 4,LA COGULLADA                  ,SUÈCIA                        ,1
2012,DISTRICTE 4,CA N AURELL                   ,BIELORÚSSIA                   ,1
2017,DISTRICTE 1,CEMENTIRI VELL                ,"PARAGUAI, EL                  ",8
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,BIELORÚSSIA                   ,1
2011,DISTRICTE 3,CAN PARELLADA                 ,NICARAGUA                     ,3
2011,DISTRICTE 1,CENTRE                        ,"PAKISTAN, EL                  ",3
2012,DISTRICTE 4,LA MAURINA                    ,ITÀLIA                        ,11
2011,DISTRICTE 3,CAN JOFRESA                   ,BOLÍVIA                       ,5
2012,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"ARGENTINA, L                  ",21
2012,DISTRICTE 1,CEMENTIRI VELL                ,TAIWAN                        ,1
2014,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"MARROC, EL                    ",195
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,GHANA                         ,5
2017,DISTRICTE 1,CENTRE                        ,"BRASIL, EL                    ",26
2012,DISTRICTE 3,XÚQUER                        ,NIGÈRIA                       ,1
2015,DISTRICTE 5,CAN BOADA DEL PI              ,CUBA                          ,3
2011,DISTRICTE 1,VALLPARADÍS                   ,NIGÈRIA                       ,1
2012,DISTRICTE 4,LA COGULLADA                  ,"REGNE UNIT, EL                ",3
2013,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,GHANA                         ,2
2013,DISTRICTE 4,LA MAURINA                    ,"MARROC, EL                    ",1105
2012,DISTRICTE 3,CAN JOFRESA                   ,HONDURES                      ,1
2017,DISTRICTE 4,LA MAURINA                    ,PORTUGAL                      ,9
2013,DISTRICTE 4,ROC BLANC                     ,"MARROC, EL                    ",92
2013,DISTRICTE 2,TORRE-SANA                    ,GUATEMALA                     ,1
2016,DISTRICTE 5,SANT PERE                     ,"REPÚBLICA DOMINICANA, LA      ",28
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,CUBA                          ,12
2016,DISTRICTE 3,CAN PARELLADA                 ,SUÈCIA                        ,6
2015,DISTRICTE 2,MONTSERRAT                    ,"ARGENTINA, L                  ",4
2017,DISTRICTE 1,CENTRE                        ,NORUEGA                       ,1
2016,DISTRICTE 4,ROC BLANC                     ,"XINA, LA                      ",6
2014,DISTRICTE 3,CAN PALET                     ,BOLÍVIA                       ,59
2017,DISTRICTE 5,CAN BOADA DEL PI              ,"PARAGUAI, EL                  ",7
2017,DISTRICTE 3,GUADALHORCE                   ,"PAKISTAN, EL                  ",7
2016,DISTRICTE 2,CA N ANGLADA                  ,"MARROC, EL                    ",3251
2015,DISTRICTE 5,SANT PERE                     ,EGIPTE                        ,1
2016,DISTRICTE 6,ÈGARA                         ,"GUINEA BISSAU, LA             ",2
2017,DISTRICTE 5,CAN ROCA                      ,"EQUADOR, L                    ",3
2011,DISTRICTE 5,PLA DEL BON AIRE              ,FRANÇA                        ,1
2011,DISTRICTE 5,CAN ROCA                      ,"SENEGAL, EL                   ",1
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,NICARAGUA                     ,1
2015,DISTRICTE 3,CAN PALET                     ,CUBA                          ,17
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,RÚSSIA                        ,11
2014,DISTRICTE 1,CENTRE                        ,SUÏSSA                        ,2
2011,DISTRICTE 3,LES FONTS                     ,ITÀLIA                        ,14
2014,DISTRICTE 3,CAN PARELLADA                 ,CUBA                          ,4
2011,DISTRICTE 4,LA MAURINA                    ,MÈXIC                         ,3
2015,DISTRICTE 1,VALLPARADÍS                   ,ITÀLIA                        ,14
2011,DISTRICTE 1,CEMENTIRI VELL                ,"PAKISTAN, EL                  ",1
2012,DISTRICTE 4,LA MAURINA                    ,"FILIPINES, LES                ",1
2012,DISTRICTE 2,TORRE-SANA                    ,"ESTATS UNITS D AMÈRICA, ELS   ",6
2013,DISTRICTE 5,PLA DEL BON AIRE              ,NIGÈRIA                       ,1
2016,DISTRICTE 4,LA COGULLADA                  ,"SENEGAL, EL                   ",23
2017,DISTRICTE 5,SANT PERE                     ,CUBA                          ,11
2013,DISTRICTE 1,CEMENTIRI VELL                ,"COSTA D IVORI, LA             ",1
2013,DISTRICTE 3,CAN PARELLADA                 ,ÀUSTRIA                       ,1
2017,DISTRICTE 4,ROC BLANC                     ,EGIPTE                        ,1
2012,DISTRICTE 4,LA MAURINA                    ,"REPÚBLICA TXECA, LA           ",2
2016,DISTRICTE 3,CAN JOFRESA                   ,"VIETNAM, EL                   ",1
2015,DISTRICTE 1,VALLPARADÍS                   ,GUATEMALA                     ,1
2015,DISTRICTE 1,VALLPARADÍS                   ,"GUINEA EQUATORIAL, LA         ",1
2015,DISTRICTE 1,CEMENTIRI VELL                ,MÈXIC                         ,9
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ALEMANYA                      ,7
2012,DISTRICTE 1,CEMENTIRI VELL                ,"SENEGAL, EL                   ",45
2012,DISTRICTE 2,MONTSERRAT                    ,"REPÚBLICA DOMINICANA, LA      ",6
2014,DISTRICTE 4,CA N AURELL                   ,COREA DEL SUD                 ,7
2017,DISTRICTE 3,CAN PALET                     ,"PARAGUAI, EL                  ",27
2013,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,XILE                          ,4
2012,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"REGNE UNIT, EL                ",2
2011,DISTRICTE 4,DISSEMINATS                   ,ESPANYA                       ,23
2014,DISTRICTE 3,GUADALHORCE                   ,HONDURES                      ,6
2017,DISTRICTE 3,XÚQUER                        ,COLÒMBIA                      ,2
2013,DISTRICTE 2,CA N ANGLADA                  ,HONDURES                      ,57
2013,DISTRICTE 1,CENTRE                        ,"ESTATS UNITS D AMÈRICA, ELS   ",15
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,RÚSSIA                        ,8
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"ÍNDIA, L                      ",3
2011,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"PAÏSOS BAIXOS, ELS            ",2
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"XINA, LA                      ",16
2014,DISTRICTE 1,CENTRE                        ,TAIWAN                        ,1
2013,DISTRICTE 1,CEMENTIRI VELL                ,"XINA, LA                      ",41
2014,DISTRICTE 6,SANT LLORENÇ                  ,"MARROC, EL                    ",678
2012,DISTRICTE 5,SANT PERE                     ,"GUINEA EQUATORIAL, LA         ",2
2017,DISTRICTE 3,CAN PALET                     ,"GUINEA EQUATORIAL, LA         ",6
2015,DISTRICTE 4,LA MAURINA                    ,SÍRIA                         ,1
2012,DISTRICTE 2,MONTSERRAT                    ,"GUINEA, LA                    ",3
2011,DISTRICTE 6,CAN TUSELL                    ,"URUGUAI, L                    ",7
2012,DISTRICTE 1,CEMENTIRI VELL                ,MALÀISIA                      ,3
2016,DISTRICTE 5,PLA DEL BON AIRE              ,COLÒMBIA                      ,1
2016,DISTRICTE 6,SANT PERE NORD                ,"EQUADOR, L                    ",87
2012,DISTRICTE 4,LA COGULLADA                  ,RÚSSIA                        ,19
2015,DISTRICTE 2,TORRE-SANA                    ,ALTRES PAÏSOS D ÀSIA          ,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,"IRAQ, L                       ",1
2015,DISTRICTE 5,PLA DEL BON AIRE              ,ROMANIA                       ,8
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,NICARAGUA                     ,3
2012,DISTRICTE 6,SANT PERE NORD                ,"REPÚBLICA TXECA, LA           ",1
2012,DISTRICTE 6,FONT DE L ESPARDENYERA        ,"MARROC, EL                    ",1
2013,DISTRICTE 2,MONTSERRAT                    ,CUBA                          ,1
2012,DISTRICTE 5,DISSEMINATS                   ,"BRASIL, EL                    ",1
2015,DISTRICTE 4,LA COGULLADA                  ,BOLÍVIA                       ,12
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,3133
2012,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ROMANIA                       ,4
2013,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ITÀLIA                        ,27
2015,DISTRICTE 6,SANT PERE NORD                ,HONDURES                      ,13
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,BIELORÚSSIA                   ,1
2016,DISTRICTE 4,ROC BLANC                     ,RÚSSIA                        ,2
2013,DISTRICTE 3,CAN PALET                     ,BÒSNIA I HERCEGOVINA          ,2
2012,DISTRICTE 5,SANT PERE                     ,ITÀLIA                        ,35
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"URUGUAI, L                    ",12
2017,DISTRICTE 3,CAN JOFRESA                   ,"ESTATS UNITS D AMÈRICA, ELS   ",2
2014,DISTRICTE 6,ÈGARA                         ,NIGÈRIA                       ,5
2014,DISTRICTE 2,DISSEMINATS                   ,"PARAGUAI, EL                  ",1
2012,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"EQUADOR, L                    ",74
2012,DISTRICTE 1,CENTRE                        ,BULGÀRIA                      ,8
2015,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,3528
2012,DISTRICTE 2,TORRE-SANA                    ,GEÒRGIA                       ,1
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,GEÒRGIA                       ,1
2016,DISTRICTE 5,DISSEMINATS                   ,ROMANIA                       ,1
2012,DISTRICTE 3,CAN PARELLADA                 ,"IRAN, L                       ",1
2011,DISTRICTE 5,CAN GONTERES                  ,FRANÇA                        ,1
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,ITÀLIA                        ,32
2017,DISTRICTE 5,CAN ROCA                      ,ITÀLIA                        ,14
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"MARROC, EL                    ",398
2014,DISTRICTE 3,CAN PARELLADA                 ,"ARGENTINA, L                  ",10
2013,DISTRICTE 6,SANT PERE NORD                ,"BRASIL, EL                    ",30
2011,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,3570
2015,DISTRICTE 3,LES FONTS                     ,BOLÍVIA                       ,2
2011,DISTRICTE 3,SEGLE XX                      ,BÈLGICA                       ,1
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"XINA, LA                      ",15
2016,DISTRICTE 3,LES FONTS                     ,"SENEGAL, EL                   ",13
2013,DISTRICTE 4,LA COGULLADA                  ,HONGRIA                       ,1
2015,DISTRICTE 6,SANT PERE NORD                ,SUÏSSA                        ,2
2013,DISTRICTE 6,ÈGARA                         ,"XINA, LA                      ",27
2012,DISTRICTE 6,ÈGARA                         ,BULGÀRIA                      ,4
2014,DISTRICTE 1,CEMENTIRI VELL                ,VENEÇUELA                     ,17
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,RÚSSIA                        ,15
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"BRASIL, EL                    ",6
2011,DISTRICTE 5,CAN ROCA                      ,ALGÈRIA                       ,2
2011,DISTRICTE 2,MONTSERRAT                    ,COLÒMBIA                      ,8
2017,DISTRICTE 6,SANT PERE NORD                ,"GUINEA BISSAU, LA             ",1
2011,DISTRICTE 3,CAN PALET II                  ,"PARAGUAI, EL                  ",8
2012,DISTRICTE 1,CENTRE                        ,UCRAÏNA                       ,8
2014,DISTRICTE 1,CEMENTIRI VELL                ,TURQUIA                       ,1
2015,DISTRICTE 4,ROC BLANC                     ,COLÒMBIA                      ,5
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,SUÏSSA                        ,1
2013,DISTRICTE 3,CAN PARELLADA                 ,ITÀLIA                        ,8
2011,DISTRICTE 2,MONTSERRAT                    ,FRANÇA                        ,1
2014,DISTRICTE 2,TORRE-SANA                    ,"REGNE UNIT, EL                ",2
2017,DISTRICTE 1,CEMENTIRI VELL                ,"LÍBAN, EL                     ",2
2017,DISTRICTE 1,CEMENTIRI VELL                ,CUBA                          ,7
2015,DISTRICTE 3,CAN PARELLADA                 ,LETÒNIA                       ,1
2017,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,GEÒRGIA                       ,1
2016,DISTRICTE 3,CAN JOFRESA                   ,"PARAGUAI, EL                  ",3
2013,DISTRICTE 6,SANT PERE NORD                ,VENEÇUELA                     ,10
2016,DISTRICTE 1,CENTRE                        ,UCRAÏNA                       ,16
2014,DISTRICTE 1,CENTRE                        ,"BRASIL, EL                    ",21
2017,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESLOVÈNIA                     ,1
2016,DISTRICTE 3,GUADALHORCE                   ,"PAKISTAN, EL                  ",3
2015,DISTRICTE 2,TORRE-SANA                    ,"REPÚBLICA DOMINICANA, LA      ",9
2013,DISTRICTE 3,SEGLE XX                      ,"EQUADOR, L                    ",29
2015,DISTRICTE 5,SANT PERE                     ,MÈXIC                         ,11
2011,DISTRICTE 4,ROC BLANC                     ,BURKINA FASO                  ,2
2011,DISTRICTE 3,LES FONTS                     ,"EQUADOR, L                    ",8
2014,DISTRICTE 4,LA COGULLADA                  ,POLÒNIA                       ,7
2017,DISTRICTE 6,SANT PERE NORD                ,TAILÀNDIA                     ,1
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,IRLANDA                       ,2
2012,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"IRAQ, L                       ",3
2014,DISTRICTE 4,ROC BLANC                     ,"PAÏSOS BAIXOS, ELS            ",1
2011,DISTRICTE 4,LA COGULLADA                  ,ITÀLIA                        ,27
2014,DISTRICTE 5,SANT PERE                     ,"VIETNAM, EL                   ",1
2014,DISTRICTE 3,CAN PALET                     ,"REPÚBLICA TXECA, LA           ",2
2017,DISTRICTE 6,SANT PERE NORD                ,POLÒNIA                       ,26
2014,DISTRICTE 4,LA MAURINA                    ,JORDÀNIA                      ,3
2014,DISTRICTE 4,CA N AURELL                   ,DINAMARCA                     ,1
2015,DISTRICTE 2,DISSEMINATS                   ,ESPANYA                       ,99
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,XILE                          ,15
2015,DISTRICTE 5,CAN BOADA DEL PI              ,EL SALVADOR                   ,1
2014,DISTRICTE 3,SEGLE XX                      ,CROÀCIA                       ,2
2014,DISTRICTE 6,ÈGARA                         ,"URUGUAI, L                    ",10
2013,DISTRICTE 5,DISSEMINATS                   ,ESPANYA                       ,138
2011,DISTRICTE 3,SEGLE XX                      ,"BRASIL, EL                    ",31
2012,DISTRICTE 4,CA N AURELL                   ,COSTA RICA                    ,1
2016,DISTRICTE 5,CAN ROCA                      ,RÚSSIA                        ,5
2014,DISTRICTE 3,CAN JOFRESA                   ,CUBA                          ,10
2017,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,GEÒRGIA                       ,2
2017,DISTRICTE 3,SEGLE XX                      ,SUÈCIA                        ,1
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ALEMANYA                      ,11
