EXERCICI_COMPTAB,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2017,17 31101   39190,MULTES I SANCIONS PROTECCIÓ DE,85000,179320.58
2017,17 31101   45060,"TRANSFERÈNCIES GENERALITAT, PR",0,
2017,17 31101   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",97500,97499.22
2017,17 31102   31903,LABORATORI MUNICIPAL,3000,4559.05
2017,17 31103   36006,"PRESTACIÓ SERVEIS, VACUNACIÓ P",0,
2017,17 31103   42090,"ALTRES APORTACIONS DE L ESTAT,",,4866.04
2017,17 31103   45002,"TRANSFERÈNCIES GENERALITAT, PR",30165,14328.54
2017,17 31103   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",63020,63020.24
2017,17 31104   31904,TAXA SERVEIS CAADC,31000,27082.79
2017,17 31104   46200,"TRANSF. ALTRES ENS LOCALS, AJU",35000,70379.1
2017,17 32001   55012,CÀNON MENJADORS - S.CENTRALS E,175000,
2017,17 32002   46100,"TRANSFERÈNCIES DIPUTACIÓ, SUPO",45965,45965
2017,17 32002   48000,TRANSFER. INST. S/F LUCRE-SUPO,,2350
2017,17 32003   45030,TRANSF. GENERALITAT-PROM. I IN,26100,
2017,17 32003   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",4840,
2017,17 32003   48000,TRANSFER. INST. S/F LUCRE-PROM,2300,1700
2017,17 32301   31223,TAXA-ENSENYAMENT ESCOLES BRESS,910000,530841.06
2017,17 32301   31224,TAXA-MEJADORS ESCOLES BRESSOL,445000,257015.28
2017,17 32301   45035,TRANSF. GENERALITAT-ESCOLES BR,0,
2017,17 32301   46100,"TRANSFERÈNCIES DIPUTACIÓ, ESC.",629747,961855.72
2017,17 32302   42001,ALTRES TRANSFERÈNCIES-EDUCACIÓ,103430,75488
2017,17 32302   45033,TRANSF. GENERALITAT-ED. ESPECI,1332250,1140094.21
2017,17 32302   45034,TRANSF. GENERALITAT-ED. ESPECI,833623,664930.37
2017,17 32302   46500,TRANSF.CONSELL COMARCAL-EDUCAC,122100,13702
2017,17 32302   54100,LLOGUERS FINQUES URBANES-FINCA,19453,12837
2017,17 32303   55011,CONCESSIONS ADMINISTRATIVES CE,2500,3814.93
2017,17 32402   31217,TAXA-ENSENYAMENT ART,150000,121836.62
2017,17 32402   31221,TAXA-ENSENYAMENT,0,
2017,17 32402   31222,TAXA-ENSENYAMENT,0,
2017,17 32402   45036,TRANSF. GENERALITAT-ESCOLA ART,155869,
2017,17 32403   31221,TAXA-ENSENYAMENT LLAR,100000,67514.29
2017,17 32403   45037,TRANSF. GENERALITAT-ESCOLA LA ,24065,-16199.3
2017,17 32403   46100,"TRANSFERÈNCIES DIPUTACIÓ, ESCO",69576,69576
2017,17 32404   31222,TAXA-ENSENYAMENT MUSICA,840000,573183.34
2017,17 32404   31225,TAXA-ENSENYAMENT MUSICA PARA-A,,9340
2017,17 32404   45031,TRANSF. GENERALITAT-ESCOLA MÚS,89847,
2017,17 32404   45032,TRANSF. GENERALITAT-CONSERVATO,389032,391632
2017,17 32501   46500,TRANSF.CONSELL COMARCAL-SUPORT,1229031.3,664324.8
2017,17 32704   32500,"TAXES EXPEDICIÓ DOCUMENTS, CIU",12000,10137.38
2017,17 32704   45002,"TRANSFERÈNCIES GENERALITAT, CI",113519,107843.05
2017,17 32704   46100,"TRANSFERÈNCIES DIPUTACIÓ, CIUT",26900,26899.88
2017,17 32704   48000,TRANSFER. INST. S/F LUCRE-CIUT,,1753.6
2017,17 32707   45002,"TRANSFERÈNCIES GENERALITAT, CA",2880,
2017,17 32707   46100,"TRANSF. DIPUTACIÓ, OFICINA CAP",22612.7,
2017,17 33211   31901,"ACTIVITATS CULTURALS, BIBLIOTE",1400,787.1
2017,17 33211   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",250,304.69
2017,17 33211   45060,"TRANSF. GENERALITAT, BIBLIOTEQ",36000,28800
2017,17 33211   46100,"TRANSFERÈNCIES DIPUTACIÓ, BIBL",468094,455101.57
2017,17 33222   45060,"TRANSFERÈNCIES GENERALITAT, AR",35000,
2017,17 33222   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARXI",5200,5200
2017,17 33301   31901,"ACTIVITATS CULTURALS, MUSEUS",25000,19084
2017,17 33301   34901,PREUS PÚB.PUBLIC.EDICIONS I RE,1500,713.93
2017,17 33301   45060,"TRANSFERÈNCIES GENERALITAT, MU",4021,
2017,17 33301   46100,"TRANSFERÈNCIES DIPUTACIÓ, MUSE",5300,5300
2017,17 33401   45060,"TRANSFERÈNCIES GENERALITAT, DI",191148,82870.36
2017,17 33403   32903,UTILITZACIÓ EQUIPS JUVENILS EM,5000,5080
2017,17 33403   42090,"ALTRES APORTACIONS DE L ESTAT,",,2706.4
2017,17 33403   45002,"TRANF.GENERALITAT, EMANCIPACIÓ",20000,51200
2017,17 33403   55008,CONCESSIONS ADMINISTRATIVES BA,4950,
2017,17 33404   45002,"TRANF.GENERALITAT, DINAMITZACI",43000,
2017,17 33404   46100,"TRANSFERÈNCIES DIPUTACIÓ, DINA",29995,29994.68
2017,17 33404   48000,TRANSFER. INST. S/F LUCRE-DINA,,1842.4
2017,17 33405   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",3500,3592.05
2017,17 33405   34400,PREUS PÚBLICS ENTRADES ESPECTA,1000,454
2017,17 33405   46100,"TRANSFERÈNCIES DIPUTACIÓ, MÚSI",15000,15000
2017,17 33406   46100,"TRANSFERÈNCIES DIPUTACIÓ, CULT",12500,12500
2017,17 33407   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",10000,8900
2017,17 33407   34400,PREUS PÚBLICS ENTRADES ESPECTA,80000,38677.57
2017,17 33407   42190,"TRANSF. ORG. AUTONOMS ESTAT, A",18000,4177.56
2017,17 33407   45060,"TRANSFERÈNCIES GENERALITAT, AR",430864,
2017,17 33407   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARTS",73525,65883.5
2017,17 33407   47000,"TRANSF. EMPRESES PRIVADES, ART",5000,3895
2017,17 33408   45060,"TRANSFERÈNCIES GENERALITAT, AR",41623,24000
2017,17 33408   45100,TRANSF. OOAA I AGÈNCIES COMUNI,,8324.6
2017,17 33408   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARTS",12500,12500
2017,17 33409   34900,PREUS PÚBLICS ACTIVITATS GENT ,24000,13592.84
2017,17 33409   55008,CONCESSIONS ADMINISTRATIVES BA,3600,
2017,17 33701   32500,"TAXES EXPEDICIÓ DOCUMENTS, BAU",,664.07
2017,17 33801   46100,"TRANSFERÈNCIES DIPUTACIÓ, CULT",,13213.5
2017,17 33801   47000,"TRANSF. EMPRESES PRIVADES, CUL",37000,31000
2017,17 34101   39900,INGRESSOS CONSUMS CLUB NATACIÓ,310301.63,359934.63
2017,17 34101   45100,TRANSF. OOAA I AGÈNCIES COMUNI,0,
2017,17 34101   46100,"TRANSFERÈNCIES DIPUTACIÓ, ACTI",17084,15084
2017,17 34101   47000,"TRANSF. EMPRESES PRIVADES, ACT",22250,15000
2017,17 34201   31300,"INSTAL.LACIONS ESPORTIVES, EQU",160000,131351.74
2017,17 34201   55008,CONCESSIONS ADMINISTRATIVES BA,40700,34851.26
2017,17 34202   76100,TRANSF. CAPITAL DIPUTACIÓ-EQUI,,9000
2017,17 34203   31300,"INSTAL.LACIONS ESPORTIVES, GES",235000,221647.03
2017,17 43111   32910,FIRES D ARTESANIA,18000,16519.82
2017,17 43111   39900,"ALTRES INGRESSOS, FIRES",,1761.19
2017,17 43111   46100,"TRANSFERÈNCIES DIPUTACIÓ, FIRE",8000,8000
2017,17 43121   32906,"MERCATS MUNICIPALS, MERCAT IND",361000,271931.27
2017,17 43122   32906,"MERCATS MUNICIPALS, MERCAT SAN",134670,103484.97
2017,17 43131   32907,"MERCAT SETMANAL, MERCAT MARTÍ ",245990,238908.02
2017,17 43201   32911,"TAXA TURÍSTICA, PROMOCIÓ TURÍS",24000,20449.67
2017,17 43201   34903,PREU PÚBLIC UTILITZACIÓ SALA A,400,59.56
2017,17 43201   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",0,3000
2017,17 43201   46700,"TRANFERÈNCIES CONSORCIS, PROMO",,3000
2017,17 43202   32900,RUTES TURÍSTIQUES,7161,5615.11
2017,17 43301   45050,"TRANSFERÈNCIES GENERALITAT, PR",160278.95,120000
2017,17 43301   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",87225,37500
2017,17 43302   32908,LLICÈNCIES D ACTIVITATS,465000,306463.49
2017,17 43302   39190,"ALTRES MULTES I SANCIONS, LEGA",,22251
2017,17 43303   46100,"TRANSF. DIPUTACIÓ, EMPRENEDORI",,1458
2017,17 43304   46100,"TRANSF. DIPUTACIÓ, OFICINA ATE",,10990
2017,17 43901   46100,"TRANSFERÈNCIES DIPUTACIÓ, RELA",11500,8022
2017,17 43902   46200,"TRANSF. ALTRES ENS LOCALS, XAR",8064.57,7740.68
2017,17 43903   32902,ACTIVITATS I UTILITZACIÓ PROMO,10000,3439.59
2017,17 43903   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",21500,20500
2017,17 43903   54100,LLOGUER FINQUES URBANES PROMOC,0,
2017,17 44111   32905,LLICÈNCIES AUTO-TAXI I VEHICLE,3000,11617.97
2017,17 44111   42090,"ALTRES APORTACIONS DE L ESTAT,",730000,
2017,17 44111   46100,"TRANSFERENCIES DIPUTACIO, TRAN",4000,8822.5
2017,17 44111   46400,TRANSFERÈNCIES ALTRES ENS LOCA,1253253,626626.57
2017,17 44111   55005,CONCESSIONS APARCAMENT PORTAL ,8350,8910.48
2017,17 44111   55007,CONCESSIONS APARCAMENT PLAÇA D,20000,21080.53
2017,17 44111   55009,CONCESSIONS APARCAMENT PLAÇA V,8000,8097.1
2017,17 44111   55900,ALTRES CONCESSIONS TRANSPORTS,48400,49092.54
2017,17 46200   49700,ALTRES TRANSF. UNIÓ EUROPEA-SM,30280.25,
2017,17 49204   45060,TRANSFERÈNCIES GENERALITAT-INN,27045.55,21636.44
2017,17 49204   46100,"TRANSFERÈNCIES DIPUTACIÓ, INNO",143743.24,90000
2017,17 49204   46500,TRANSF.CONSELL COMARCAL-INNOVA,,9500
2017,17 49206   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROJ",7000,3360
2017,17 49301   42190,SUBVENCIONS ALTRES OOAA CONSUM,16000,
2017,17 49301   46100,"TRANSFERÈNCIES DIPUTACIÓ, CONS",33473,33473
2017,17 91203   46100,TRANSFERÈNCIES DIPUTACIÓ SOLID,27000,27000
2017,17 92003   44100,TRANSF.EMPRESES DE L ENTITAT L,1160000,1011257.68
2017,17 92008   32501,"TAXA PROCESSOS SELECTIUS, GEST",6000,19279.63
2017,17 92010   45002,TRANSFERÈNCIES CONV.S.SOCIALS ,80698,
2017,17 92312   42090,ALTRES TRANSFERÈNCIES  ESTAT D,90000,0
2017,17 92312   42190,"TRANSF. ORG. AUTONOMS ESTAT, P",,2192.36
2017,17 92402   45002,TRANSFERÈNCIES GENERALITAT QUA,3000,
2017,17 92402   46100,TRANSFERÈNCIES DIPUTACIÓ QUALI,5174,5173.99
2017,17 92403   45060,ALTRES TRASF CORRENTS-DIN.TERR,40000,
2017,17 92404   32902,ACTIVITATS I UTILITZACIÓ EQUIP,5500,7570.21
2017,17 92502   39900,"ALTRES INGRESSOS DIVERSOS, AT.",,12811.03
2017,17 92999   10000,IMPOST SOBRE LA RENDA PERSONES,3871200,2992123.18
2017,17 92999   11200,IMPOST SOBRE BENS IMMOBLES NAT,10000,37920.59
2017,17 92999   11300,IMPOST SOBRE BENS IMMOBLES NAT,51229910,52400635.34
2017,17 92999   11400,IMPOST SOBRE BENS IMMOBLES CAR,131090,131086.03
2017,17 92999   11500,IMPOST SOBRE VEHICLES DE TRACC,10850475,11340369.1
2017,17 92999   11600,IMPOST INCREMENT VALOR TERRENY,7494500,7453678.21
2017,17 92999   13000,IMPOST SOBRE ACTIVITATS ECONOM,6659500,7061128.67
2017,17 92999   21000,IMPOST SOBRE EL VALOR AFEGIT,3788900,3245956.11
2017,17 92999   22000,IMPOST SOBRE ALCOHOL I BEGUDES,52200,34958.18
2017,17 92999   22001,IMPOST SOBRE LA CERVESA,1090,13493.75
2017,17 92999   22003,IMPOST SOBRE LES LABORS DEL TA,18210,327021.56
2017,17 92999   22004,IMPOST SOBRE HIDROCARBURS,425400,542227.5
2017,17 92999   22006,IMPOST SOBRE PRODUCTES INTERME,631600,1206.83
2017,17 92999   29000,"IMPOST SOBRE CONSTRUCCIONS, IN",1845500,2010595.22
2017,17 92999   30300,SERVEI TRACTAMENT DE RESIDUS,11467000,11970904.14
2017,17 92999   32300,"TAXES PLAQUES, PATENTS I DISTI",2300,2876.31
2017,17 92999   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,,6130.86
2017,17 92999   32901,TAXES SERVEIS GENERALS,,861.65
2017,17 92999   32904,ANUNCIS A CÀRREC PARTICULARS,,14121.38
2017,17 92999   33100,TAXES PER ENTRADA VEHICLES-GUA,2684100,2806830.03
2017,17 92999   33200,PARTICIPACIO INGRESSOS COMPANY,2785000,2206864.62
2017,17 92999   33700,"TRIBUNES, TENDALS, VOLADISSOS",,995.67
2017,17 92999   33901,AUTORITZACIONS OCUPACIÓ VIA PÚ,,5699.33
2017,17 92999   38901,PAGAMENTS INDEGUTS EXERCICIS A,,5789.59
2017,17 92999   39110,MULTES PER INFRACCIONS TRIBUTÀ,50000,15131.78
2017,17 92999   39120,MULTES PER INFRACCIONS ORDENAN,3605000,4179497.65
2017,17 92999   39200,RECÀRRECS DE PRÒRROGA I APREMI,1380000,994487.61
2017,17 92999   39300,INTERESSOS DE DEMORA,465000,387903.91
2017,17 92999   39610,QUOTES D URBANITZACIÓ,30000,20454.55
2017,17 92999   39800,INDEMNITZACIONS,80000,78114.03
2017,17 92999   39904,DESPESES D EXPEDIENTS,50000,48326.3
2017,17 92999   39905,DESPESES JUDICIALS,,300
2017,17 92999   39909,ALTRES INGRESSOS,13000,1482.33
2017,17 92999   42010,FONS COMPLEMENTARI DE FINANÇAM,39962400,30804929.85
2017,17 92999   44101,TRANSF.EMPRESES ENTITAT LOCAL ,0,
2017,17 92999   45000,FONS DE COOPERACIÓ LOCAL DE CA,745000,
2017,17 92999   45060,TRANSFERENCIES GENERALITAT-GEN,,446647.66
2017,17 92999   45080,SUBVENCIO GENERALITAT PUOSC OR,68000,
2017,17 92999   46100,TRANSFERÈNCIES DIPUTACIÓ,596521.74,261280.18
2017,17 92999   51400,INTERESSOS PÒLISSES CONCEDIDES,1000,
2017,17 92999   51401,INTERESSOS PRÉSTECS CONCEDITS ,62800,19358.81
2017,17 92999   52000,INTERESSOS DE DIPÒSITS,40389,7590.89
2017,17 92999   55900,ALTRES CONCESSIONS,,284248.81
2017,17 92999   82120,REINTEGRE PRESTECS LL/TERMINI ,329710,164855.08
2017,17 92999   83000,REINTEGRE PRESTECS PERSONAL,196000,29700
2017,17 92999   87000,ROM. TRESORERIA PER A DESPESES,11853403.87,
2017,17 92999   87010,ROM. TRESORERIA PER A DESPESES,5808077.73,
2017,17 92999   91100,PRESTECS A LLARG TERMINI DEL S,175000,
2017,17 92999   91300,PRESTECS A LLARG TERMINI FORA ,7795000,
2017,17 93303   54100,LLOGUER FINQUES URBANES,1500,1185.48
