DATA_REFERENCIA,PAIS_PROCE_DESTI,COMARCA_PROCE_DESTI,PROVINCIA_PROCE_DESTI,TIPUS_MOVIMENT,POBLACIO
2012,"PAÏSOS BAIXOS, ELS            ","PAÏSOS BAIXOS, ELS            ","PAÏSOS BAIXOS, ELS            ",BAIXA PER EMIGRACIÓ           ,25
2012,ESPANYA                       ,,LAS PALMAS                    ,BAIXA PER EMIGRACIÓ           ,3
2012,"PAKISTAN, EL                  ","PAKISTAN, EL                  ","PAKISTAN, EL                  ",BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,9
2012,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,11
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,,PALENCIA                      ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,17
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,,NAVARRA                       ,BAIXA PER EMIGRACIÓ           ,10
2012,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,3
2012,"PARAGUAI, EL                  ","PARAGUAI, EL                  ","PARAGUAI, EL                  ",BAIXA PER EMIGRACIÓ           ,22
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,17
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,ASTURIAS                      ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,,CASTELLÓN/CASTELLÓ            ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,SALAMANCA                     ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,ZAMORA                        ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,Tarragonès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,NAVARRA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,"PERÚ, EL                      ","PERÚ, EL                      ","PERÚ, EL                      ",BAIXA PER EMIGRACIÓ           ,25
2012,ESPANYA                       ,,OURENSE                       ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ÁVILA                         ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,12
2012,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,12
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Ripollès,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,CÁCERES                       ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2012,POLÒNIA                       ,POLÒNIA                       ,POLÒNIA                       ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,LEÓN                          ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,,PONTEVEDRA                    ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Noguera,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,A CORUÑA                      ,BAIXA PER EMIGRACIÓ           ,1
2012,PORTUGAL                      ,PORTUGAL                      ,PORTUGAL                      ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,,VIZCAYA                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,JAÉN                          ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,CÁCERES                       ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Osona,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ASTURIAS                      ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,,CIUDAD REAL                   ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,Cerdanya,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Berguedà,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2012,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Ripollès,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,PONTEVEDRA                    ,BAIXA PER EMIGRACIÓ           ,2
2012,"REGNE UNIT, EL                ","REGNE UNIT, EL                ","REGNE UNIT, EL                ",BAIXA PER EMIGRACIÓ           ,15
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,35
2012,"REPÚBLICA DOMINICANA, LA      ","REPÚBLICA DOMINICANA, LA      ","REPÚBLICA DOMINICANA, LA      ",BAIXA PER EMIGRACIÓ           ,19
2012,"REPÚBLICA TXECA, LA           ","REPÚBLICA TXECA, LA           ","REPÚBLICA TXECA, LA           ",BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Camp,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,23
2012,ESPANYA                       ,Segarra,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,50
2012,ESPANYA                       ,Cerdanya,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,HUELVA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Tarragonès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,25
2012,ESPANYA                       ,Osona,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,5
2012,ROMANIA                       ,ROMANIA                       ,ROMANIA                       ,BAIXA PER EMIGRACIÓ           ,26
2012,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,13
2012,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,340
2012,RÚSSIA                        ,RÚSSIA                        ,RÚSSIA                        ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,530
2012,ESPANYA                       ,Berguedà,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,SALAMANCA                     ,BAIXA PER EMIGRACIÓ           ,11
2012,ESPANYA                       ,,PONTEVEDRA                    ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Tarragonès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,8
2012,ESPANYA                       ,Gironès,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,,LAS PALMAS                    ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,BAIXA PER EMIGRACIÓ           ,9
2012,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Barcelonès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,22
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,10
2012,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,33
2012,ESPANYA                       ,Osona,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,Montsià,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,8
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,6
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,98
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,7
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,15
2012,ESPANYA                       ,Garrotxa,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2012,ESPANYA                       ,Segarra,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Osona,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Montsià,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Ripollès,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,9
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,15
2012,ESPANYA                       ,Garrotxa,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Gironès,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,8
2012,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,11
2012,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,5
2012,ESPANYA                       ,Osona,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,3
2012,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,4
2012,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2012,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2012,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,4
