NOM,ADRECA,CODI_POSTAL,DISTRICTE,TELEFON,ADR_WEB,EMAIL,DESCRIPCIO_AMBIT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,TERRITORI,LOCALITZACIO
DEFENSA USUARIOS BANCOS (AICEC-ADICAE)  ,"RV DE MONTSERRAT, 22 , EN-A         ",08221,1,,www.aicec.adicae.net                                                            ,aicec@adicae.net                                                                ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",417528.8750,4601947.5000,417434.8909,4601743.2815,2.0097994,41.5631031,LOCAL                                   ,"(41.56310313620609, 2.0097994135914274)"
ASSOCIACIO CULTURAL EL VAPOR            ,"CA DE LA VILA NOVA, 25 ",08221,1,,,lateixidoraterrassa@gmail.com                                                   ,CULTURALS                               ,417529.6563,4601906.2500,417435.6719,4601702.0315,2.0098145,41.5627317,LOCAL                                   ,"(41.56273171842219, 2.0098144505220326)"
A. CULTURAL CLUB DE LA LUNA LLENA       ,"CA DE SANTA LLÚCIA, 157 , 1            ",08222,2,,clublunallena.blogspot.com                                                      ,clublunallena@gmail.com                                                         ,CULTURALS                               ,419338.7362,4601897.4525,419244.7545,4601693.2202,2.0315088,41.5628371,LOCAL                                   ,"(41.56283714055637, 2.031508763302732)"
AS. CASAL D AMISTAT CATALA-EQUATORIA TER,"CA DE SANTA LLÚCIA, 157 , BA           ",08222,2,670396956,,ecuatorianostrs@gmail.com                                                       ,CULTURALS                               ,419338.7362,4601897.4525,419244.7545,4601693.2202,2.0315088,41.5628371,LOCAL                                   ,"(41.56283714055637, 2.031508763302732)"
REVERENDAS CARMELITAS DESCALZAS MONAST  ,"DS TORRE MOSSÈN HOMS, 5 ",08227,6,937838902,www.carmelterrassa.cat                                                          ,carmelitesterrassa@gmail.com                                                    ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",420281.1558,4603853.2169,420187.1904,4603648.9805,2.0425497,41.5805455,LOCAL                                   ,"(41.5805455147665, 2.0425497225292433)"
GAIN GLOBAL AID NETWORK                 ,"AV DE JAUME I, 1 , BA           ",08226,5,931181118,www.gain.org.es                                                                 ,info@gain.org.es                                                                ,SALUT I SÒCIO-ASSISTENCIALS             ,418857.2397,4602613.3816,418763.2627,4602409.1541,2.0256382,41.5692361,LOCAL                                   ,"(41.56923609444201, 2.0256381972528437)"
A. CULT. DOMINICANOS TERRASSA           ,"PS DEL VINT-I-DOS DE JULIOL, 770 , 2-5          ",08222,2,698230320,,cuton_2011@hotmail.com                                                          ,CULTURALS                               ,419042.8125,4602516.5000,418948.8351,4602312.2709,2.0278767,41.5683824,LOCAL                                   ,"(41.56838239873776, 2.0278767438575045)"
ASSOC. NENS SENEGAL. NENS  LLAUNA       ,"PS DEL VINT-I-DOS DE JULIOL, 770 , BA-7         ",08222,2,603860762,,amigossenegal@outlook.com                                                       ,"SOLIDARITAT, PAU I DRETS HUMANS         ",419042.8125,4602516.5000,418948.8351,4602312.2709,2.0278767,41.5683824,LOCAL                                   ,"(41.56838239873776, 2.0278767438575045)"
AGRUPACIO DE PESSEBRISTES DE TERRASSA   ,"PL VELLA, 12 ",08221,1,937836935,,,CULTURALS                               ,417677.4165,4601829.8575,417583.4317,4601625.6377,2.0115968,41.5620590,LOCAL                                   ,"(41.562058960807576, 2.0115967505004897)"
CLUB DE ROL SIMUL. I ESTRAT. STAS TARAT ,"CA DE SANT CRISPÍ, 182 , BA           ",08222,2,654785365,www.facebook.com/stas-tarat                                                     ,stastarat@gmail.com                                                             ,OCI I TEMPS LLIURE                      ,419330.2829,4602153.2545,419236.3031,4601949.0227,2.0313730,41.5651401,DISTRICTE 2                             ,"(41.56514006016801, 2.031373012738887)"
COLLECTIU KAOS EN LA RED                ,"CA DE SANT CRISPÍ, 182 ",08222,2,607360661,,kaosenlared@gmail.com                                                           ,COMUNICACIÓ                             ,419330.2829,4602153.2545,419236.3031,4601949.0227,2.0313730,41.5651401,LOCAL                                   ,"(41.56514006016801, 2.031373012738887)"
C.D. TERRASSA HOCKEY                    ,"CR DE TALAMANCA,Km. 3 ",08225,5,937870502,www.cdterrassa.cat                                                              ,cdterrassa@cdterrassa.cat                                                       ,ESPORTIVES                              ,418430.0170,4605617.9258,418336.0621,4605413.7062,2.0201060,41.5962516,LOCAL                                   ,"(41.59625157362251, 2.0201059960080374)"
APA CP PAU VILA                         ,"AV DE CAN JOFRESA, 20 ",08223,3,937857586,www.escolapauvila.com                                                           ,ampaceippauvila@gmail.com                                                       ,EDUCATIVES I FORMATIVES                 ,418566.5283,4600339.0491,418472.5336,4600134.8203,2.0224604,41.5487237,DISTRICTE 3                             ,"(41.54872373582677, 2.022460384007458)"
ASSOCIACIO TORNEIG HOCKEY SOLIDARI      ,"CA DE LA M.D. DELS ÀNGELS, 95 , BA-2         ",08221,1,620206565,www.torneighockeysolidari.org                                                   ,torneigsolidari@gmail.com                                                       ,ESPORTIVES                              ,417416.4393,4602459.5921,417322.4589,4602255.3753,2.0083807,41.5677034,LOCAL                                   ,"(41.56770343343923, 2.0083806960579147)"
AMPA ESCOLA BRESSOL MUNICIPAL VALLPARADI,"CA DE LA RASA, 24 ",08221,1,937363470,ampaebmvallparadis.blogspot.com.es                                              ,vallparadis.escola@terrassa.cat                                                 ,EDUCATIVES I FORMATIVES                 ,417683.1986,4602121.4508,417589.2161,4601917.2314,2.0116261,41.5646857,DISTRICTE 1                             ,"(41.56468565340679, 2.011626089943924)"
FUND. PRIV. RAMON MARTI CONTRA CEGUERA  ,"CA DE SANT PERE, 46 , BA-LO        ",08221,1,932540564,www.fundacioramonmartibonet.org                                                 ,asanchez@fundacioramonmartibonet.org                                            ,SALUT I SÒCIO-ASSISTENCIALS             ,417726.7188,4602095.4375,417632.7361,4601891.2178,2.0121515,41.5644559,LOCAL                                   ,"(41.56445585904961, 2.0121515314346397)"
DRIADE GRUP VOCAL                       ,"RM DE SANT NEBRIDI, 2 , 8-1          ",08222,1,937830729,coraldriade.blogspot.com                                                        ,cordriade@gmail.com                                                             ,CULTURALS                               ,418443.8672,4601968.9016,418349.8847,4601764.6762,2.0207684,41.5633898,LOCAL                                   ,"(41.563389787071436, 2.0207684435452635)"
ORQUESTRA DE CAMBRA  TERRASSA 48        ,"RM DE SANT NEBRIDI, 2 , 8-1          ",08222,1,667499142,www.terrassa48.com                                                              ,mail@terrassa48.com                                                             ,CULTURALS                               ,418443.8672,4601968.9016,418349.8847,4601764.6762,2.0207684,41.5633898,LOCAL                                   ,"(41.563389787071436, 2.0207684435452635)"
PARTIT SOCIALISTA UNIFICAT DE CATALUNYA ,"CA DE VALENTÍ ALMIRALL, 3 , 3-1          ",08224,4,937317063,psucterrassa.blogspot.com                                                       ,terrassa@psuc.org                                                               ,POLÍTIQUES I SINDICALS                  ,415911.7361,4601320.8406,415817.7447,4601116.6334,1.9904957,41.5572909,LOCAL                                   ,"(41.55729092920647, 1.9904957431591743)"
EDUCACION SIN FRONTERAS-ESPAÑA (DELG)   ,"CA DE VALENTÍ ALMIRALL, 3 , 3-1          ",08224,4,934127217,www.educacionsinfronteras.org                                                   ,informacion@educacionsinfronteras.org                                           ,"SOLIDARITAT, PAU I DRETS HUMANS         ",415911.7361,4601320.8406,415817.7447,4601116.6334,1.9904957,41.5572909,LOCAL                                   ,"(41.55729092920647, 1.9904957431591743)"
IGLESIA EVANGELICA BETANIA              ,"CA D ALMERIA, 133 ",08226,6,,,,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",419384.9688,4602879.4375,419290.9946,4602675.2064,2.0319312,41.5716856,LOCAL                                   ,"(41.571685636538874, 2.0319312223781902)"
SEMBRANT CIUTAT - XARXA D HORTS URBANS  ,"CA DE VINARÒS, 5 ",08224,4,,sembrantciutat.wordpress.com                                                    ,sembrantciutat@gmail.com                                                        ,MEDI AMBIENT                            ,416365.5625,4602136.7500,416271.5780,4601932.5407,1.9958235,41.5646866,LOCAL                                   ,"(41.56468661454946, 1.9958234971140278)"
AS VEINS POR ALQUILERES SOCI P. FABRA 91,"CA DE POMPEU FABRA, 91 , 2-4          ",08226,6,644399560,,,ASSOC. DE PROPIETARIS I SIMILARS        ,418712.7813,4603391.5625,418618.8100,4603187.3373,2.0238003,41.5762297,DISTRICTE 6                             ,"(41.57622974164657, 2.023800338316948)"
SIN FRONTERAS A.INMIGRANTES EN CATALUNYA,"CA DE PROVENÇA, 99 , 3-1          ",08226,6,931910264,,asosinfronteras@hotmail.com                                                     ,SALUT I SÒCIO-ASSISTENCIALS             ,418802.8782,4603320.3803,418708.9065,4603116.1543,2.0248906,41.5755978,LOCAL                                   ,"(41.57559783576186, 2.0248905740026855)"
ASSOCIACIÓ MONTAÑEROS PASO A PASO TERRAS,"CA DE PROVENÇA, 116 , 1-3          ",08226,6,696155253,,reilloc@hotmail.es                                                              ,ESPORTIVES                              ,418817.2500,4603340.0000,418723.2785,4603135.7739,2.0250603,41.5757760,LOCAL                                   ,"(41.57577599245858, 2.0250602884458266)"
BASKETME                                ,"CA DE MANRESA, 234 , 3-3          ",08226,6,647848638,www.basketme.com                                                                ,direccion@basketme.com                                                          ,ESPORTIVES                              ,418931.6466,4603370.9271,418837.6755,4603166.7002,2.0264281,41.5760661,LOCAL                                   ,"(41.576066142117966, 2.026428142725773)"
ASSOCIACIO CULTURAL MALARRASSA          ,"CA DE NÚRIA, 17 , BA           ",08224,4,,www.malarrassa.cat                                                              ,info@malarrassa.cat                                                             ,COMUNICACIÓ                             ,416653.8750,4601139.2500,416559.8834,4600935.0369,1.9994193,41.5557333,LOCAL                                   ,"(41.55573325572976, 1.9994193026365397)"
ASSOCIACIO CENTRE JUVENIL LES ARENES    ,"CA DE CALAF, 46 , BA           ",08227,6,937317866,www.kasalpopular.net                                                            ,kasal@kasalpopular.net                                                          ,JUVENILS                                ,419615.2857,4602862.1758,419521.3118,4602657.9429,2.0346957,41.5715534,DISTRICTE 6                             ,"(41.57155338501434, 2.034695711331674)"
AV.MANCOMUNITAT D HABITATGE S. S.GRIPIA ,"CA DE CALAF, 46  Esc.1         ",08227,6,937316416,,,ASSOC. DE PROPIETARIS I SIMILARS        ,419615.2857,4602862.1758,419521.3118,4602657.9429,2.0346957,41.5715534,DISTRICTE 6                             ,"(41.57155338501434, 2.034695711331674)"
"GRUP DONES LES ARENES,C.MONTLLOR,GRIPIA ","CA DE CALAF, 46 ",08227,6,937837676,,,PROMOCIÓ DE LA DONA                     ,419615.2857,4602862.1758,419521.3118,4602657.9429,2.0346957,41.5715534,DISTRICTE 6                             ,"(41.57155338501434, 2.034695711331674)"
"ASS INTERVENCIO PSICOSOCIAL, DSO        ","CA DE CALAF, 46 , BA-3         ",08227,6,937377866,,centredso@gmail.com                                                             ,SALUT I SÒCIO-ASSISTENCIALS             ,419615.2857,4602862.1758,419521.3118,4602657.9429,2.0346957,41.5715534,LOCAL                                   ,"(41.57155338501434, 2.034695711331674)"
AMPA CEIP VAPOR CORTES                  ,"CA DE GIRALT I SERRÀ, 30 ",08221,1,688927545,www.ampaelvapor.cat                                                             ,info@ampaelvapor.cat                                                            ,EDUCATIVES I FORMATIVES                 ,417224.0836,4602629.1603,417130.1042,4602424.9452,2.0060506,41.5692107,DISTRICTE 1                             ,"(41.56921066006127, 2.0060505536454016)"
