CODI;DATAINICI;NOMCOM;RAOSOCIAL;DESCRIPCIO;WEB;EMAIL;TELEFON1;HORARI;TIPUS;CODI_TIPUS;ADRECA
1451;20130402;Deliciós (abans el Tast artesà);SAMANTHA FERNANDEZ MARTOS;Cansaladeria  - carnisseria;;tienda@delicios.es, samanthadelicios@gmail.com;936667765;DIMARTS A DIVENDRES 9:30-13:45 17-20:30 DISSABTE I DIUMENGE 10:30-14;CARNISSERIA;66;Pg. Comte de Vilardaga 0075  BX  04  
266;19820101;Delicious;PATRICIA BETZABETH GÓMEZ PEREZ;Venda de pa i brioixeria;;forndepadelicious@outlook.es, patipicis@hotmail.com;617921818;DE 7  A 14 I DE 17 A 20 DE DILLUNS A DISSABTE;FORNS I PASTISSERIES;70;C. Josep Ricart 0005   
2164;20020301;Deniertex, sl.;DENIERTEX, S.L.  ;Comerç menor i fabricació de fibres tèxtils brutes amb magatzem.;www.deniertex.es;j.arnau@deniertex.es;936327434;8:30-13 14:15-17:45 DILLUNS A DIVENDRES;INDUSTRIES TEXTILS;17;C. Mataró 0053  BX  
2523;20060901;Denimwood;DENIMWOOD, S.L.  ;comerç al detall de roba de vestir confeccionada, complements i accessoris.;denimwood.blogspot.com/   ;info@denimwood.com, denimwood@telefonica.net;936859398;10-13 30 17-21 DILLUNS A DISSABTE;ROBA;90;C. Torras i Bages 0020   
1782;19790901;Despatx Bertran Codina;DESPATX BERTRAN CODINA, S.C.P.  ;ASSESSORIA JURÍDICA;;dbc@bertrancodina.com;936660658;DE DILLUNS A DIJOUS 7-15 16 19  DIVENDRES 7-15;CONSULTORIES/ASSESSORIES;128;Pg. Bertrand 0029   
3389;20090204;Despatx d advocat Ismael Campos Antequera;ISMAEL SERGIO CAMPOS ANTEQUERA;Despatx d advocat;;icampoan@icasf.net;936855202;;SERVEI JURÍDIC - ADVOCATS;129;Pg. Pins 0051  LC  02  
2439;20060810;Despatx de logopedia;MERCEDES MESA SANCHEZ;Despatx de logopedia;;;936855547;;CENTRES DE TERAPIA PSICOLÒGICA  I REEDUCACIÓ;151;C. Estelí 0024  03  02  
3639;20090821;Despatx gestió empresarial;MARIA PILAR PUERTO PAMPLONA;Despatx gestió empresarial;;;;;GESTORIES;127;C. Pere Álvarez 0022  BX  
534;20060428;Destapat;DAWEI LIN ;RESTAURANT Aforament: 48 persones;;jiyongmao@hotmail.com;936326861;DE 8:00 A 23:00 DE DILLUNS A DIUMENGE;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0030  BX  01  
3490;20090204;Destpatx d Advocats Lopez Guijo Advocats;MARIA DOLORES LOPEZ GUIJO;Activitat de despatx d advocat ;;dolors@lgadvocats.com, lga@lgadvocats.com;936859786;;SERVEI JURÍDIC - ADVOCATS;129;C. Ramón y Cajal 0043  LC  A   
3490;20090204;Destpatx d Advocats Lopez Guijo Advocats;MARIA DOLORES LOPEZ GUIJO;Activitat de despatx d advocat ;;dolors@lgadvocats.com, lga@lgadvocats.com;936859786;;SERVEI JURÍDIC - ADVOCATS;129;C. Ramón y Cajal 0043  LC  A   
189;20060427;Deustche Bank;DEUTSCHE BANK  ;BANC;www.deustche-bank.es;;936664800;8-17 DILLUNS A DIJOUS 8-15 DIVENDRES;BANCS I CAIXES;120;Pg. Bertrand 0002   
2340;20060717;DIA;DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A. (DIA, S.A.)  ;SUPERMERCAT COMERÇ ALIMENTACIÓ;;;936859443;;SUPERMERCATS/HIPERMERCATS;65;C. Girona 0021   
3441;20080627;DIA;DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A. (DIA, S.A.)  ;Superservei d alimentació;www.dia.es;pilar.torca@diagroup.com;937281479;;SUPERMERCATS/HIPERMERCATS;65;C. Francesc Mestres 0011   
219;20040301;Dietètica La Salut;ISABEL GONZALEZ CARMONA;Herboristeria;;dieteticalasalud@hotmail.es;936666255;DE 9 A 13:30 I DE 17 A 20:30 DE DILLUNS A DIVENDRES DISSABTES DE 10 A 14;DIETÈTICA- HERBORISTERIA;73;C. Constitució 0032  BX  06  
2136;19880101;Difriho Distribuidora de frio y hostel;DISTRIBUIDORA INTERNACIONAL DE FRIO Y HOSTELERIA  (DEFRIHO, S.A.)  ;SERVEI D IMPORTACIÓ I VENTA DE MAQUINÀRIA DE FRED;www.difriho.com;difriho@difriho.com;936665252;9-14 15:30-18:30 DILLUNS A DIVENDRES;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;Ctra. Laureà Miró 0393   
1725;19910101;Diluvid;EUROSINRE SL  ;fabricació de productes d alumini falsos sostres d alumini;www.diluvid.com;diluvid@diluvid.com;936853766;9- 13 30  I 16 - 19 30 LUN-DIVENDRES;MOBLES I DECORACIÓ;80;C. Joaquim Monmany 0026  BX  02  
2044;19980427;Dinamic Vending (màquines expenedores);DINAMIC VENDING, SL.  ;Magatzem auxiliar d empresa de subministrament de begudes mitjançant màquines expenedores. ;www.dinamiccafe.org;egaliana@vendomat.es;936805800;DE DILLUNS A DIVENDRES DE 7 A 19;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;Ra. PAHISSA 0012  BX  
2484;20070101;Disal;DISAL, S.C.C.L.  ;Oficines i magatzem de distribució de begudes;;maribeldisal@gmail.com;933357501;DE DILLUNS A DIVENDRES DE 7 A 18;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Anselm Clavé 0017  BX  13  
1135;20060427;Disseny Opac;MIGUEL PUERTAS RIBAS;ESTUDI DE DISSENY GRÀFIC;www.opacline.com;opac@opacline.com;936661535;8-14 16-20 DILLUNS A DIVENDRES;ARTS GRÀFIQUES;26;C. Sant Llorenç 0038   
1956;20000101;Distop;AUTOSERVICIOS ANJO SL  ;Autoservei d alimentació;;c2678@condis.es;936853178;8:30-14 17-20:30 DILLUNS A DISSABTE;SUPERMERCATS/HIPERMERCATS;65;Ptge. Sagrament 0006  BX  01  
2086;20010101;Ditch Witch;INTERNATIONAL UNDERGROUND SYSTEM, S.L  ;Distribució de maquinària industrial;www.ditchwitch.com;jgarcia@ditchwitch-bcn.com;936327344;DE DILLUNS A DIVENDRES 9-18;LLOGUER  D AUTOMÒBILS, MAQUINÀRIA I EQUIPS, ETC.;124;C. Pla 0130  BX  
251;19980101;DO RE MI Llaminadures;MARIA JOSEFA PELAEZ EXPOSITO;Comerç al detall de llaminadures;;congratul2@yahoo.es;605161329;DE 9:30 A 13:30 I DE 17 A 20:30 DE DILLUNS A DISSABTE;DOLÇOS I GOMINOLES;75;C. Dalt 0009  BX  04  
279;19991229;Dolça Temptació;MARIA CARMEN BELTRAN MARTINEZ;comerç al detall de gominoles i objectes de regal;;men.beltran@gmail.com;608283073;10-14 17-21 DE DILLUNS A DIUMENGE;DOLÇOS I GOMINOLES;75;C. Santa Creu 0002   
149;20040101;Domti ;COMERCIAL DOMENE CHECA, S.L.  ;BOTIGA MULTIPREU Venda de tot tipus d articles de preu únic ;;domtisantfeliu@gmail.com;936325026;9-13 30  I 17 -20 30;BASARS;106;C. Falguera 0031  BX  01  
2224;19850101;Doresa;DORESA SA  ;Arts gràfiques;;doresa@hotmail.es;936664703;JORNADA PARTIDA DE DILLUNS A DIVENDRES;ARTS GRÀFIQUES;26;Ra. Salut 0044  BX  
518;19960101;Drogueria A. Ortega;MARIA DEL PUY ROY FABREGAT;DROGUERIA I PERFUMERIA;;angelesblasco@hotmail.com;936661320;DE 9 A 14 I DE 17 A 20 DE DILLUNS A DIVENDRES, DISSABTE DE 9 A 14;DROGUERIA-PERFUMERIA;77;C. Josep Ricart 0049   
342;19580101;Drogueria Boronat;ADROGUERIA BORONAT, S.L.  ;DROGUERIA;;boronat@drogueboronat.e.telefonica.net;936661281;DE DILLUNS A DISSABTE 9-14 17-20.45;DROGUERIA-PERFUMERIA;77;Ctra. Laureà Miró 0290  BX  
769;20021001;Drogueria Dispunt Montserrat;MARIA DOLORES PUENTE COLL;PERFUMERIA, DROGUERIA I PRODUCTES DE NETEJA;;pcdolors@gmail.com;936661327;DE 9 A 14:15 I DE 17 A 20:15 DE DILLUNS A DIVENDRES, DISSSABTE DE 9:00 A 14:15;DROGUERIA-PERFUMERIA;77;C. Pou de Sant Pere 0020   
252;20151106;DULCINEA;ROSA ALONSO PIQUERAS;Comerç al detall de llaminadures i objectes de regal;;;625330994;DE DILLUNS A DIVENDRES DE 10:00H A 20:30H;DOLÇOS I GOMINOLES;75;Ptge. Sabadell 0004  BX  03  
711;20060427;Duran Merceria;MONTSERRAT ROVIRA RIBA;MERCERIA;;merceriaduran133@gmail.com;936661345;DILLUNS A DISSABTE 9 30-13 30 I 17-20 30;MERCERIA;94;Ctra. Laureà Miró 0133   
1349;19710101;Ebanister 2011 (ant. Alfonso Cabrera);EBANISTER 2011 SL  ;Fusteria i ebenisteria, fabricació de mobles;www.carpinteriacabrera.com;;936663213;8-18h;FUSTERIA;172;C. Joan Maragall 0109   
2153;19940107;Ebanisteria Llorenç Font i Fontova;LLORENÇ FONT FONTOVA;EBANISTERIA ;;;936852636;DE 8 A 13 I DE 14:30 A 19 DE DILLUNS A DIVENDRES;FUSTERIA;172;C. Constitució 0070  BX  
2143;20060606;Editorial Oceano ;EDITORIAL OCEANO, SLU  ;Magatzem de llibres tancat al públic;www.oceano.com;info@oceano.com;936664745;;INDÚSTRIA DE  PAPER;25;C. Agricultura 0011   
168;19740101;Eissa - Electro Industrial Sant Feliu;FELIPE NOVA TORELLO;ELECTRICISTA;;eissa1974@gmail.com;936663001;8 30 -13 30 16 30 -20 30 DILLUNS-DIVENDRES;ELECTRICISTA;171;C. Josep Ricart 0049   
1954;20060503;El Cerrato Castellano;ENRIQUE PEÑALVER LATORRE;Bar Aforament 44 persones;;polacoquique@gmail.com;693955556;;BARS I CAFETERIES;110;Ctra. Sànson 0060   
1938;20050101;El Gallego Supermercat;RENDON E HIJOS 2005 SL  ;SUPERMERCAT ON VENEN PRODUCTES DE XARCUTERIA (EMBO;;;936850344;DE DILLUNS A DISSABTE DE 8:30 A 14 I DE 17 A 21;SUPERMERCATS/HIPERMERCATS;65;C. Carles Buïgas 0008  BX  02  
879;19990101;El Món del Parquet 2000, S.L.;EL MON DEL PARQUET 2000  SL  ;COLOCACIÓ DE PARQUETS;www.elmondelparquet.com;elmondelparquet@yahoo.es;936669692;10-13:30 16-21 DILLUNS A DIVENDRES 10-14 DISSABTE;INSTAL·LADOR PARQUET;175;C. Carles Buïgas 0036   
3750;20150929;El planeta del PC;JORGE LUIS ALCAZAR RODRIGUEZ;Comerç al detall de productes informàtics;;elplanetadelpc@hotmail.com;931725563;;ACTIVITATS INFORMÀTIQUES: CONSULTA,  SUBMINISTRAMENT, MANTENIMENT, REPARACIÓ, ETC;125;Ptge. Terrassa 0003  BX  02  
1571;19860101;El Polígono;MANUEL ESCOBAR GUERRERO;RESTAURANT;;;936850162;DE 5 A 17:30 DE DILLUNS A DIVENDRES;BARS I CAFETERIES;110;C. Anselm Clavé 0017  BX  17  
543;19980901;El Racó de la Goya;MANUEL CARBALLO LOPEZ;BAR Aforament 47 persones;;;936662913;8-24 DE DIMARTS A DIUMENGE;BARS I CAFETERIES;110;Pg. Comte de Vilardaga 0140   
951;20060427;El Racó del Café;ROSA MARIA CHICOTE SIMON;Bar- cafeteria Aforament 19 persones;;;936854087;;BARS I CAFETERIES;110;C. Joaquim Monmany 0009  BX  1B  
1853;20060131;El Racó del peix;PEDRO LOPEZ GEREZ;comerç al detall de peix i marisc.;;racodelpeix@santfeliu.net;615343435;DE DIMARTS A DISSABTE DE 07:00 A 14:00;PEIXETERIA;67;C. Can Calders 0012  BX  01  
966;20050101;El racó del popet;JIFENG ZHOU ;Bar- cafeteria Aforament 45 persones;;gaitansd@yahoo.es;695207891;DE DILLUNS A DIVENDRES DE 7 A 20:30, DISSABTES FINS AL MIGDIA;BARS I CAFETERIES;110;C. Pou de Sant Pere 0020  BX  01  
742;20120117;EL Racó d En Pau (Ant. Granja Larry o Bruno);TANYA PATRICIA VASQUEZ BRIONES;Bar Granja Aforament: 22 persones;;patovasquez57@hotmail.com;667230770;;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0099   
544;20010101;El Racó d en Pep;MINJIE XU ;Bar Aforament 34 persones;;NO EN TENEN;936857066;DE DIMARTS A DIUMENGE DE 8 A 22:30;BARS I CAFETERIES;110;Pl. Vila 0007  LC  
912;20010801;El Raconet del 48;EL RACONET DEL 48  ;CAFETERIA Aforament 42 persones;;corvillo90@hotmail.com;;DE 9 A 21 DE DILLUNS A DIVENDRES;BARS I CAFETERIES;110;C. Dalt 0003   
1379;20040101;El Rebost de Mas Lluhí;BEIFEN CHEN ;BAR RESTAURANT Aforament 48 persones;;huilh_zhou@hotmail.com;936660761;DIMECRES A A DIUMENGE 8-24 / DILLUNS I DIMARTS 8-18;RESTAURANTS;109;C. Frederica Montseny 0015  LC  01  
752;20151202;El Rincon de Huelva;DAVID HUERTAS BELLA;Bar Aforament 29 persones;;;;;BARS I CAFETERIES;110;Pg. Comte de Vilardaga 0001 B  LC  11  
2500;20061004;El teu racó;ARAMAT, S.C.P.  ;Bar amb servei d internet Aforament 43 persones;;;;;BARS I CAFETERIES;110;C. Falguera 0094 B  BX  8B  
1106;20021123;El Xamfrà;MARIA CARMEN DOMINGO CARCERENY;Comerç al detall de tot tipus d articles. Multipreu;;elxamfra@gmail.com;615494857;DE DILLUNS A DISSABTE DE 9 A 14 I DE 17 A 20;BASARS;106;C. Josep Ricart 0013   
169;20060427;Elèctrica Molins ;COFRELEC ELECTRICA MOLINS SL  ;Venda de material electric;;cofrelec-emolins@hotmail.com;936661160;;LAMPARES I ARTICLES D ILUMINACIÓ;81;Ctra. Laureà Miró 0113   
1846;19950101;Electrotec Software i Control;ELECTROTEC SOFTWARE I CONTROL SL  ;FAN EL QUADRES ELÈCTRICS A NIVELL INDUSTRIAL, EL M;www.electrotec.es;montse.subirachs@electrotec.es;936850860;DE DILLUNS A DIVENDRES DE 7:30 A 13 I DE 14 A 17;ACTIVITATS INFORMÀTIQUES: CONSULTA,  SUBMINISTRAMENT, MANTENIMENT, REPARACIÓ, ETC;125;Ctra. Laureà Miró 0337  LC  04  
581;19910410;Electro-Tobsa;SILVIA SANCHEZ ROMAGOSA;comerç al detall d electrodomèstics;;tobsa.carlos@electro-tobsa.com;936852252;DE DILLUNS A DIVENDRES DE 10 A 14 I DE 17 A 20:30, DISSABTES DE 10 A 14;ELECTRODOMÈSTICS;85;C. Europa 0008   
3232;20070717;Elege Gràfiques;ALEJANDRO GARRIDO VALLE;Impremta;www.elegegrafiques.com;info@elegegrafiques.com;936855056;;INDÚSTRIA DE  PAPER;25;Ptge. Masor 0014  BX  
1175;20000218;Elison Escola d idiomes;GLOBAL TRAI, S.L.  ;ENSENYAMENT;www.elison.es;elison@elison.es  ;936854727;9-14 16-22 DILLUNS A DIVENDRES;ACADÈMIES ( IDIOMES, INFORMÀTICA, TEATRE, MANUALITATS, MÚSICA, AUTOESCOLES);144;Pg. Nadal 0026   
3747;20100722;Els pagesos (Bar musical);VANESSA RIBAS RUIZ;Bar musical;;vane@elspagesos.com;654424771;;ACTIVITATS RECREATIVES (bar musical, discoteca, etc);160;C. Pi i Margall 0010  LC  
322;19980101;Els Pins;CARLOS RUIZ MAURIZ;LLIBRERIA I PAPERERIA;;llibreriaelspins@gmail.com;936852753;DE 7 A 13 I DE 17 A 20 DE DILLUNS A DIVENDRES, DISSABTES I DIUMENGES DE 7 A 13;LLIBRERIA I PAPERERIA;97;Pg. Pins 0032  SM  06  
2157;19840101;Elster Medicion, SA;ELSTER-INSTROMET S.L.  ;DISTRIBUCIÓ DE MEDIDORS D ENERGIA;www.elster-instromet.com;info.bcn@elster.com;936661430;DE DILLUNS A DIJOUS 8.15-13.30 15-18.30, DIVENDRES 8.15-13.30;PRODUCCIÓ I DISTRIBUCIÓ D ENERGIA ELECTRICA, GAS I AIGUA (COMPANYIES DE SERVEIS);54;C. Mataró 0017  BX  
2001;20060505;Emegea;PERSONA NULA  ;ESTUDI DE FOTOGRAFIA DIGITAL I DISSENY GRÀFIC;www.emegea.es;info@emegea.es;936852438;9-14 16-19 DILLUNS A DIVENDRES;FOTOGRAFIA;100;C. Pla 0054   
1929;20010101;Endecom Tècnics, S.L;ENDECOM TECNICS SL  ;INSTAL·LACIONS ELÈCTRIQUES;www.endecomtecnics.com;endecomtecnics@endecomtecnics.com;936667502;DE DILLUNS A DIVENDRES DE 9 A 13 I DE 15:30 A 19:30;ENGINYERIA;134;C. Santiago Rusiñol 0018   
2472;19880101;Envarnissats Gaspar SL;ENVERNISSATS GASPAR SL  ;ENVERNISSATS DE MOBLES;;envergaspar@telefonica.net;936666359;DE 7:00 A 13:30 DE I 14:30 A 16:00 DE DILLUNS A DIVENDRES;ALTRES (INDÚSTRIES DE FUSTA I SURO);24;C. Anselm Clavé 0017  BX  03  
2364;20060718;Equipamientos de Acero Inoxidable, SL;EQUIPAMIENTOS DE ACERO INOXIDABLE, SL  ;Muntatge de mobles metàl·lics i aixetes industrials;bivaq.com;efuentes@bivaq.com;932057595;;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Doctor Brugarolas 0017  BX  01  
1722;20060427;Erudio (La academia);VICTOR TORRE PEREZ;acadèmia;http://www.erudio.org;info@erudio.org;936662256;DL-DV:17-21/DS:10-13;ACADÈMIES ( IDIOMES, INFORMÀTICA, TEATRE, MANUALITATS, MÚSICA, AUTOESCOLES);144;C. Joaquim Monmany 0011   
1765;20050401;Escola Bressol Amiguitos ;HOLDING YACHT MASTERS, S.L.  ;Llar d infants;;pparbolebas@terra.es;936855911;7:00-19:00 DILLUNS A DIVENDRES;ESCOLES BRESSOL LLAR D INFANTS;141;C. Torras i Bages 0032  LC  01  
1921;20060428;Escola de Música Luisa Sáiz;LUISA SAIZ LORENTE;Escola de Música;;;936661421;;ACADÈMIES ( IDIOMES, INFORMÀTICA, TEATRE, MANUALITATS, MÚSICA, AUTOESCOLES);144;Rbla. Marquesa de Castellbell 0048 B  BX  04  
346;20001128;Esencial s centre d Estètica;CRISTINA BARROSO MESA;Centre d estètica;;cristibame@gmail.com;936857177;;CENTRES ESTÈTICA;164;C. Santa Creu 0002   
3926;20120216;Esfera fantastica (Llibreria papereria);ESFERA FANTASTICA SL  ;Llibreria papereria amb articles de regal;;;;;LLIBRERIA I PAPERERIA;97;C. Europa 0009  BX  06  
1526;20040803;Espai Blau;GESPROTINT, SL  ;TINTORERIA;;;936326099;DE DILLUNS A DIVENDRES DE 9 A 13:30 I DE 17 A 20:30, DISSABTES DE 10 A 13:30;BUGADERIES;166;Pg. Comte de Vilardaga 0095  LC  01  
1971;19620101;Espendiduria i Papereria;CARMEN GONZALEZ GUIJARRO;llibreria-papereria i loteries;;;;DE DILLUNS A DISSABTE DE 9 A 13 I DE 17 A 20;LLIBRERIA I PAPERERIA;97;C. Constitució 0018  BX  01  
2450;19950101;Estació de servei;ESTACIO DE SERVEI SANT FELIU DE LLOBREGAT, S.L.  ;BENZINERA;;essantfeliu@gmail.com;936855158;DE DILLUNS A DISSABTE DE 6 A 2, DIMARTS DE 8 A 20;BENZINERES;60;Ctra. Laureà Miró 0403  BX  
1771;20090909;Estació Servei Galp (Petrogon);PETROGON, S.L.  ;Estació de servei - benzinera;;;;DE 6 A 22 DE DILLUNS A DIUMENGE;BENZINERES;60;C. Armenteres 0062  BX  
2225;19850101;Estampaciones Foga S.A.;ESTAMPACIONES FOGA, S.A  ;taller d estampacions metàl·liques;www.estampacionesfoga.com;mroyuela@estampacionesfoga.com;936850120;DE 8 A 17 DE DILLUNS A DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ra. Salut 0044  BX  
959;19870101;Estanc;MARIA ROSA MUÑOZ RAMOS;Estanc;;;936325677;DE 9 A 14 I DE 17 A 20;ESTANCS;74;Ptge. Terrassa 0003   
887;19700101;Estanc Hilaria Aguilar;HILARIA AGUILAR RAMIREZ;ESTANC I LLIBRERIA;;;936660809;DE 9  A 13:30 I DE 17 A 20:30 DE DILLUNS A DIVENDRES, DISSABTE DE 9 A 13:30;ESTANCS;74;C. Girona 0014   
41;19980301;Estanc Joan Suriñach;JOAN SURIÑACH TORDERA;ESTANC TABAC, REVISTES;;joansurinach@outlook.com;936854577;DE 8:00  A 13:30 I DE 17:00 A 20:00 DE DILLUNS A DIVENDRES, I ELS DISSABTES DE 9:00 A 13:30;ESTANCS;74;C. Pi i Margall 0033   
42;19670301;Estanco núm. 5;LAURA ROLDAN SALDAÑA;estanc;;NO EN TENEN;936662959;DE DILLUNS A DIVENDRES DE 9 A 14 I DE 17 A 20;ESTANCS;74;C. Agustí Domingo 0016   
365;19990101;Estètica Inma Martí;INMA MARTI, S.L  ;ESTETICA;www.immamarti.com;inma@inmamarti.com;936325047;DE 9 A 20 DE DILLUNS A DIVENDRES, DISSABTE DE 9 A 14;CENTRES ESTÈTICA;164;C. Torras i Bages 0005   
1244;19930628;Estil Mèdic Centre Mèdic i Quirúrgic;JUAN JESUS CABEZAS SEBASTIAN;CENTRE D ESPECIALITATS MÈDIQUES;www.estilmedic.com;estilmedic@estilmedic.com;936662224;DE 9 A 13 I 15 A 21 DE DILLUNS A DIVENDRES ;CONSULTORIS, CENTRES MÈDICS, ASSISTÈNCIA MUTUA;148;C. Joan Batllori 0012  LC  01  
3564;20090203;Estor 2008;ESTOR 2008 SL  ;ESTAMPACIO EN FRED DE CARGOLARIA;www.estor2008.com;estor2008@hotmail.com ;934211005;;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Armenteres 0080   
1439;20060504;Estrada (Renault);TALLERES ESTRADA SANT FELIU SL  ;taller de reparació de vehicles;;tallersestrada@telefonica.net;936663005;;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Prolongació de Falguera 0004  LC  03  
3768;20101022;Estudi de gravació i oficines privades (Mandinga);MANDINGA, S.L.  ;Estudi de grabació i oficines privades;;;;;ALTRES ACTIVITATS EMPRESARIALS;139;Pg. Comte de Vilardaga 0089  LC  01  
2747;20070605;Europlanxa DM;EUROPLANXA D.M., S.L.  ;Taller de reparació de vehicles automòbils;;europlanxa@yahoo.es;936857589;De 9 a 13h. i de 15 a 19h.;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Mataró 0027  BX  
1220;19980101;Eurotaller;JUAN CARLOS MARQUEZ ROVI;TALLER DE MECANICA D AUTOMÒVILS;;jcelpla@hotmail.com;931880877;DE DILLUNS A DIVENDRES 9-14 16-20;REPARACIÓ DE VEHÍCLES DE MOTOR;62;Pg. Onze de Setembre 0019   
2290;20060707;Eva Ribo;EVA RIBO FENOLLOS;Despatx professional d advocats;;;634219768;;SERVEI JURÍDIC - ADVOCATS;129;Ctra. Laureà Miró 0193  03  01  
1402;19980301;EVINTA;GEVINSANFE, S.L.  ;VENDA O LLOGUER DE IMMOBILIARI;www.gevinimmobiliaria.com;santfeliu@evinta.com;936854200;DE DILLUNS A DIVENDRES 9:30 A 13:30  16:30 A 20:30;IMMOBILIÀRIES;123;Ctra. Laureà Miró 0208   
2570;20070110;Exposició i comerç de mobles de cuines BIVEL;JUAN LUIS VINAGRE RODRIGUEZ;Exposició i comerç de mobiliari de cuina;;cocinasvegasa@gmail.com;936855864;;MOBLES I DECORACIÓ;80;C. Joan Maragall 0029  LC  
2356;20020101;Fanny s Perfum;FANNYS PERFUM SL  ;Comerç a l engròs de productes de perfumeria i estètica;www.fannysperfum.com;contajulia@infobaix.com;936855941;DE DILLUNS A DIJOUS DE 8 A 2 I DE 4 A 6, DIVENDRES DE 7 A 3;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Anselm Clavé 0017  BX  24  
26;19860101;Farmàcia Argemí Creixell;TERESA ARGEMI CREIXELL;FARMÀCIA;;mtargemi001@cofb.net;936668867;DILLUNS A DIVENDRES 9-13 30 17-20 30    DISS 9-13 30;FARMACIA;76;C. Joan Batllori 0008   
1238;20070613;Farmàcia Calduch Porta;JOAN CALDUCH PORTA;FARMACIA;;farmaciacalduch@cofb.net;936327102;DE DILLUNS A DIVENDRES 9-13.30 17-20.30;FARMACIA;76;C. Jaume Ribas 0019  BX  0A  
29;19760101;Farmàcia Calm Nogues;JOSE MARIA CALM NOGUES;Farmàcia;;farmaciacalnogues@cofb.net;936662912;DE 9:00 A 13:30 I DE 17:00 A 20:30 DE DILLUNS DE DIVENDRES;FARMACIA;76;C. Santa Creu 0016   
35;19790101;Farmacia Calvo;MARIA ENCARNACION CALVO GIL;FARMACIA;;mecalvo001@cofb.net;936666351;DE 9 A 13:30 I DE 17:00 A 20:30;FARMACIA;76;C. Girona 0011  BX  01  
2589;20070122;Farmàcia La Salut;MARIA PILAR FONT SOLER;Farmàcia;;fontsoler@cofb.net;936668621;;FARMACIA;76;C. Lluís G. Rius 0052   
27;20060504;Farmàcia M. Teresa Bassons Boncompte;M TERESA BASSONS BONCOMPTE;Farmàcia;;farmacia.bassons@cofb.net;936663556;;FARMACIA;76;C. Rupert Lladó 0005   
32;20060427;Farmàcia Mireia Garrido Romàn;MIREIA GARRIDO ROMAN;FARMACIA;;farmaciaplazavila@yahoo.es;936661336;9-13:30 17-20:30 DILLUNS A DIVENDRES 9-13:30 DISSABTE;FARMACIA;76;Pl. Vila 0009 2  LC  03  
3423;20021106;Farmàcia MªJosé Calm;MARIA JOSE CALM NOGUES;Farmàcia;;farmaciamjcalm@cofb.net;936669201;;FARMACIA;76;Pg. Comte de Vilardaga 0091  LC  02  
33;19800101;Farmacia Santiago Miranda ;SANTIAGO MIRANDA FLORES-ALBERTI;FARMÀCIA;;santi_miran@hotmail.com;936664750;DILLUNS A DIVENDRES 9-13 30 17-20 30  / DISS 9-13 30;FARMACIA;76;C. Hospitalet 0005   
34;19720216;Farmàcia Santos;MARIA DEL CARMEN GARCIA CHAMORRO;farmàcia;;farmacia_garcia@telefonica.net;936660472;DE 9 A 13:30 I DE 17:00 A 20:30 DE DILLUNS A DIVENDRES, DISSABTE DE 9 A 13:30;FARMACIA;76;Ctra. Sànson 0048   
25;20010101;Farmàcia Tolsa;TOLSA FARMACEUTICS SCP  ;Farmàcia;;farmaciatolsa@gmail.com;936852831;DE 9 A 13:30 I DE 17 A 20:30  DE DILLUNS A DIVENDRES, DISSABTES DE 9 A 13:30;FARMACIA;76;Rbla. Marquesa de Castellbell 0096   
2394;20081201;FCC Ambito;FCC AMBITO, S.A.  ;Gestió de residus industrials;www.fccambito.es;msalvadorm@fcc.es;936663060;DE DILLUNS A DIJOUS DE 8 A 13 I DE 15 A 18, DIVENDRES DE 8 A 15;RECICLATGE REBUIG NO METÀL·LIC;52;Ra. Salut 0048  BX  
1664;20060427;Fco Calderón Pintura decorativa industrial;FRANCISCO JAVI CALDERON SECO;magatzem auxiliar de pintor decoratiu;;pinturas-calderon@hotmail.com;936669986;;ALTRES INSTAL·LACIONS (PINTORS, PALETES,...);177;C. Santa Creu 0045   
1256;19850101;Ferreteria Bazar Lladó;EVARISTO ROC GARCIA;FERRETERIA;www.ferreteriallado.es;ferreteriallado@santfeliu.net;936853706;DE 9:00 A 14:00 I DE 17:00 A 20:30 DE DILLUNS A DISSABTE;FERRETERIA/COPIA CLAUS/CERRAJERIA;84;C. Falguera 0094   
1245;19430101;Ferreteria Guasch;DAVID CUXART GUASCH;FERRETERIA;www.cifec.es;fguasch@cifec.es;936661094;DE DILLUNS A DIVENDRES 9:30 A 13:30 I 14:30 A 20, DISSABTE DE 9 A 14;FERRETERIA/COPIA CLAUS/CERRAJERIA;84;Ctra. Laureà Miró 0147  LC  
