Org_,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,F__Despesa_compromesa_respecte_e,Obligacions_reconegudes,F__Obligacions_reconegudes_respe,Pagaments_fets,F__Pagaments_fets_respecte_les_o,FID
09,311,4890000,CONVENI ASSOCIACIÓ FAMILIARS MALATS MENTALS,1740,0,1740,0,,0,,0,,800
09,311,4890100,CONVENI ASSOCIACIÓ SORDS,3045,0,3045,0,,0,,0,,801
09,311,4890300,CONVENI AFADIP,1000,0,1000,0,,0,,0,,802
09,311,4890400,CONVENI OSONA CONTRA EL CANCER,600,0,600,0,,0,,0,,803
13,1532,1300200,ALTRES REMUNERACIONS VIES PÚBLIQUES,82053.8,0,82053.8,14244.47,,14244.47,,14244.47,,804
13,1532,1310000,LABORAL TEMPORAL VIES PÚBLIQUES,42009.97,0,42009.97,15043.23,,15043.23,,15043.23,,805
09,311,4892900,CONVENI TRANSF. GRUP DEFENSA ANIMALS OSONA,24800,0,24800,23385.39,,23385.39,,3897.57,,806
13,1532,1500000,PRODUCTIVITAT VIES PÚBLIQUES,2800,0,2800,349.98,,349.98,,349.98,,807
10,170,1500000,PRODUCTIVITAT ADM.GNAL.MEDI AMBIENT,700,0,700,174.99,,174.99,,174.99,,808
13,1532,1500100,PRODUCTIVITAT VIES PÚBLIQUES,4200,0,4200,874.95,,874.95,,874.95,,809
10,170,1510000,GRATIFICACIONS,0.01,0,0.01,0,,0,,0,,810
09,327I,1310000,LABORAL TEMPORAL IMMIGRACIÓ,0.01,0,0.01,0,,0,,0,,811
14,326F,2269900,EDUCACIÓ TREBALLS DE RECERCA,1800,0,1800,0,,0,,0,,812
13,1532,1510000,GRATIFICACIONS VIES PÚBLIQUES,0.01,0,0.01,0,,0,,0,,813
10,170,1600000,SEGURETAT SOCIAL ADM.GNAL. MEDI AMBIENT,8714.59,0,8714.59,1483.82,,1483.82,,1483.82,,814
09,311A,2269900,RECOLLIDA I TRACTAMENT ANIMALS,1357,0,1357,214.78,,214.78,,0,,815
14,330A,2211000,CULTURA PRODUCTES NETEJA,200,0,200,0,,0,,0,,816
14,323B,1600000,EDUCACIÓ SEGURETAT SOCIAL POMPEU,6630.86,0,6630.86,1119.32,,1119.32,,1119.32,,817
09,327I,1500000,PRODUCTIVITAT IMMIGRACIÓ,700,0,700,0,,0,,0,,818
13,1532,1600000,SEGURETAT SOCIAL VIES PÚBLIQUES,81403.86,0,81403.86,11064.54,,11064.54,,11064.54,,819
09,311C,2269900,GESTIÓ AUS URBANES,6500,0,6500,0,,0,,0,,820
10,170,2260200,PUBLICITAT I PROPAGANDA,0.01,0,0.01,0,,0,,0,,821
14,330A,2269900,CULTURA DESPESES DIVERSES CAN PUGET,400,0,400,212.77,,212.77,,0,,822
09,327I,1500100,PRODUCTIVITAT IMMIGRACIÓ,0.01,0,0.01,0,,0,,0,,823
14,323B,2211000,EDUCACIÓ PRODUCTES DE NETEJA POMPEU FABRA,2300,0,2300,370.3,,370.3,,0,,824
14,326G,2269900,EDUCACIÓ BEQUES MILLORS CURRÍCULUMS,1500,0,1500,0,,0,,0,,825
13,1532,2130000,CONSERV. MAQUINÀRIA I INSTAL.,11000,0,11000,2188.18,,2188.18,,291.94,,826
09,311D,2279900,CONTRACTE DDD,7201,0,7201,0,,0,,0,,827
10,321,4899900,TRANSF ESTALVI ENERGETIC ESCOLES,800,0,800,0,,0,,0,,828
14,330A,2270000,CULTURA SERVEI NETEJA CAN PUGET,19863.23,0,19863.23,3310.54,,3310.54,,1655.27,,829
09,327I,1510000,GRATIFICACIONS IMMIGRACIÓ,0.01,0,0.01,0,,0,,0,,830
14,323B,2269900,EDUCACIÓ DESPESES DIVERSES POMPEU FABRA,300,0,300,0,,0,,0,,831
12,323,1200300,BÀSIQUES C1 PREESCOLAR,9884.84,0,9884.84,2181.69,,2181.69,,2181.69,,832
14,326I,2269900,EDUCACIÓ DESPESES INAUGURACIÓ CURS,500,0,500,0,,0,,0,,833
13,1532,2140000,CONSERV. MATERIAL TRANSPORT,19000,0,19000,1456.1,,1456.1,,461.82,,834
10,321,4899915,TRANF ESTALVI ENERGETIC ESCOLES,0,0,0,0,,0,,0,,835
09,311I,2279900,INSPECCIONS ESTABLIMENTS,1200,0,1200,0,,0,,0,,836
14,3321B,1200300,CULTURA BÀSIQUES C1 BIBLIOTEQUES,19769.68,0,19769.68,4444.93,,4444.93,,4444.93,,837
09,327I,1600000,SEGURETAT SOCIAL IMMIGRACIÓ,7298.46,0,7298.46,1275.21,,1275.21,,1275.21,,838
14,323B,4890100,EDUCACIÓ CONVENI SUBVENCIÓ POMPEU,4300,0,4300,4300,,2150,,2150,,839
12,323,1200500,BÀSIQUES AP PREESCOLAR,7678.58,0,7678.58,1661.88,,1661.88,,1661.88,,840
14,326P,2269914,EDUCACIO PLA EDUCATIU ENTORN,0,0,0,0,,0,,0,,841
13,1532,2210300,COMBUSTIBLES I CARBURANTS,22000,0,22000,1156.59,,1156.59,,0,,842
10,323,2269900,MESURES ESTALVI ENERGETIC,0,0,0,0,,0,,0,,843
09,311L,2279900,CONTRACTE LEGIONEL·LOSI,10200,0,10200,0,,0,,0,,844
14,3321B,1200600,CULTURA TRIENNIS BIBLIOTEQUES,3672.18,0,3672.18,785.4,,785.4,,785.4,,845
09,327I,2269900,DESPESES PGDM,12000,0,12000,278.3,,278.3,,0,,846
12,323,1200600,TRIENNIS PREESCOLAR,1719.15,0,1719.15,482.28,,482.28,,482.28,,847
13,1532,2210400,VESTUARI BRIGADA,3000,0,3000,0,,0,,0,,848
14,326P,2269915,EDUCACIÓ PLA EDUCATIU ENTORN,0,0,0,0,,0,,0,,849
14,323BN,1200500,EDUCACIO.BASIQUES AP NETEJA POMPEU,7678.58,0,7678.58,1556.2,,1556.2,,1556.2,,850
10,327,2269900,DESPESES HORTS,3400,0,3400,613.63,,613.63,,0,,851
14,3321B,1210000,CULTURA COMPLEMENT DESTINACIÓ BIBLIOTEQUES,11682.86,0,11682.86,2605.39,,2605.39,,2605.39,,852
09,327I,4890200,CONVENI MARES MÓN,2000,0,2000,0,,0,,0,,853
10,1721,2269900,DESPESES DIVERSES MEDI AMBIENT,3000,0,3000,265,,265,,265,,854
12,323,1210000,COMPLEMENT DESTINACIÓ PREESCOLAR,10111.22,0,10111.22,2188.38,,2188.38,,2188.38,,855
09,311P,4890100,CONVENI CENTRE MÈDIC PSICOPEDAGÒGIC,3654,0,3654,0,,0,,0,,856
14,323BN,1200600,EDUCACIÓ TRIENNIS NETEJA POMPEU,754.32,0,754.32,150.62,,150.62,,150.62,,857
14,326Q,1200015,EDUCACIO BASIQUES PFI-PTT,0,0,0,0,,0,,0,,858
13,1532,2219900,MATERIAL BRIGADA,26500,0,26500,3001.57,,3001.57,,1641.39,,859
10,1721,2269909,AMBIENTACIO FIRES,0,0,0,0,,0,,0,,860
14,3321B,1210100,CULTURA COMPLEMENT ESPECÍFIC BIBLIOTEQUES,15027.12,0,15027.12,3710.01,,3710.01,,3710.01,,861
12,323,1210100,COMPLEMENT ESPECÍFIC PREESCOLAR,11524.68,0,11524.68,2909.97,,2909.97,,2909.97,,862
09,327IP,2269913,PGDM MEDIACIO,0,0,0,0,,0,,0,,863
09,311R,4890000,CONVENI CREU ROJA,4200,0,4200,0,,0,,0,,864
14,323BN,1210000,EDUCACIÓ COMPLEMENT DESTINACIÓ NETEJA POMPEU,4270.14,0,4270.14,852.33,,852.33,,852.33,,865
14,326Q,1200615,EDUCACIO TRIENNIS PFI-PTT,0,0,0,0,,0,,0,,866
13,1532A,2100000,MANTENIMENT I MILLORA VIA PÚBLICA,67000,0,67000,10466.8,,10466.8,,4104.17,,867
12,323,1300000,BÀSIQUES PREESCOLAR,58489.24,0,58489.24,16865.97,,16865.97,,16865.97,,868
10,1721,4670000,APORTACIÓ AGÈNCIA ENERGIA OSONA,3100,0,3100,0,,0,,0,,869
14,3321B,1500000,CULTURA PRODUCTIVITAT BIBLIOTEQUES,1400,0,1400,349.98,,349.98,,349.98,,870
09,327N,1200300,BASIQUES C1 IMMIGRACIÓ,0,4548.12,4548.12,1454.46,,1454.46,,1454.46,,871
09,311S,2269900,ACCIONS RELATIVES SALUT PÚBLICA,12986.11,0,12986.11,75.37,,75.37,,6.3,,872
14,326Q,1210015,EDUCACIO DESTI PFI-PTT,0,0,0,0,,0,,0,,873
13,1532B,2060000,LLOGUER FOTOCOPIADORA,1481.04,0,1481.04,0,,0,,0,,874
14,323BN,1210100,EDUCACIÓ COMPLEMENT ESPECÍFIC NETEJA POMPEU,5924.04,0,5924.04,1590.12,,1590.12,,1590.12,,875
12,323,1300100,HORES EXTRES PREESCOLAR,0.01,0,0.01,0,,0,,0,,876
10,1721,4899900,TRANSF. CONTROL ATMOSFÈRIC,1500,0,1500,0,,0,,0,,877
14,3321B,1510000,CULTURA GRATIFICACIONS BIBLIOTEQUES,0.01,0,0.01,0,,0,,0,,878
09,327N,1200600,TRIENIS IMMIGRACIÓ,0,332.37,332.37,106.32,,106.32,,106.32,,879
09,311V,2269914,DESPESES CAP MANLLEU (ASP),0,0,0,0,,0,,0,,880
14,326Q,1210115,EDUCACIO ESPECIFIC PFI-PTT,0,0,0,0,,0,,0,,881
13,1532B,2120000,MANTENIMENT EDIFICI BRIGADA,12500,0,12500,1210.35,,1210.35,,1018.43,,882
14,323BN,1300000,EDUCACIÓ BÀSIQUES NETEJA POMPEU,23035.74,0,23035.74,5992.78,,5992.78,,5992.78,,883
12,323,1300200,ALTRES REMUNERACIONS PREESCOLAR,99457.35,0,99457.35,19955.46,,19955.46,,19955.46,,884
10,1721,6220010,ESCALA PEIXOS,0,0,0,0,,0,,0,,885
09,312,2269900,DESPESES CAP MANLLEU,750,0,750,0,,0,,0,,886
09,327N,1210000,COMPLEMENT DESTINACIÓ IMMIGRACIÓ,0,1964.74,1964.74,616.14,,616.14,,616.14,,887
14,3321B,1600000,CULTURA SEGURETAT SOCIAL BIBLIOTEQUES,13361.68,0,13361.68,2272.14,,2272.14,,2272.14,,888
14,326Q,1600014,EDUCACIO SEGURETAT SOCIAL PTT,0,0,0,0,,0,,0,,889
13,1532B,2160000,MANTENIMENT FOTOCOPIADORA,600,0,600,64.64,,64.64,,64.64,,890
14,323BN,1300100,EDUCACIÓ HORES EXTRES NETEJA POMPEU,0.01,287.47,287.48,287.47,,287.47,,287.47,,891
12,323,1310000,LABORAL TEMPORAL PREESCOLAR,33045.07,0,33045.07,7670.55,,7670.55,,7670.55,,892
10,1721E,2269900,EDUCACIÓ AMBIENTAL I SIMILARS,800,0,800,0,,0,,0,,893
09,312,4670000,QUOTA ANUAL CONSORCI HOSP.CATALUNYA,675.16,0,675.16,0,,0,,0,,894
09,327N,1210100,COMPLEMENT ESPECIFIC IMMIGRACIÓ,0,3201.77,3201.77,1171.38,,1171.38,,1171.38,,895
14,3321B,2211000,CULTURA PRODUCTES NETEJA BIBLIOTEQUES,500,0,500,75.07,,75.07,,0,,896
14,326Q,1600015,EDUCACIO SEG SOCIAL PFI-PTT,0,0,0,0,,0,,0,,897
13,1532B,2211000,PRODUCTES NETEJA,300,0,300,0,,0,,0,,898
14,323BN,1300200,EDUCACIÓ ALTRES REMUNERACIONS NETEJA POMPEU,37552.82,0,37552.82,8038.53,,8038.53,,8038.53,,899
12,323,1500000,PRODUCTIVITAT PREESCOLAR,1400,0,1400,349.98,,349.98,,349.98,,900
09,326C,1200314,BASIQUES C1 DESENVOLUPAMENT COMUNITARI,0,0,0,0,,0,,0,,901
11,491,1310000,PERSONAL TEMPORAL,27001.01,0,27001.01,6263.34,,6263.34,,6263.34,,902
09,327N,1500000,PRODUCTIVITAT IMMIGRACIÓ,0,0.01,0.01,0,,0,,0,,903
14,326Q,2269900,EDUCACIÓ PROGRAMA PTT MANLLEU,25000,0,25000,6590.66,,6590.66,,3796.95,,904
14,3321B,2260900,CULTURA PROM. LECTURA BIBLIOTEQUES,6700,0,6700,150.35,,150.35,,150.35,,905
14,323BN,1310000,EDUCACIÓ LABORAL TEMPORAL NETEJA POMPEU FABRA,0.01,0,0.01,0,,0,,0,,906
13,1532D,2219900,SUBMINISTRAMENTS DIVERSOS,800,0,800,0,,0,,0,,907
12,323,1500100,PRODUCTIVITAT PREESCOLAR,4200,0,4200,1014.96,,1014.96,,1014.96,,908
11,491,1500100,PRODUCTIVITAT LABORAL,700,0,700,174.99,,174.99,,174.99,,909
09,326C,1210014,COMPLEMENT DESTINACIO DESENVOLUPAMENT COMUNITARI,0,0,0,0,,0,,0,,910
09,327N,1600000,SEGURETAT SOCIAL IMMIGRACIÓ,0,3149.73,3149.73,823.8,,823.8,,823.8,,911
14,326QA,2269915,EDUCACIO PROGRAMA PFI-PTT,0,0,0,0,,0,,0,,912
14,3321B,2260914,CULTURA PROM LECTURA B MORGADES,0,0,0,0,,0,,0,,913
14,323BN,1500000,EDUCACIÓ PRODUCTIVITAT NETEJA POMPEU,2100,0,2100,174.99,,174.99,,174.99,,914
13,171F,2100000,CONSERVACIÓ PARCS INFANTILS,14000,0,14000,1243.94,,1243.94,,228.65,,915
11,491,1600000,SEGURETAT SOCIAL,8739.67,0,8739.67,1473.12,,1473.12,,1473.12,,916
12,323,1510000,GRATIFICACIONS NETEJA PREESCOLAR,0.01,0,0.01,0,,0,,0,,917
09,326C,1210114,COMPLEMENT ESPECIFIC DESENVOLUPAMENT COMUNITARI,0,0,0,0,,0,,0,,918
09,327P,2269915,DESPESES PGDM ABS/24/2012,0,0,0,0,,0,,0,,919
14,3321B,2269900,CULTURA DESPESES DIVERSES BIBLIOTEQUES,1600,0,1600,0,,0,,0,,920
14,326T,4890200,CULTURA CONVENI PRO ATENEU,4000,0,4000,0,,0,,0,,921
13,171F,2100100,SUBSTITUCIÓ JOCS INFANTILS,3000,0,3000,0,,0,,0,,922
14,323BN,1500100,EDUCACIÓ PRODUCTIVITAT NETEJA POMPEU,700,0,700,349.98,,349.98,,349.98,,923
12,323,1600000,SEGURETAT SOCIAL PREESCOLAR,70893.15,0,70893.15,12114.72,,12114.72,,12114.72,,924
11,491,2130000,MANTENIMENT MANLLEU CONNECTA,13950,0,13950,0,,0,,0,,925
09,326C,1300000,BÀSIQUES TRIPIJOC,18583.5,0,18583.5,5007.18,,5007.18,,5007.18,,926
09,493,2269900,ACTIVITATS CONSUM,6000,0,6000,771.9,,771.9,,0,,927
14,3321B,2270000,CULTURA SERVEI NETEJA B. MORGADES,0.01,0,0.01,0,,0,,0,,928
14,323BN,1510000,EDUCACIÓ GRATIFICACIONS NETEJA POMPEU,0.01,0,0.01,0,,0,,0,,929
14,327,2150000,JOVENT CONSERVACIÓ MOBILIARI,0.01,0,0.01,0,,0,,0,,930
14,150,2279911,TREBALLS ASSESSORAMENTS PROFESSIONALS,0,0,0,0,,0,,0,,931
12,323,2060015,LLOGUER FOTOCOPIADORA,0,0,0,0,,0,,0,,932
11,491,2160000,MANTENIMENT HOTSPOTS,2000,0,2000,0,,0,,0,,933
09,326C,1300100,HORES EXTRES TRIPIJOC,0.01,0,0.01,0,,0,,0,,934
14,323BN,1600000,EDUCACIÓ SEGURETAT SOCIAL NETEJA POMPEU,26373.6,0,26373.6,4464.1,,4464.1,,4464.1,,935
10,135,2269900,DESPESES ADF CABRERÈS,0.01,0,0.01,0,,0,,0,,936
14,3321D,2269900,CULTURA ACTIVITATS DIFUSIÓ BIBLIOTEQUES,3000,0,3000,267.32,,267.32,,227.11,,937
14,327,2160000,JOVENT MANTENIMENT EQUIPS INFORMÀTICS,500,0,500,0,,0,,0,,938
14,1521I,2269911,DESPESES DIVERSES,0,0,0,0,,0,,0,,939
12,323,2150000,CONSERVACIÓ MOBILIARI,380,0,380,0,,0,,0,,940
11,491,2160100,DESPESES HOTSPOTS I ALTRES,0.01,0,0.01,0,,0,,0,,941
09,326C,1300200,ALTRES REMUNERACIONS TRIPIJOC,29284.55,0,29284.55,5956.02,,5956.02,,5956.02,,942
14,323D,1200500,EDUCACIÓ BÀSIQUES AP 4 VENTS,7678.58,0,7678.58,1661.88,,1661.88,,1661.88,,943
10,135,4899900,TRANSF. APORTACIÓ ADF CABRERÈS,500,0,500,0,,0,,0,,944
14,327,2200000,JOVENT MATERIAL OFICINA,100,0,100,0,,0,,0,,945
14,3321F,2270000,CULTURA SERVEI NETEJA B BLANCAFORT,0.01,0,0.01,0,,0,,0,,946
14,1521P,2269911,DESPESES PROJECTES SOCIALS I DINAMITZADORS,0,0,0,0,,0,,0,,947
12,323,2160000,MANTENIMENT FOTOCOPIADORA,300,0,300,52.54,,52.54,,52.54,,948
14,323D,1200600,EDUCACIÓ TRIENNIS 4 VENTS,754.32,0,754.32,163.32,,163.32,,163.32,,949
11,491,2160200,MANTENIMENT WEBS MUNICIPALS,9500,0,9500,3153.44,,3153.44,,968,,950
09,326C,1500100,PRODUCTIVITAT TRIPIJOC,1316,0,1316,328.98,,328.98,,328.98,,951
10,1621,2270000,RECOLLIDA D'ESCOMBRARIES,353042.63,0,353042.63,353042.63,,29273.85,,0,,952
14,3321L,2269900,CULTURA DESPESES LOCAL BBVA,55000,0,55000,5680.26,,5680.26,,2934.54,,953
14,327,2211000,JOVENT PRODUCTES NETEJA,500,0,500,0,,0,,0,,954
14,231,2269900,EDUCACIÓ AJUT LLIBRES I MATERIAL,19000,0,19000,0,,0,,0,,955
14,323D,1210000,EDUCACIÓ COMPLEMENT DESTINACIÓ 4 VENTS,3955.42,0,3955.42,856.08,,856.08,,856.08,,956
11,491,2220000,COMUNICACIONS  MANLLEU CONNECTA,24000,0,24000,0,,0,,0,,957
09,326C,1600000,SEGURETAT SOCIAL TRIPIJOC,15517.6,0,15517.6,2611.48,,2611.48,,2611.48,,958
12,323,2200000,MATERIAL OFICINA,480,0,480,0,,0,,0,,959
10,1621C,2150000,MANTENIMENT CONTENIDORS,7000,0,7000,239.46,,239.46,,0,,960
14,3321N,1200500,CULTURA BASIQUES AP NETEJA BIBLIOTECA,7678.58,0,7678.58,1655.93,,1655.93,,1655.93,,961
14,320,1200100,EDUCACIÓ BÀSIQUES A2 ADM.GNAL.,12906.52,0,12906.52,2905.71,,2905.71,,2905.71,,962
14,327,2219900,JOVENT SUBMINISTRAMENTS DIVERSOS,0.01,0,0.01,0,,0,,0,,963
11,491,2269914,INTEGRACIO DE DADES,0,0,0,0,,0,,0,,964
14,323D,1210100,EDUCACIÓ COMPLEMENT ESPECÍFIC 4 VENTS,7101.24,0,7101.24,1793.1,,1793.1,,1793.1,,965
09,326C,1600014,SEGURETAT SOCIAL DESENVOLUPAMENT COMUNITARI,0,0,0,0,,0,,0,,966
14,3321N,1200600,CULTURA TRIENIS NETEJA BIBLIOTEQUES,610.62,0,610.62,287.8,,287.8,,287.8,,967
12,323,2210400,VESTUARI ESCOLA BRESSOL,1000,0,1000,0,,0,,0,,968
10,1621M,2279900,TREB. RECOLL. MULTIPRODUCTE,235651.83,0,235651.83,235651.83,,0,,0,,969
14,320,1200400,EDUCACIÓ BÀSIQUES C2 ADM.GNAL.,12567.87,0,12567.87,1815.75,,1815.75,,1815.75,,970
14,327,2260200,JOVENT PUBLICITAT I PROPAGANDA,800,0,800,0,,0,,0,,971
11,491F,1200300,BÀSIQUES C1 GESTIÓ DADES,9884.84,0,9884.84,2422.69,,2422.69,,2422.69,,972
09,326C,2020000,LLOGUER LOCAL TRIPIJOC,6967.34,0,6967.34,544.79,,0,,0,,973
14,323D,1500000,EDUCACIÓ PRODUCTIVITAT 4 VENTS,700,0,700,174.99,,174.99,,174.99,,974
12,323,2210500,ALIMENTACIÓ,11000,0,11000,844.59,,750.08,,679.62,,975
14,3321N,1210000,CULTURA COMPL DESTI NETEJA BIBLIOTEQUES,3955.42,0,3955.42,664.79,,664.79,,664.79,,976
10,1621O,2270000,RECOLLIDA DE MATÈRIA ORGÀNICA (FORM),299232.62,0,299232.62,299232.62,,23293.93,,0,,977
14,320,1200600,EDUCACIÓ TRIENNIS ADM.GNAL.,2547.89,0,2547.89,533.04,,533.04,,533.04,,978
11,491F,1200600,TRIENNIS GESTIÓ DADES,2667.6,0,2667.6,534.75,,534.75,,534.75,,979
14,327,2260900,JOVENT PREMIS CONCURS MANGA,500,0,500,0,,0,,0,,980
14,323D,1510000,EDUCACIÓ GRATIFICACIONS 4 VENTS,0.01,0,0.01,0,,0,,0,,981
09,326C,2150000,CONSERVACIÓ MOBILIARI TRIPIJOC,500,0,500,0,,0,,0,,982
12,323,2211000,PRODUCTES NETEJA,3000,0,3000,165.84,,165.84,,0,,983
14,3321N,1210100,CULTURA. COMPL ESPECIFIC NETEJA BIBLIOTEQUES,6230.88,0,6230.88,1292.45,,1292.45,,1292.45,,984
14,320,1210000,EDUCACIÓ COMPLEMENT DESTINACIÓ ADM.GNAL.,14643.09,0,14643.09,2392.59,,2392.59,,2392.59,,985
10,1621V,2279900,TREBALLS RECOLLIDA VIDRE,29900,0,29900,29900,,2405.87,,0,,986
11,491F,1210000,COMPLEMENT DESTÍ GESTIÓ DADES,7137.76,0,7137.76,1407.5,,1407.5,,1407.5,,987
14,327,2270000,JOVENT SERVEI NETEJA SIDRAL,5235.54,0,5235.54,0,,0,,0,,988
14,323D,1600000,EDUCACIÓ SEGURETAT SOCIAL 4 VENTS,5219,0,5219,878.26,,878.26,,878.26,,989
09,326C,2211000,PRODUCTES NETEJA TRIPIJOC,200,0,200,41.52,,41.52,,41.52,,990
12,323,2219900,SUBMINISTRAMENTS DIVERSOS,100,0,100,0,,0,,0,,991
10,1622B,1200400,BÀSIQUES C2 DEIXALLERIA,0,0,0,0,,0,,0,,992
11,491F,1210100,COMPLEMENT ESPECÍFIC GESTIÓ DADES,9878.64,0,9878.64,2272.66,,2272.66,,2272.66,,993
14,3321N,1500000,CULTURA. PRODUCTIVITAT NETEJA BIBLIOTEQUES,700,0,700,58.33,,58.33,,58.33,,994
14,320,1210100,EDUCACIÓ COMPLEMENT ESPECÍFIC ADM.GNAL.,18745.5,0,18745.5,3758.49,,3758.49,,3758.49,,995
14,327,4890100,JOVENT SUBVENCIONS ENTITATS,0.01,0,0.01,0,,0,,0,,996
09,326C,2269900,DESPESES DIVERSES TRIPIJOC,3200,0,3200,133.22,,133.22,,83.33,,997
14,323D,2211000,EDUCACIÓ PRODUCTES NETEJA 4 VENTS,500,0,500,0,,0,,0,,998
12,323,2269900,DESPESES DIVERSES,760,0,760,94.13,,94.13,,94.13,,999
10,1622B,1200500,BÀSIQUES AP DEIXALLERIA,9239.73,0,9239.73,0,,0,,0,,1000
