Org_,Descripció_orgànica,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,Obligacions_reconegudes,Pagaments_fets,FID
13,Brigada,171,1300000,BÀSIQUES PARCS I JARDINS,33514.32,6750.45,40264.77,28506.08,28506.08,28506.08,1039
09,Serveis Socials,231G,4899900,QUOTA ANUAL FONS COOPERACIÓ,1100,0,1100,1100,1100,1100,1040
14,Serveis Personals,323J,2279900,EDUCACIÓ EXTERNALITZACIÓ ELS PICAROLS,367434.51,0,367434.51,253245.22,253245.22,253245.22,1041
11,Societat del coneixement i informació,920,2160000,CONSERVACIÓ EQUIPS INFORMÀTICS,18000,10439.34,28439.34,15939.2,15939.2,15939.2,1042
10,Medi Ambient,170,1200100,BÀSIQUES A2 ADM. GNAL. MEDI AMBIENT,12906.52,129.07,13035.59,9423.5,9423.5,9423.5,1043
09,Serveis Socials,311D,2279900,CONTRACTE DDD,7201,0,7201,3351.94,3351.94,3351.94,1044
14,Serveis Personals,323,2269914,EDUCACIO AGENDES ESCOLARS,0,17,17,0,0,0,1045
09,Serveis Socials,327I,1310000,LABORAL TEMPORAL IMMIGRACIÓ,0.01,0,0.01,0,0,0,1046
14,Serveis Personals,326,2020000,EDUCACIÓ DESPESES LOCAL TRIS-TRAS,9286.5,0,9286.5,2294.08,2294.08,2294.08,1047
11,Societat del coneixement i informació,920,2160100,MANTENIMENT APLICACIONS INFORMÀTIQUES,44160.74,0,44160.74,47786.56,47786.56,47786.56,1048
09,Serveis Socials,231I,1200400,BASIQUES C2 ATENCIO INFANCIA,0,4254.69,4254.69,4163.01,4163.01,4163.01,1049
10,Medi Ambient,170,1200600,TRIENNIS ADM.GNAL. MEDI AMBIENT,1945.52,417.58,2363.1,1708.43,1708.43,1708.43,1050
13,Brigada,171,1300100,HORES EXTRES PARCS I JARDINS,0.01,1550.28,1550.29,1550.28,1550.28,1550.28,1051
09,Serveis Socials,311I,2279900,INSPECCIONS ESTABLIMENTS,1200,0,1200,0,0,0,1052
09,Serveis Socials,327I,1500000,PRODUCTIVITAT IMMIGRACIÓ,700,0,700,17.49,17.49,17.49,1053
14,Serveis Personals,323,4899715,EDUCACIÓ AJUTS MENJADOR PICAROLS,0,5700,5700,0,0,0,1054
11,Societat del coneixement i informació,920,2160200,MANTENIMENT CENTRALETES,9922.38,0,9922.38,9151.23,9151.23,9151.23,1055
14,Serveis Personals,326,2260200,EDUCACIÓ PUBLICITAT I PROPAGANDA,1000,0,1000,490.05,490.05,490.05,1056
13,Brigada,171,1300200,ALTRES REMUNERACIONS PARCS I JARDINS,66035.69,-11301.63,54734.06,42313.24,42313.24,42313.24,1057
09,Serveis Socials,311IE,2279900,INSPECCIONS ESTABLIMENTS,0,4400,4400,0,0,0,1058
10,Medi Ambient,170,1210000,COMPLEMENT DESTINACIÓ ADM.GNAL. MEDI AMBIENT,8160.88,81.61,8242.49,5887.5,5887.5,5887.5,1059
09,Serveis Socials,327I,1500100,PRODUCTIVITAT IMMIGRACIÓ,0.01,0,0.01,0,0,0,1060
09,Serveis Socials,231I,1210000,COMPL DESTI ATENCIÓ INFANCIA,0,1529.85,1529.85,1496.89,1496.89,1496.89,1061
11,Societat del coneixement i informació,920,2160300,MANTENIMENT CENTRE PROCESSAMENT DADES,44984.93,1800,46784.93,33807.44,33807.44,33807.44,1062
14,Serveis Personals,326,2260900,JOVENT ESCOLA D'ESTIU,3000,0,3000,3000,3000,3000,1063
09,Serveis Socials,311L,2279900,CONTRACTE LEGIONEL·LOSI,10200,0,10200,4472.13,4472.13,4472.13,1064
13,Brigada,171,1500100,PRODUCTIVITAT PARCS I JARDINS,2800,1751.86,4551.86,2759.82,2759.82,2759.82,1065
14,Serveis Personals,323,4899815,EDUCACIÓ AJUTS MENJADOR COLORS,0,18050,18050,2850,2850,2850,1066
09,Serveis Socials,327I,1510000,GRATIFICACIONS IMMIGRACIÓ,0.01,0,0.01,0,0,0,1067
10,Medi Ambient,170,1210100,COMPLEMENT ESPECÍFIC ADM.GNAL. MEDI AMBIENT,9999.24,99.99,10099.23,7574.49,7574.49,7574.49,1068
09,Serveis Socials,231I,1210100,COMPL ESPECIFIC ATENCIÓ INFANCIA,0,3231.94,3231.94,3162.28,3162.28,3162.28,1069
14,Serveis Personals,323,4899900,EDUCACIÓ. AJUTS ESCOLES BRESSOL,0,4399.37,4399.37,0,0,0,1070
14,Serveis Personals,326,2269900,EDUCACIÓ DESPESES DIVERSES,1000,0,1000,889.6,889.6,889.6,1071
09,Serveis Socials,311P,4890100,CONVENI CENTRE MÈDIC PSICOPEDAGÒGIC,3654,0,3654,3654,1827,1827,1072
10,Medi Ambient,170,1300100,HORES EXTRES ADM.GNAL. MEDI AMBIENT,0.01,0,0.01,0,0,0,1073
11,Societat del coneixement i informació,920,2220000,TELÈFON,90000,-10439.34,79560.66,54967.47,54967.47,54967.47,1074
13,Brigada,171,1600000,SEGURETAT SOCIAL PARCS I JARDINS,32356.48,-1709.92,30646.56,20528.63,20528.63,20528.63,1075
09,Serveis Socials,327I,1600000,SEGURETAT SOCIAL IMMIGRACIÓ,7298.46,533.06,7831.52,5177.85,5177.85,5177.85,1076
14,Serveis Personals,326,4670000,CULTURA CONSORCI NORMALITZACIÓ LING.,24000,0,24000,0,0,0,1077
14,Serveis Personals,323,4899914,EDUCACIO AJUTS MENJADOR,0,1146.06,1146.06,0,0,0,1078
10,Medi Ambient,170,1500000,PRODUCTIVITAT ADM.GNAL.MEDI AMBIENT,700,0,700,524.97,524.97,524.97,1079
09,Serveis Socials,231I,1500000,PRODUCTIVITAT ATENCIO INFANCIA,0,0.01,0.01,0,0,0,1080
11,Societat del coneixement i informació,920,2270600,ADEQUACIÓ SISTEMA NACIONAL SEGURETAT,0,7260,7260,0,0,0,1081
13,Brigada,171E,2100000,CONSERVACIÓ I MILLORA JARDINS,48000,0,48000,21877.16,21877.16,21764.63,1082
09,Serveis Socials,311R,4890000,CONVENI CREU ROJA,4200,0,4200,0,0,0,1083
09,Serveis Socials,327I,2269900,DESPESES PGDM,12000,0,12000,2356.6,2356.6,2356.6,1084
14,Serveis Personals,326,4890100,EDUCACIÓ CONVENI CASALS GRÀCIA,1800,0,1800,1800,900,900,1085
14,Serveis Personals,323A,1300000,EDUCACIÓ BÀSIQUES PUIG AGUT,7678.58,651.18,8329.76,5947.9,5947.9,5947.9,1086
09,Serveis Socials,231I,1600000,SEGURETAT SOCIAL ATENCIÓ INFANCIA,0,2826.66,2826.66,2826.66,2826.66,2826.66,1087
10,Medi Ambient,170,1510000,GRATIFICACIONS,0.01,0,0.01,0,0,0,1088
13,Brigada,171E,2279900,TREBALLS JARDINERIA TAC OSONA,44474.66,0,44474.66,25198.32,25198.32,25198.32,1089
14,Serveis Personals,323A,1300100,EDUCACIÓ HORES EXTRES PUIG AGUT,0.01,0,0.01,0,0,0,1090
09,Serveis Socials,311S,2269900,ACCIONS RELATIVES SALUT PÚBLICA,12986.11,-630.8,12355.31,5296.89,5296.89,5296.89,1091
10,Medi Ambient,170,1600000,SEGURETAT SOCIAL ADM.GNAL. MEDI AMBIENT,8714.59,188.25,8902.84,5951.48,5951.48,5951.48,1092
09,Serveis Socials,327I,2269915,DESPESES PGDM,0,95.78,95.78,0,0,0,1093
11,Societat del coneixement i informació,920,4670000,APORTACIÓ LOCALRET,2500,0,2500,2390.9,2390.9,2390.9,1094
14,Serveis Personals,326,4890200,EDUCACIÓ CONVENI LA SALLE,1800,0,1800,1800,900,900,1095
14,Serveis Personals,323A,1300200,EDUCACIÓ ALTRES REMUNERACIONS PUIG AGUT,10568.88,-148.61,10420.27,7695.33,7695.33,7695.33,1096
13,Brigada,454,2100300,CAMINS RURALS,3000,0,3000,335.96,335.96,335.96,1097
10,Medi Ambient,170,2260200,PUBLICITAT I PROPAGANDA,0.01,0,0.01,0,0,0,1098
09,Serveis Socials,231I,2269900,ACTIVITATS IGUALTAT,0,7700,7700,0,0,0,1099
09,Serveis Socials,327I,4890200,CONVENI MARES MÓN,2000,1700,3700,3700,1850,0,1100
09,Serveis Socials,311SA,2269900,ACCIONS RELATIVES SALUT PUBLICA,0,4000,4000,145.2,145.2,145.2,1101
14,Serveis Personals,326,4890300,EDUCACIÓ CONVENI SECCIÓ INSTITUT DE MANLLEU,1800,0,1800,1800,900,900,1102
14,Serveis Personals,323A,1500100,EDUCACIÓ PRODUCTIVITAT PUIG AGUT,700,0,700,524.97,524.97,524.97,1103
10,Medi Ambient,170,6250000,MOBILIARI,0,0.01,0.01,0,0,0,1104
09,Serveis Socials,231L,4890000,CONVENI M DEU LOURDES,0,500,500,500,250,0,1105
09,Serveis Socials,327ID,2269900,DESPESES PGDM,0,3000,3000,0,0,0,1106
11,Societat del coneixement i informació,920,6260000,EQUIPS TRACTAMENT INFORMACIÓ,0,1114.42,1114.42,1114,1114,1114,1107
13,Brigada,1532,1200400,BÀSIQUES C2 VIES PÚBLIQUES,25135.74,3496.36,28632.1,16117.17,16117.17,16117.17,1108
09,Serveis Socials,311SP,2269900,PROMOCIÓ DE LA SALUT,0,2500,2500,0,0,0,1109
14,Serveis Personals,326,4890400,EDUCACIÓ CONVENI EL CARME,1800,0,1800,1800,900,900,1110
14,Serveis Personals,323A,1600000,EDUCACIÓ SEGURETAT SOCIAL PUIG AGUT,5977.92,57.57,6035.49,4057.12,4057.12,4057.12,1111
09,Serveis Socials,327IP,2269913,PGDM MEDIACIO,0,2726.02,2726.02,0,0,0,1112
11,Societat del coneixement i informació,920,6400000,PROPIETAT INTEL.LECTUAL: LLICÈNCIES,0,0.01,0.01,0,0,0,1113
10,Medi Ambient,321,4899900,TRANSF ESTALVI ENERGETIC ESCOLES,800,0,800,0,0,0,1114
09,Serveis Socials,231N,1200500,BÀSIQUES AP NETEJA SS,7678.58,-7124.62,553.96,553.96,553.96,553.96,1115
13,Brigada,1532,1200600,TRIENNIS VIES PÚBLIQUES,1751.82,204.09,1955.91,854.07,854.07,854.07,1116
09,Serveis Socials,311V,2269914,DESPESES CAP MANLLEU (ASP),0,306.58,306.58,0,0,0,1117
14,Serveis Personals,323A,2211000,EDUCACIÓ PRODUCTES NETEJA PUIG AGUT,500,0,500,0,0,0,1118
14,Serveis Personals,326,4890500,EDUCACIÓ CONVENI IES A POUS,1800,0,1800,1800,900,900,1119
09,Serveis Socials,327N,1200300,BASIQUES C1 IMMIGRACIÓ,0,6822.21,6822.21,5400.28,5400.28,5400.28,1120
11,Societat del coneixement i informació,920P,6260015,EQUIPS TRACTAMENT INFORMACIO,0,1.07,1.07,0,0,0,1121
10,Medi Ambient,321,4899915,TRANF ESTALVI ENERGETIC ESCOLES,0,0,0,0,0,0,1122
09,Serveis Socials,231N,1200600,TRIENNIS NETEJA SS,783.48,-715.43,68.05,68.05,68.05,68.05,1123
13,Brigada,1532,1210000,COMPLEMENT DESTINACIÓ VIES PÚBLIQUES,13752.76,137.53,13890.29,8158.35,8158.35,8158.35,1124
14,Serveis Personals,323A,2269900,EDUCACIÓ DESPESES DIVERSES PUIG AGUT,300,0,300,76,76,76,1125
14,Serveis Personals,326A,2269900,EDUCACIÓ ACTUACIONS,1700,0,1700,0,0,0,1126
09,Serveis Socials,312,2269900,DESPESES CAP MANLLEU,750,0,750,0,0,0,1127
12,Escola Bressol,323,1200300,BÀSIQUES C1 PREESCOLAR,9884.84,98.85,9983.69,7173.6,7173.6,7173.6,1128
09,Serveis Socials,327N,1200600,TRIENIS IMMIGRACIÓ,0,581.64,581.64,421.3,421.3,421.3,1129
10,Medi Ambient,323,2269913,MESURES ESTALVI ENERGETIC,0,54.99,54.99,0,0,0,1130
12,Escola Bressol,323,1200500,BÀSIQUES AP PREESCOLAR,7678.58,76.79,7755.37,5539.6,5539.6,5539.6,1131
13,Brigada,1532,1210100,COMPLEMENT ESPECÍFIC VIES PÚBLIQUES,27907.32,-2490.23,25417.09,22041.92,22041.92,22041.92,1132
09,Serveis Socials,312,4670000,QUOTA ANUAL CONSORCI HOSP.CATALUNYA,675.16,0,675.16,675.16,675.16,675.16,1133
10,Medi Ambient,323,2269915,MESURES ESTALVI ENERGETIC,0,0,0,0,0,0,1134
09,Serveis Socials,327N,1210000,COMPLEMENT DESTINACIÓ IMMIGRACIÓ,0,2947.14,2947.14,2325.47,2325.47,2325.47,1135
14,Serveis Personals,323A,2270000,EDUCACIÓ SERVEI NETEJA PUIG AGUT,98826.36,0,98826.36,57648.71,57648.71,57648.71,1136
14,Serveis Personals,326A,4890000,EDUCACIÓ CONVENI PUIG AGUT,1800,0,1800,1800,900,900,1137
09,Serveis Socials,231N,1210000,COMPLEMENT DESTINACIÓ NETEJA SS,3326.68,-3086.68,240,240,240,240,1138
12,Escola Bressol,323,1200600,TRIENNIS PREESCOLAR,1719.15,501.88,2221.03,1593.13,1593.13,1593.13,1139
13,Brigada,1532,1300000,BÀSIQUES VIES PÚBLIQUES,41192.9,-4485.64,36707.26,20054.29,20054.29,20054.29,1140
09,Serveis Socials,326C,1200314,BASIQUES C1 DESENVOLUPAMENT COMUNITARI,0,1510.79,1510.79,265.88,265.88,265.88,1141
10,Medi Ambient,323,4899915,TRANSF ESTALVI ENERGETIC ESCOLES,0,0,0,0,0,0,1142
09,Serveis Socials,327N,1210100,COMPLEMENT ESPECIFIC IMMIGRACIÓ,0,4802.66,4802.66,3892.01,3892.01,3892.01,1143
12,Escola Bressol,323,1210000,COMPLEMENT DESTINACIÓ PREESCOLAR,10111.22,1410.81,11522.03,8230.1,8230.1,8230.1,1144
09,Serveis Socials,231N,1210100,COMPLEMENT ESPECÍFIC NETEJA SS,6428.88,-5887.78,541.1,541.1,541.1,541.1,1145
13,Brigada,1532,1300100,HORES EXTRES VIES PÚBLIQUES,0.01,15788.36,15788.37,2332.89,2332.89,2332.89,1146
10,Medi Ambient,327,2269900,DESPESES HORTS,3400,0,3400,2526.75,2526.75,2526.75,1147
14,Serveis Personals,323A,4890100,EDUCACIÓ CONVENI SUBV. PUIG AGUT,4300,0,4300,4300,2150,2150,1148
09,Serveis Socials,326C,1210014,COMPLEMENT DESTINACIO DESENVOLUPAMENT COMUNITARI,0,827.84,827.84,0,0,0,1149
14,Serveis Personals,326B,2269900,"EDUCACIÓ, ACTIVITATS DIVERSES",0,322.26,322.26,234.61,234.61,234.61,1150
09,Serveis Socials,327N,1500000,PRODUCTIVITAT IMMIGRACIÓ,0,0.01,0.01,0,0,0,1151
09,Serveis Socials,231N,1300000,BASIQUES NETEJA SS,0,9077.5,9077.5,6474.16,6474.16,6474.16,1152
12,Escola Bressol,323,1210100,COMPLEMENT ESPECÍFIC PREESCOLAR,11524.68,115.25,11639.93,8729.91,8729.91,8729.91,1153
10,Medi Ambient,1621,2270000,RECOLLIDA D'ESCOMBRARIES,353042.63,0,353042.63,353042.63,204916.95,204916.95,1154
13,Brigada,1532,1300200,ALTRES REMUNERACIONS VIES PÚBLIQUES,82053.8,-24531.18,57522.62,37232.23,37232.23,37232.23,1155
14,Serveis Personals,323B,1300000,EDUCACIÓ BÀSIQUES POMPEU,7678.58,1608.51,9287.09,6628.4,6628.4,6628.4,1156
09,Serveis Socials,326C,1210114,COMPLEMENT ESPECIFIC DESENVOLUPAMENT COMUNITARI,0,313.7,313.7,0,0,0,1157
14,Serveis Personals,326B,4890000,EDUCACIÓ CONVENI POMPEU FABRA,1800,0,1800,1800,900,900,1158
09,Serveis Socials,327N,1600000,SEGURETAT SOCIAL IMMIGRACIÓ,0,4750.66,4750.66,3551.52,3551.52,3551.52,1159
09,Serveis Socials,231N,1300100,HORES EXTRES NETEJA SS,0,0.01,0.01,0,0,0,1160
13,Brigada,1532,1310000,LABORAL TEMPORAL VIES PÚBLIQUES,42009.97,17775.99,59785.96,53575.97,53575.97,53575.97,1161
12,Escola Bressol,323,1300000,BÀSIQUES PREESCOLAR,58489.24,16876.13,75365.37,54966.55,54966.55,54966.55,1162
10,Medi Ambient,1721,2269900,DESPESES DIVERSES MEDI AMBIENT,3000,0,3000,992.74,992.74,992.74,1163
09,Serveis Socials,326C,1300000,BÀSIQUES TRIPIJOC,18583.5,4534.89,23118.39,16476.88,16476.88,16476.88,1164
14,Serveis Personals,323B,1300100,EDUCACIÓ HORES EXTRES POMPEU,0.01,67.64,67.65,67.64,67.64,67.64,1165
14,Serveis Personals,326C,2020000,EDUCACIÓ LLOGUER ESCOLA ADULTS,21958.67,0,21958.67,12157.63,12157.63,12157.63,1166
09,Serveis Socials,327P,2269915,DESPESES PGDM ABS/24/2012,0,1500,1500,0,0,0,1167
09,Serveis Socials,231N,1300200,ALTRES REMUNERACIONS NETEJA SS,0,10494.59,10494.59,7661.21,7661.21,7661.21,1168
13,Brigada,1532,1500000,PRODUCTIVITAT VIES PÚBLIQUES,2800,-700,2100,1049.94,1049.94,1049.94,1169
09,Serveis Socials,326C,1300100,HORES EXTRES TRIPIJOC,0.01,0,0.01,0,0,0,1170
10,Medi Ambient,1721,2269909,AMBIENTACIO FIRES,0,212.44,212.44,0,0,0,1171
12,Escola Bressol,323,1300100,HORES EXTRES PREESCOLAR,0.01,0,0.01,0,0,0,1172
14,Serveis Personals,323B,1300200,EDUCACIÓ ALTRES REMUNERACIONS POMPEU,12638.41,-1013.62,11624.79,8564.67,8564.67,8564.67,1173
14,Serveis Personals,326C,2211000,EDUCACIÓ PRODUCTES NETEJA ESCOLA ADULTS,800,0,800,127.95,127.95,127.95,1174
09,Serveis Socials,231N,1500000,PRODUCTIVITAT NETEJA SS,700,-699.99,0.01,0,0,0,1175
09,Serveis Socials,493,2269900,ACTIVITATS CONSUM,6000,0,6000,2986.07,2986.07,2986.07,1176
09,Serveis Socials,326C,1300200,ALTRES REMUNERACIONS TRIPIJOC,29284.55,-3875.97,25408.58,18660.33,18660.33,18660.33,1177
12,Escola Bressol,323,1300200,ALTRES REMUNERACIONS PREESCOLAR,99457.35,-13345.28,86112.07,64348.07,64348.07,64348.07,1178
13,Brigada,1532,1500100,PRODUCTIVITAT VIES PÚBLIQUES,4200,700,4900,2562.59,2562.59,2562.59,1179
10,Medi Ambient,1721,4670000,APORTACIÓ AGÈNCIA ENERGIA OSONA,3100,0,3100,0,0,0,1180
14,Serveis Personals,326C,2260900,EDUCACIÓ ACTIVITATS ADULTS (db),0,8072,8072,0,0,0,1181
14,Serveis Personals,323B,1500100,EDUCACIÓ PRODUCTIVITAT POMPEU,700,0,700,524.97,524.97,524.97,1182
09,Serveis Socials,231N,1500100,PRODUCTIVITAT ADM.GNAL.SS,0.01,699.99,700,524.87,524.87,524.87,1183
10,Medi Ambient,135,2269900,DESPESES ADF CABRERÈS,0.01,0,0.01,0,0,0,1184
09,Serveis Socials,326C,1500100,PRODUCTIVITAT TRIPIJOC,1316,0,1316,986.94,986.94,986.94,1185
12,Escola Bressol,323,1310000,LABORAL TEMPORAL PREESCOLAR,33045.07,577.46,33622.53,25067.58,25067.58,25067.58,1186
13,Brigada,1532,1510000,GRATIFICACIONS VIES PÚBLIQUES,0.01,157.04,157.05,157.04,157.04,157.04,1187
10,Medi Ambient,1721,4899900,TRANSF. CONTROL ATMOSFÈRIC,1500,0,1500,0,0,0,1188
14,Serveis Personals,326C,2260915,"EDUCACIÓ, ACTIVITATS EDUCATIVES ESCOLA ADULTS (db)",0,7153,7153,7153,0,0,1189
09,Serveis Socials,231N,1510000,GRATIFICACIONS NETEJA SS,0.01,0,0.01,0,0,0,1190
13,Brigada,1532,1600000,SEGURETAT SOCIAL VIES PÚBLIQUES,81403.86,-3724.8,77679.06,48626.95,48626.95,48626.95,1191
09,Serveis Socials,326C,1600000,SEGURETAT SOCIAL TRIPIJOC,15517.6,202.81,15720.41,10464.32,10464.32,10464.32,1192
10,Medi Ambient,135,4899900,TRANSF. APORTACIÓ ADF CABRERÈS,500,0,500,0,0,0,1193
09,Serveis Socials,231N,1600000,SEGURETAT SOCIAL ADM.GNAL.SS,5259.1,1569.64,6828.74,4524.76,4524.76,4524.76,1194
13,Brigada,1532,2130000,CONSERV. MAQUINÀRIA I INSTAL.,11000,0,11000,10545.34,10545.34,10545.34,1195
14,Serveis Personals,326C,2269900,EDUCACIÓ DESPESES DIVERSES ESCOLA ADULTS,500,0,500,0,0,0,1196
09,Serveis Socials,231P,1500000,PRODUCTIVITAT PROGRAMES,1492.23,-792.23,700,0,0,0,1197
14,Serveis Personals,326C,4890100,EDUCACIÓ CONVENI ACTIVITATS ESCOLA ADULTS,11000,0,11000,11000,5500,5500,1198
09,Serveis Socials,231P,1600015,SEGURETAT SOCIAL POBRESA ENERGÈTICA,0,85.59,85.59,85.59,85.59,85.59,1199
14,Serveis Personals,326D,2269900,EDUCACIÓ ACTIVITAS DIDÀCTIQUES,4000,0,4000,3161.04,1314.04,1314.04,1200
14,Serveis Personals,326D,4890000,EDUCACIÓ CONVENI 4 VENTS,1800,0,1800,1800,900,900,1201
14,Serveis Personals,326E,4899000,EDUCACIÓ TRANSF. ESCOLA MÚSICA,93659.85,0,93659.85,93659.85,93659.85,90000,1202
14,Serveis Personals,341F,2260914,ESPORTS FESTA ESPORT I ALTRES (dip),0,953.53,953.53,0,0,0,1203
14,Serveis Personals,326F,2269900,EDUCACIÓ TREBALLS DE RECERCA,1800,0,1800,1500,1500,1500,1204
14,Serveis Personals,330,6290000,CULTURA ALTRES INVERSIONS,0,0.01,0.01,0,0,0,1205
14,Serveis Personals,342B,6250000,ESPORTS MOBILIARI PAVELLO,0,0.01,0.01,0,0,0,1206
14,Serveis Personals,326G,2269900,EDUCACIÓ BEQUES MILLORS CURRÍCULUMS,1500,0,1500,453,453,453,1207
14,Serveis Personals,341F,2260915,ESPORTS.FESTA ESPORT I ALTRES (db),0,3462,3462,0,0,0,1208
14,Serveis Personals,334,4891000,CULTURA. CONVENI BIG BANG,1500,0,1500,0,0,0,1209
14,Serveis Personals,341L,2260914,ESPORTS. PROGRAMES ESPORTIUS LOCALS (dip),0,637.73,637.73,380,0,0,1210
14,Serveis Personals,330A,1200500,CULTURA BÀSIQUES AP CAN PUGET,0.01,0,0.01,0,0,0,1211
14,Serveis Personals,326GE,2269900,EDUCACIÓ BEQUES MILLORS CURRICULUMS,0,4000,4000,4000,4000,4000,1212
14,Serveis Personals,920,1500100,SERVEIS PERSONALS PRODUCTIVITAT,700,0,700,524.97,524.97,524.97,1213
14,Serveis Personals,342BD,2270000,ESPORTS TREBALLS DESINFECCIÓ  PAVELLÓ,2400,0,2400,980.1,980.1,980.1,1214
14,Serveis Personals,340A,1510000,ESPORTS GRATIFICACIONS ADM.GNAL.PISCINA,0.01,0,0.01,0,0,0,1215
14,Serveis Personals,326I,2269900,EDUCACIÓ DESPESES INAUGURACIÓ CURS,500,0,500,0,0,0,1216
14,Serveis Personals,334,4891100,CULTURA.CONVENI NYERROS,1500,0,1500,1500,750,750,1217
14,Serveis Personals,920,1600000,SERVEIS PERSONALS SEGURETAT SOCIAL,22065.07,188.3,22253.37,14535.68,14535.68,14535.68,1218
14,Serveis Personals,341PE,2260900,ESPORTS PROMOCIÓ ESPORTS,8515,0,8515,7851.77,7851.77,7132.47,1219
14,Serveis Personals,330A,1210000,CULTURA COMPLEMENT DESTINACIÓ CAN PUGET,0.01,0,0.01,0,0,0,1220
14,Serveis Personals,342BN,1300000,ESPORTS BÀSIQUES NETEJA PAVELLÓ,7678.58,1034.11,8712.69,3661.87,3661.87,3661.87,1221
15,Museu del Ter,333,2210314,MT CARBURANTS,0,451.83,451.83,0,0,0,1222
14,Serveis Personals,326P,2269914,EDUCACIO PLA EDUCATIU ENTORN,0,275.35,275.35,0,0,0,1223
14,Serveis Personals,340A,1600000,ESPORTS SEGURETAT SOCIAL ADM.GNAL.PISCINA,13865.13,320.09,14185.22,9302.49,9302.49,9302.49,1224
14,Serveis Personals,334,4891200,CULTURA CONVENI COR D'HOMES,1500,0,1500,1500,750,750,1225
14,Serveis Personals,341PE,2260914,ESPORTS PROMOCIO ESPORTS,0,1055.57,1055.57,159,159,159,1226
14,Serveis Personals,920,2150000,SERVEIS PERSONALS MANTENIMENT MOBILIARI I EQUIPS OFICINA,3000,0,3000,251.39,251.39,251.39,1227
14,Serveis Personals,330A,1210100,CULTURA COMPLEMENT ESPECÍFIC CAN PUGET,0.01,0,0.01,0,0,0,1228
14,Serveis Personals,342BN,1300100,ESPORTS HORES EXTRES NETEJA PAVELLÓ,0.01,0,0.01,0,0,0,1229
14,Serveis Personals,334,4891400,CULTURA. CONVENI GRUP FOTOGRÀFIC MANLLEU,1500,0,1500,1500,750,750,1230
15,Museu del Ter,333,2211000,MT PRODUCTES NETEJA,900,0,900,280.68,280.68,280.68,1231
14,Serveis Personals,326P,2269915,EDUCACIÓ PLA EDUCATIU ENTORN,0,6800,6800,0,0,0,1232
14,Serveis Personals,920,2160000,SERVEIS PERSONALS MANTENIMENT FOTOCOPIADORA,4000,0,4000,3005.37,2510.23,2131.31,1233
14,Serveis Personals,340A,2060000,ESPORTS LLOGUER FOTOCOPIADORA PISCINA,1702.2,0,1702.2,121.16,121.16,60.18,1234
14,Serveis Personals,341R,2269914,ESPORTS PREVENIR RICS D'EXCLUSIO,0,2344.9,2344.9,0,0,0,1235
14,Serveis Personals,330A,1300000,CULTURA BÀSIQUES CAN PUGET,7678.58,1417.05,9095.63,6492.3,6492.3,6492.3,1236
14,Serveis Personals,342BN,1300200,ESPORTS ALTRES REMUNERACIONS NETEJA PAVELLÓ,10532.47,-373.32,10159.15,10159.15,10159.15,10159.15,1237
14,Serveis Personals,334,4891600,CULTURA. CONVENI CORAL REGINA,1500,0,1500,1500,750,750,1238
15,Museu del Ter,333,2220100,MT SERVEI MISSATGERIA,1200,0,1200,400.55,400.55,400.55,1239
14,Serveis Personals,326Q,1200000,EDUCACIÓ. BASIQUES PFI-PTT,0,13184.79,13184.79,1942.8,1942.8,1942.8,1240
14,Serveis Personals,340A,2160000,ESPORTS MANTENIMENT FOTOCOPIADORA PISCINA,1000,0,1000,426.96,426.96,408.36,1241
14,Serveis Personals,341R,2269915,ESPORTS PREVENIR RISC EXCLUSIÓ,0,5750,5750,0,0,0,1242
14,Serveis Personals,920,2211000,SERVEIS PERSONALS PRODUCTES NETEJA,1000,0,1000,354.84,354.84,354.84,1243
14,Serveis Personals,330A,1300100,CULTURA HORES EXTRES CAN PUGET,0.01,0,0.01,0,0,0,1244
14,Serveis Personals,342BN,1500100,ESPORTS PRODUCTIVITAT NETEJA PAVELLÓ,700,0,700,0,0,0,1245
14,Serveis Personals,334,4891700,CULTURA. CONVENI ASSOCIACIÓ CULT. SERPENTS,1500,0,1500,1500,750,750,1246
15,Museu del Ter,333,2220114,MT SERVEI MISSATGERIA,0,75.97,75.97,0,0,0,1247
14,Serveis Personals,326Q,1200015,EDUCACIO BASIQUES PFI-PTT,0,7423.44,7423.44,7423.44,7423.44,7423.44,1248
14,Serveis Personals,341T,2260900,ESPORTS TROFEUS,1350,0,1350,0,0,0,1249
14,Serveis Personals,920,2219900,SERVEIS PERSONALS SUBMINISTRAMENTS,0.01,0,0.01,0,0,0,1250
14,Serveis Personals,340A,2200000,ESPORTS MATERIAL OFICINA PISCINA,900,0,900,532.4,532.4,532.4,1251
14,Serveis Personals,330A,1300200,CULTURA ALTRES REMUNERACIONS CAN PUGET,12174.22,-1211.52,10962.7,8070.9,8070.9,8070.9,1252
14,Serveis Personals,342BN,1600000,ESPORTS SEGURETAT SOCIAL NETEJA PAVELLÓ,6335.2,332.99,6668.19,4319.15,4319.15,4319.15,1253
15,Museu del Ter,333,2260200,MT PUBLICITAT I PROPAGANDA,4000,0,4000,2958.03,2609.5,2609.5,1254
14,Serveis Personals,334,4891800,CONVENI ROCK HOUSE,0.01,0,0.01,0,0,0,1255
