NOMBRE,UBICACION,OBJETO,TITULO,AUTOR,TEMA,MATERIALES,MEDIDAS
"Temporal desde el muelle de Liquerique","Museo Nicanor Piñole","Dibujo","Temporal desde el muelle de Liquerique","PIÑOLE, Nicanor","","Lápiz de color, grafito y carbón sobre papel reutilizado","A. 17,4  An. 24,9"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz carbón sobre papel","A. 8,9  An. 20,9"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz carbón sobre papel reutilizado","A. 21,7  An. 12,1"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz carbón sobre papel reutilizado","A. 12  An. 21,2"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz carbón sobre papel","A. 9,1  An. 12,1"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Pluma, aguada de tinta y lápiz sobre papel reutilizado","A. 11,9  An. 21,6"
"Mujer de medio cuerpo","Museo Nicanor Piñole","Dibujo","Mujer de medio cuerpo","PIÑOLE, Nicanor","","Plumilla tinta azul sobre papel reutilizado","A. 13,5  An. 19,9"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Plumilla tinta azul sobre papel reutilizado","A. 13,3  An. 20"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Plumilla tinta azul sobre papel reutilizado","A. 13,3  An. 20"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Plumilla tinta azul y lápiz carbón sobre papel reutilizado","A. 12,5  An. 21,3"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Lápiz carbón sobre papel reutilizado","A. 12,4  An. 21,3"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Lápiz carbón sobre papel","A. 13  An. 19,3"
"Pepita Prendes","Museo Nicanor Piñole","Dibujo","Pepita Prendes","PIÑOLE, Nicanor","","Lápiz grafito y carbón sobre papel","A. 13  An. 19,3"
"José Manuel arrodillado","Museo Nicanor Piñole","Dibujo","José Manuel arrodillado","PIÑOLE, Nicanor","","Lápiz carbón sobre papel","A. 13  An. 19,3"
"Doña Brígida cosiendo","Museo Nicanor Piñole","Dibujo","Doña Brígida cosiendo","PIÑOLE, Nicanor","","Lápiz de color y carbón sobre papel","A. 13  An. 19,3"
"Pepita Prendes","Museo Nicanor Piñole","Dibujo","Pepita Prendes","PIÑOLE, Nicanor","","Lápiz carbón sobre papel","A. 13  An. 19,3"
"Manuel Antonio González del Valle","Museo Nicanor Piñole","Dibujo","Manuel Antonio González del Valle","PIÑOLE, Nicanor","","Lápiz plomo sobre papel","A. 13  An. 19,3"
"Interior de una casa","Museo Nicanor Piñole","Dibujo","Interior de una casa","PIÑOLE, Nicanor","","Lápiz grafito sobre papel","A. 13  An. 19,3"
"En torno a una mesa","Museo Nicanor Piñole","Dibujo","En torno a una mesa","PIÑOLE, Nicanor","","Lápiz sobre papel","A. 13  An. 19,3"
"Doña Brígida haciendo un solitario","Museo Nicanor Piñole","Dibujo","Doña Brígida haciendo un solitario","PIÑOLE, Nicanor","","Lápiz plomo y carbón sobre papel","A. 13  An. 19,3"
"Escuchando la radio","Museo Nicanor Piñole","Dibujo","Escuchando la radio","PIÑOLE, Nicanor","","Lápiz grafito sobre papel reutilizado","A. 13,5  An. 21"
"Doña Brígida recostada","Museo Nicanor Piñole","Dibujo","Doña Brígida recostada","PIÑOLE, Nicanor","","Plumilla tinta azul sobre papel reutilizado","A. 20,3  An. 20,8"
"Doña Brígida leyendo","Museo Nicanor Piñole","Dibujo","Doña Brígida leyendo","PIÑOLE, Nicanor","","Aguada sobre papel","A. 14,9  An. 19"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Aguada y lápiz color sepia sobre papel","A. 14,9  An. 19"
"Doña Manuela","Museo Nicanor Piñole","Dibujo","Doña Manuela","PIÑOLE, Nicanor","","Aguada sobre papel","A. 15,1  An. 19"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Aguada sobre papel","A. 15,1  An. 19"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Aguada sobre papel","A. 15,1  An. 19"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Aguada sobre papel","A. 15,1  An. 19"
"Doña Manuela","Museo Nicanor Piñole","Dibujo","Doña Manuela","PIÑOLE, Nicanor","","Aguada sobre papel","A. 15,1  An. 19"
"Doña Manuela","Museo Nicanor Piñole","Dibujo","Doña Manuela","PIÑOLE, Nicanor","","Lápiz carbón sobre papel","A. 15,1  An. 19"
"José Manuel","Museo Nicanor Piñole","Dibujo","José Manuel","PIÑOLE, Nicanor","","Lápiz carbón y grafito sobre papel","A. 15,1  An. 19"
"Doña Manuela","Museo Nicanor Piñole","Dibujo","Doña Manuela","PIÑOLE, Nicanor","","Lápiz carbón sobre papel","A. 15,1  An. 19,1"
"Doña Manuela y su nieto","Museo Nicanor Piñole","Dibujo","Doña Manuela y su nieto","PIÑOLE, Nicanor","","Aguada sobre papel","A. 15,1  An. 19,1"
"Venecia","Museo Casa Natal de Jovellanos","Pintura","Venecia","ZARCO, Antonio","","Sobre papel","A. 22,5  An. 29,5"
"Turbonada","Museo Casa Natal de Jovellanos","Pintura","Turbonada","ZARCO, Antonio","","Óleo sobre lienzo","A. 38  An. 46"
"Paisaje","Museo Casa Natal de Jovellanos","Pintura","Paisaje","FRESNO, Francisco","","Óleo sobre lienzo","A. 45,5  An. 45,5"
"Hipódromo","Museo Casa Natal de Jovellanos","Pintura","Hipódromo","VARGAS RUIZ, Guillermo","","Acuarela sobre papel","A. 30  An. 48"
"Santander","Museo Casa Natal de Jovellanos","Pintura","Santander","VARGAS RUIZ, Guillermo","","Óleo sobre tabla","A. 23,5  An. 32,5"
"Interior de estudio","Museo Casa Natal de Jovellanos","Pintura","Interior de estudio","VARGAS RUIZ, Guillermo","","Acuarela sobre papel","A. 52  An. 27"
"Interior","Museo Casa Natal de Jovellanos","Pintura","Interior","VIÑES, H.","","Acuarela sobre papel","A. 20,5  An. 22"
"Caballero","Museo Casa Natal de Jovellanos","Pintura","Caballero","UNCETA, M.","","Carboncillo sobre papel","A. 61  An. 22,5"
"Muerte de San José","Museo Casa Natal de Jovellanos","Pintura","Muerte de San José","TREVISANI, Francesco","","Óleo sobre lienzo","A. 74  An. 43,5"
"Figura en interior","Museo Casa Natal de Jovellanos","Pintura","Figura en interior","SOUTO, A.","","Acuarela sobre papel","A. 51  An. 64,5"
"Bodegón de grutas","Museo Casa Natal de Jovellanos","Pintura","Bodegón de grutas","MACARRON, Ricardo","","Óleo sobre lienzo","A. 40  An. 51"
"Bodegón","Museo Casa Natal de Jovellanos","Pintura","Bodegón","ROCA SASTRE, J.","","Óleo sobre lienzo","A. 30  An. 80"
"Composición","Museo Casa Natal de Jovellanos","Pintura","Composición","PAGES, Carmen","","Óleo sobre tabla","A. 41,5  An. 41,5"
"El tendido","Museo Casa Natal de Jovellanos","Pintura","El tendido","PALMARORI, Vicente","","Aguada sobre papel","A. 25,5  An. 21,5"
"Veleros","Museo Casa Natal de Jovellanos","Pintura","Veleros","PEINADO, Joaquín","","Óleo sobre lienzo","A. 60  An. 73"
"Londres","Museo Casa Natal de Jovellanos","Pintura","Londres","PEINADO, Joaquín","","Acuarela sobre papel","A. 26  An. 25"
"Puerto de San Sebastián","Museo Casa Natal de Jovellanos","Pintura","Puerto de San Sebastián","PEREZ TORRES, Julio","","Óleo sobre tabla","A. 50  An. 61"
"Cudillero","Museo Casa Natal de Jovellanos","Pintura","Cudillero","PEREZ TORRES, Julio","","Óleo sobre lienzo","A. 55  An. 67"
"Nuestra Señora de Covadonga","Museo Casa Natal de Jovellanos","Pintura","Nuestra Señora de Covadonga","PRENDES-PANDO DIAZ-LAVIADA, José","","Acuarela sobre papel","A. 12,5  An. 19,5"
"La modelo","Museo Casa Natal de Jovellanos","Pintura","La modelo","OLIVE, Ceferino","","Acuarela sobre papel","A. 45  An. 37,5"
"Paisaje","Museo Casa Natal de Jovellanos","Pintura","Paisaje","NAVARRO, Eduardo","","Lápiz sobre papel","A. 49  An. 64"
"Paisaje","Museo Casa Natal de Jovellanos","Pintura","Paisaje","NAVARRO, Eduardo","","Lápiz sobre papel","A. 49  An. 64"
"Puerta y chaleco","Museo Casa Natal de Jovellanos","Pintura","Puerta y chaleco","NARANJO, Eduardo","","Óleo sobre lienzo","A. 85  An. 68"
"Paisaje de bosque","Museo Casa Natal de Jovellanos","Pintura","Paisaje de bosque","DIAZ, Mª Antonia","","Óleo sobre tabla","A. 34,5  An. 39,5"
"Jardín de Brasil","Museo Casa Natal de Jovellanos","Pintura","Jardín de Brasil","MALLOL SUAZO, José Mª","","Óleo sobre lienzo","A. 65  An. 31"
"Florero","Museo Casa Natal de Jovellanos","Pintura","Florero","MALLOL SUAZO, José Mª","","Óleo sobre lienzo","A. 65  An. 50"
"La caza de la hidrofobia","Museo Casa Natal de Jovellanos","Pintura","La caza de la hidrofobia","BARTHOLOME, Adolfo","","Óleo sobre lienzo","A. 109  An. 123"
"Marina","Museo Casa Natal de Jovellanos","Pintura","Marina","MEIFREN, Eliseo","","Lápiz y carbón sobre papel","A. 23,5  An. 62"
"San Julián de Vilatorta","Museo Casa Natal de Jovellanos","Pintura","San Julián de Vilatorta","MOMPOU, José","","Óleo sobre lienzo","A. 50  An. 61"
"Retrato de señora","Museo Casa Natal de Jovellanos","Pintura","Retrato de señora","CANO, Eduardo","","Óleo sobre lienzo","A. 38,5  An. 33,5"
"Rosas","Museo Casa Natal de Jovellanos","Pintura","Rosas","MUÑOZ DEGRAIN, Antonio","","Óleo sobre lienzo","A. 35,5  An. 61"
"Puerto","Museo Casa Natal de Jovellanos","Pintura","Puerto","LAHUERTA, Genaro","","Óleo sobre lienzo","A. 38  An. 61"
"Garrochista","Museo Casa Natal de Jovellanos","Pintura","Garrochista","DOMINGO, Roberto","","Óleo sobre cartón","A. 50  An. 75"
"Bailarinas","Museo Casa Natal de Jovellanos","Dibujo","Bailarinas","NAVASCUÉS, José Mª","","Lápiz grafito y lápices de color sobre papel","A. 21,9  An. 31,2"
"Marineros","Museo Casa Natal de Jovellanos","Dibujo","Marineros","NAVASCUÉS, José Mª","","Lápiz grafito, carbón y tinta sobre papel","A. 20,9  An. 27,1"
"Mano con cigarrillo y cabezas","Museo Casa Natal de Jovellanos","Dibujo","Mano con cigarrillo y cabezas","NAVASCUÉS, José Mª","","Lápiz carbón sobre papel","A. 21,9  An. 31,4"
"Vieja sentada comiendo","Museo Casa Natal de Jovellanos","Dibujo","Vieja sentada comiendo","NAVASCUÉS, José Mª","","Lápiz carbón sobre papel","A. 31,5  An. 21,7"
"Joven jugando a la pelota, Joven corriendo","Museo Casa Natal de Jovellanos","Dibujo","Joven jugando a la pelota, Joven corriendo","NAVASCUÉS, José Mª","","Lápiz carbón sobre papel","AM. 32,5  AnM. 26,7"
"Figuras femeninas","Museo Casa Natal de Jovellanos","Dibujo","Figuras femeninas","NAVASCUÉS, José Mª","","Lápiz carbón y tinta sobre papel","A. 20,8  An. 27,2"
"Retrato de caballero con gafas","Museo Casa Natal de Jovellanos","Dibujo","Retrato de caballero con gafas","NAVASCUÉS, José Mª","","Lápiz carbón sobre papel","A. 31,3  An. 21,9"
"Figura esquelética","Museo Casa Natal de Jovellanos","Dibujo","Figura esquelética","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 15,9  An. 22,1"
"Figuras dinámicas","Museo Casa Natal de Jovellanos","Dibujo","Figuras dinámicas","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 21,7  An. 31,4"
"Figuras de mujer sentadas","Museo Casa Natal de Jovellanos","Dibujo","Figuras de mujer sentadas","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 21,3  An. 15,4"
"Escena de construcción","Museo Casa Natal de Jovellanos","Dibujo","Escena de construcción","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 21,7  An. 31,5"
"La Justicia. Otras figuras","Museo Casa Natal de Jovellanos","Dibujo","La Justicia. Otras figuras","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 31,5  An. 21,7"
"Dos leonas","Museo Casa Natal de Jovellanos","Dibujo","Dos leonas","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 31,9  An. 21,8"
"Figuras","Museo Casa Natal de Jovellanos","Dibujo","Figuras","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 21,6  An. 31,4"
"Retrato de señora de perfil","Museo Casa Natal de Jovellanos","Dibujo","Retrato de señora de perfil","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 19,9  An. 15,5"
"Mujer con paloma","Museo Casa Natal de Jovellanos","Dibujo","Mujer con paloma","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 31,5  An. 21,7"
"Mujer con paloma","Museo Casa Natal de Jovellanos","Dibujo","Mujer con paloma","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 21,9  An. 31,4"
"Retrato de niño","Museo Casa Natal de Jovellanos","Dibujo","Retrato de niño","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","AM. 31,5  AnM. 23,7"
"Dos caballos. Figura femenina sentada. Hombre con caballo","Museo Casa Natal de Jovellanos","Dibujo","Dos caballos. Figura femenina sentada. Hombre con caballo","NAVASCUÉS, José Mª","","Lápiz grafito y lápiz de color sobre papel","A. 21,7  An. 31,5"
"Figuras y grupos","Museo Casa Natal de Jovellanos","Dibujo","Figuras y grupos","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 21,8  An. 31,4"
"Hombre sentado. Figura femenina con columna y vasijas","Museo Casa Natal de Jovellanos","Dibujo","Hombre sentado. Figura femenina con columna y vasijas","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 31,5  An. 21,6"
"Retrato de niña","Museo Casa Natal de Jovellanos","Dibujo","Retrato de niña","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 31,5  An. 21,7"
"Figura femenina arrodillada","Museo Casa Natal de Jovellanos","Dibujo","Figura femenina arrodillada","NAVASCUÉS, José Mª","","Lápiz grafito y tinta sobre papel","A. 21,7  An. 31,5"
"Cabeza de niña","Museo Casa Natal de Jovellanos","Dibujo","Cabeza de niña","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 21,6  An. 31,8"
"Prometeo","Museo Casa Natal de Jovellanos","Dibujo","Prometeo","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 31,5  An. 21,6"
"Joven sentada","Museo Casa Natal de Jovellanos","Dibujo","Joven sentada","NAVASCUÉS, José Mª","","Lápiz grafito sobre papel","A. 21,4  An. 15,8"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz sobre papel reutilizado","A. 12  An. 21,4"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz plomo sobre papel reutilizado","A. 21,9  An. 11,6"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz plomo y carbón sobre papel reutilizado","A. 11,7  An. 21,6"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz plomo y carbón sobre papel reutilizado","A. 13,3  An. 19,9"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz plomo sobre papel reutilizado","A. 13,3  An. 19,9"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Pluma y aguada sobre papel reutilizado","A. 16,9  An. 22,4"
"La rula","Museo Nicanor Piñole","Dibujo","La rula","PIÑOLE, Nicanor","","Lápiz carbón y aguada color sepia sobre papel","A. 23  An. 30,2"
"Procesión en el Campo Valdés","Museo Nicanor Piñole","Dibujo","Procesión en el Campo Valdés","PIÑOLE, Nicanor","","Pastel sobre papel","A. 21,2  An. 30,2"
"Croquis para un mural","Museo Nicanor Piñole","Dibujo","Croquis para un mural","PIÑOLE, Nicanor","","Lápiz carbón sobre papel","A. 14,3  An. 23"
"Croquis para un mural","Museo Nicanor Piñole","Dibujo","Croquis para un mural","PIÑOLE, Nicanor","","Aguada y lápiz sobre papel reutilizado","A. 21,7  An. 36,3"
"Dibujo preparatorio para un mural","Museo Nicanor Piñole","Dibujo","Dibujo preparatorio para un mural","PIÑOLE, Nicanor","","Acuarela sobre papel reutilizado","A. 21,7  An. 36,2"
"Caballos en la playa","Museo Nicanor Piñole","Dibujo","Caballos en la playa","PIÑOLE, Nicanor","","Lápiz carbón sobre papel reutilizado","A. 21,1  An. 28,6"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz sobre papel reutilizado","A. 13,3  An. 21,1"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz sobre papel","A. 12,8  An. 20,6"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz sobre papel","A. 10,7  An. 15"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz sobre papel","A. 10,7  An. 15"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz sobre papel","A. 9,2  An. 13,3"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz sobre papel","A. 9,7  An. 13,2"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz sobre papel","A. 10,7  An. 15"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz sobre papel","A. 7,5  An. 12,3"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz grafito y de color sobre papel","A. 8  An. 12,7"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz grafito y de color sobre papel","A. 9,1  An. 13,5"
"Bloc","Museo Nicanor Piñole","Dibujo","Bloc","PIÑOLE, Nicanor","","Lápiz grafito y pluma sobre papel","A. 12,5  An. 13,6"
"Primavera","Museo Nicanor Piñole","Dibujo","Primavera","PIÑOLE, Nicanor","","Lápiz carbón y plomo sobre papel","A. 10,1  An. 13,3"
"Retrato de Amado Goico","Museo Nicanor Piñole","Pintura","Retrato de Amado Goico","PIÑOLE, Nicanor","","Óleo sobre lienzo","A. 73  An. 51"
"Paisaje de Otur","Museo Nicanor Piñole","Pintura","Paisaje de Otur","PIÑOLE, Nicanor","","Óleo sobre cartón","A. 36,5  An. 47"
"El muelle","Museo Nicanor Piñole","Dibujo","El muelle","PIÑOLE, Nicanor","","Lápiz carbón y pluma sobre papel","A. 10  An. 22,1"
"El muelle","Museo Nicanor Piñole","Dibujo","El muelle","PIÑOLE, Nicanor","","Pluma, aguada y lápiz carbón sobre papel","A. 10  An. 22,1"
"La colegiata","Museo Nicanor Piñole","Dibujo","La colegiata","PIÑOLE, Nicanor","","Lápiz y pluma sobre papel","A. 21  An. 23"
"Eduardo Prendes","Museo Nicanor Piñole","Dibujo","Eduardo Prendes","PIÑOLE, Nicanor","","Aguada sobre papel","A. 15,1  An. 19,3"
"Doña Brígida cosiendo","Museo Nicanor Piñole","Dibujo","Doña Brígida cosiendo","PIÑOLE, Nicanor","","Lápiz carbón sobre papel reutilizado","A. 14,1  An. 18,3"
"Doña Brígida leyendo","Museo Nicanor Piñole","Dibujo","Doña Brígida leyendo","PIÑOLE, Nicanor","","Lápiz carbón sobre papel reutilizado","A. 18,2  An. 14,1"
"Manuel Antonio","Museo Nicanor Piñole","Dibujo","Manuel Antonio","PIÑOLE, Nicanor","","Lápices de color, carbón y grafito sobre papel reutilizado","A. 14,1  An. 18,1"
"Doña Brígida pensativa","Museo Nicanor Piñole","Dibujo","Doña Brígida pensativa","PIÑOLE, Nicanor","","Lápiz color fucsia y carbón sobre papel reutilizado","A. 14,1  An. 18,1"
"Doña Brígida leyendo","Museo Nicanor Piñole","Dibujo","Doña Brígida leyendo","PIÑOLE, Nicanor","","Lápiz carbón sobre papel reutilizado","A. 14,1  An. 18,3"
"Dando de comer al niño","Museo Nicanor Piñole","Dibujo","Dando de comer al niño","PIÑOLE, Nicanor","","Lápiz carbón sobre papel reutilizado","A. 14,1  An. 18"
"Doña Brígida leyendo","Museo Nicanor Piñole","Dibujo","Doña Brígida leyendo","PIÑOLE, Nicanor","","Lápiz carbón sobre papel reutilizado","A. 14  An. 18,1"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Lápiz grafito sobre papel","A. 18,4  An. 28,6"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Lápiz grafito sobre papel reutilizado","A. 14,8  An. 21,6"
"Doña Brígida","Museo Nicanor Piñole","Dibujo","Doña Brígida","PIÑOLE, Nicanor","","Lápiz grafito sobre papel reutilizado","A máx. 14,4  An. 21,5"
"Enriqueta cosiendo","Museo Nicanor Piñole","Dibujo","Enriqueta cosiendo","PIÑOLE, Nicanor","","Plumilla y aguada tinta azul sobre papel","A. 18,9  An. 14,8"
