"INVENTARIO","NOMBRE","VIAL","CALLE","NUMERO","BAJA"
2070,"VIVIENDA 22 BLOQUE 1, 4 I, GRUPO SAN JOSE, ZARATE","CALLE","SABINO BERTHELOT","17","N"
2071,"VIVIENDA 6 BLOQUE 2, 5 D, GRUPO SAN JOSE, ZARATE","CALLE","SABINO BERTHELOT","19","N"
2072,"VIVIENDA 28 BLOQUE 3, 3 D, GRUPO SAN JOSE, ZARATE","CALLE","SABINO BERTHELOT","29","N"
2073,"VIVIENDA 35 BLOQUE 24, 2 D, GRUPO MARTIN FREIRE","CALLE","FEDERICO VIERA","40","N"
2074,"VIVIENDA 9 BLOQUE 7, 4 I, GRUPO MARTIN FREIRE","CALLE","FEDERICO VIERA","5","N"
2075,"VIVIENDA 39 BLOQUE 20, 2 I, GRUPO MARTIN FREIRE","CALLE","MARIUCHA","48","N"
2076,"VIVIENDA 57 BLOQUE 6, 4 IZQUIERDA","CALLE","PEDRO QUEVEDO Y QUEVEDO","2","N"
2077,"VIVIENDA 18 TIPO C PARTE TRASERA,  DCHA GRUPO MARTIN COBOS","CALLE","SANTA LUISA DE MARILLAC","1","N"
2078,"VIVIENDA 19 TIPO C PARTE TRASERA,  IZQDA GRUPO MARTIN COBOS","CALLE","SANTA LUISA DE MARILLAC","3","N"
2079,"VIVIENDA 9 TIPO A, BLOQUE 2 PLTA 4  IZQDA GRUPO MARTIN COBOS","CALLE","SANTA LUISA DE MARILLAC","11","N"
2080,"VIVIENDA 23 TIPO A, BLOQUE 2 PLTA 2  DCHA GRUPO MARTIN COBOS","CALLE","SANTA LUISA DE MARILLAC","13","N"
2081,"VIVIENDA 13 TIPO A, BLOQUE 3 PLTA 4 DCHA GRUPO MARTIN COBOS","CALLE","SANTA LUISA DE MARILLAC","19","N"
2082,"VIVIENDA 13 TIPO A, BLOQUE 16 PLTA 4 DCHA GRUPO MARTIN COBOS","CALLE","VIRGEN DE LA PALOMA","5","N"
2083,"VIVIENDA 10 TIPO A,BLOQUE 18 PLTA 3 IZQDA GRUPO MARTIN COBOS","CALLE","VIRGEN DE LA PALOMA","4","N"
2084,"VIVIENDA 9 TIPO A, BLOQUE 21 PLTA 4 IZQDA GRUPO MARTIN COBOS","CALLE","VIRGEN DEL SAGRARIO","4","N"
2085,"VIVIENDA 23 TIPO B, BLOQUE 25 PLTA 2 DCHA GRUPO MARTIN COBOS","CALLE","VIRGEN DE LA CANDELARIA","5","N"
2086,"VIVIENDA 28 TIPO A,BLOQUE 29 PLTA 1 IZQDA GRUPO MARTIN COBOS","CALLE","VIRGEN DE LOS VOLCANES","2","N"
2087,"VIVIENDA 5  TIPO A, BLOQUE 32 PLTA 4 DCHA GRUPO MARTIN COBOS","CALLE","VIRGEN DE LA PEP�A","1","N"
2088,"VIVIENDA 27 TIPO A,BLOQUE 32 PLTA 2 IZQDA GRUPO MARTIN COBOS","CALLE","VIRGEN DE LA PEP�A","7","N"
2089,"VIVIENDA 11 BLOQUE 2 PLTA 5 IZQDA GRUPO 500 NTRA SRA LA PAZ","PLAZA","DE LA NAVIDAD","7","N"
2090,"VIVIENDA 13 BLOQUE 3 PLTA 3 IZQDA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","17","N"
2091,"VIVIENDA 2 BLOQUE 4 PLTA 4 IZQDA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","22","N"
2092,"VIVIENDA 38 BLOQUE 6 PLTA 3 DCHA GRUPO 500 NTRA SRA LA PAZ","CALLE","MONTEJURRA","10","N"
2093,"VIVIENDA 2 BLOQUE 7 PLTA 4 IZQDA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","1","N"
2094,"VIVIENDA 9 BLOQUE 7 PLTA 2 DCHA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","1","N"
2095,"VIVIENDA 11 BLOQUE 7 PLTA 5 IZQDA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","3","N"
2096,"VIVIENDA 18 BLOQUE 7 PLTA 3 DCHA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","3","N"
2097,"VIVIENDA 19 BLOQUE 7 PLTA 2 DCHA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","3","N"
2098,"VIVIENDA 42 BLOQUE 7 PLTA 4 IZQDA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","9","N"
2099,"VIVIENDA 33 BLOQUE 8 PLTA 3 IZQDA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","8","N"
2100,"VIVIENDA 38 BLOQUE 8 PLTA 3 DCHA GRUPO 500 NTRA SRA LA PAZ","CALLE","VIRGEN DE BEGO�A","8","N"
2101,"VIVIENDA 2 BLOQUE 9 PLANTA 4 IZQDA GRUPO 500 NTRA SRA LA PAZ","CALLE","SANTA MARIA DE LA CABEZA","9","N"
2102,"VIVIENDA 34 BLOQUE 9 PLTA 2 IZQDA GRUPO 500 NTRA SRA LA PAZ","CALLE","SANTA MARIA DE LA CABEZA","7","N"
2103,"VIVIENDA 63 BLOQUE 9 PLTA 3 IZQDA GRUPO 500 NTRA SRA LA PAZ","CALLE","SANTA MARIA DE LA CABEZA","13","N"
2104,"VIVIENDA 40 BLOQUE 10 PLANTA1 DCHA GRUPO 500 NTRA SRA LA PAZ","CALLE","SANTA MARIA DE LA CABEZA","10","N"
2105,"PARCELA 958 PLAN PARCIAL JINAMAR","URBANIZACION","POLIGONO JINAMAR, FASE III","S/N","N"
2106,"PARCELA 982 PLAN PARCIAL JINAMAR","URBANIZACION","POLIGONO JINAMAR, FASE III","S/N","N"
2107,"FRANJA DE TERRENO EN CL. LOS VIERAS PARA VIAL","CALLE","LOS VIERAS","S/N","N"
2108,"TERRENO EN SAN NICOLAS, CALLE SIERRA NEVADA, PARA VIAL","CALLE","SIERRA NEVADA","S/N","N"
2109,"PARCELA 8B EL PAMBASO. CR. CENTRO. EQUIPAMIENTO DEPORTIVO","CALLE","DON BERNARDINO CORREA VIERA","S/N","N"
2110,"TERRENO EN SAN NICOLAS PARA ESPACIO LIBRE 1B/1-329 (E)","CALLE","SAN NICOLAS DE BARI","","N"
2111,"PARCELA DE RESULTADO TS-SG-45A PLAN PARCIAL TAMARCEITE SUR","CALLE","NO VIAL","","N"
2112,"PARCELA 10 SECTOR 4 POLIGONO DE SAN CRISTOBAL","CALLE","ALICANTE","10","N"
2113,"FRANJA DE TERRENO EN RECTA DE LOS TARAHALES PARA VIAL","CARRETERA","DE LOS TARAHALES","55--57--59","N"
2114,"TERRENO EN TAMARACEITE PARA VIAL y AD","CALLE","JOSE RIVERO VIERA","9","N"
2115,"PARCELA 3 DE LA U.A. 24-1 ""LAS TORRES"" - VIAL","CALLE","PIMENTERO","","N"
2116,"RESTO FINCA 7061 URBANIZACION LAS CHUMBERAS","PLAZA","ALFREDO KRAUS","","N"
2117,"RESTO FINCA 8613 URBANIZACION LAS CHUMBERAS","PARQUE","LOS CANARIOS","","N"
2118,"RESTO FINCA 14905 URBANIZACION LAS CHUMBERAS","AVENIDA","ESCALERITAS","109","N"
2119,"RESTO FINCA 7422 URBANIZACION LAS CHUMBERAS","PLAZA","DE LA LIBERTAD","","N"
2120,"ANTIGUAS OFICINAS DE LA FABRICA DE HIELO","CALLE","JUAN REJON","64","N"
2121,"TERRENO HOYA ANDREA, CL. PRIMAVERA N� 10, PARA ESCALERA (E)","CALLE","PRIMAVERA","10","N"
2122,"CANCHA DEPORTIVA EN CUESTA RAMON","LUGAR","LOMO DE CUESTA RAMON","","N"
2123,"EDIFICACION CULTURAL EN LAS TORRES (ANTES IGLESIA)","CALLE","MADRESELVA","91","N"
2124,"TERRENOS EN EL SISTEMA GENERAL SG-34","PASEO","BLAS CABRERA FELIPE ""FISICO""","","N"
2125,"PARCELA DEPORTIVA EN EL SISTEMA GENERAL SG-34","PASEO","BLAS CABRERA FELIPE ""FISICO""","","N"
2126,"TRES PARCELAS EN A.R. 35 - MONTEQUEMADO PARA USO DOTACIONAL","CALLE","NO VIAL","","N"
2127,"ESPACIOS RESIDUALES Y ESCALERAS EN CASABLANCA I","CALLE","NO VIAL","","N"
2128,"PARCELA EDUCATIVA EN EL POLIGONO DE SAN CRISTOBAL","CALLE","CORDOBA","13","N"
2129,"PARCELAS RESIDUALES Y APACAMIENTOS POLIGONO DE SAN CRISTOBAL","CALLE","NO VIAL","","N"
2130,"TERRENO EN GUANARTEME PARA FUTURO VIAL","CALLE","PAVIA","50","N"
2131,"LOCAL 9  GRUPO 38 VIVIENDAS DE TAMARACEITE","CALLE","SAN DANIEL","","N"
2132,"FINCA 9255915 CAMPUS UNIVERSITARIO VEGA DE SAN JOSE","PASEO","BLAS CABRERA FELIPE ""FISICO""","S/N","N"
2133,"FINCA 9255912 CAMPUS UNIVERSITARIO VEGA DE SAN JOSE","PASEO","BLAS CABRERA FELIPE ""FISICO""","S/N","N"
2134,"FINCA 9255911 CAMPUS UNIVERSITARIO VEGA DE SAN JOSE","PASEO","BLAS CABRERA FELIPE ""FISICO""","S/N","N"
2135,"VIVIENDA CALLE SAN JUAN DE AVILA 1, 3�I","CALLE","SAN JUAN DE AVILA","1","N"
2136,"VIVIENDA CALLE SAN MATIAS 5, 4�D","CALLE","SAN MATIAS","5","N"
2137,"VIVIENDA CALLE SAN DANIEL 8, 3�D (DEMOLIDA)","CALLE","SAN DANIEL","8","N"
2138,"VIVIENDA CALLE SAN JUAN DE AVILA 13, 3�D","CALLE","SAN JUAN DE AVILA","13","N"
2139,"VIVIENDA CALLE FRAY LUIS DE LEON 4, 3�D","CALLE","FRAY LUIS DE LEON","4","N"
2140,"VIVIENDA CALLE SAN VALENTIN 2, 2�I","CALLE","SAN VALENTIN","2","N"
2141,"VIVIENDA CALLE SAN MATIAS 1, 3�D","CALLE","SAN MATIAS","1","N"
2142,"VIVIENDA CALLE SAN GABRIEL 6, 5�I","CALLE","SAN GABRIEL","6","N"
2143,"VIVIENDA CALLE SAN MATIAS 3, 2�I","CALLE","SAN MATIAS","3","N"
2144,"VIVIENDA CALLE SAN MATIAS 1, 2�I","CALLE","SAN MATIAS","1","N"
2145,"VIVIENDA CALLE SAN DANIEL 16, 4�D","CALLE","SAN DANIEL","16","N"
2146,"VIVIENDA CALLE SAN MATIAS 3, 1�D","CALLE","SAN MATIAS","3","N"
2147,"VIVIENDA PASEO DE LOS MARTIRES 116, 1�D","PASEO","DE LOS MARTIRES","116","N"
2148,"VIVIENDA CALLE SAN MATIAS 1, 1�I","CALLE","SAN MATIAS","1","N"
2149,"VIVIENDA CALLE SAN DANIEL 8, 2�I (DEMOLIDA)","CALLE","SAN DANIEL","8","N"
2150,"VIVIENDA CALLE FRAY LUIS DE LEON 4, 1�I","CALLE","FRAY LUIS DE LEON","4","N"
2151,"VIVIENDA CALLE SAN GABRIEL 6, 2�I","CALLE","SAN GABRIEL","6","N"
2152,"VIVIENDA CALLE FRAY LUIS DE LEON 8, 4�I","CALLE","FRAY LUIS DE LEON","8","N"
2153,"VIVIENDA CALLE SAN VALENTIN 6, 3�I","CALLE","SAN VALENTIN","6","N"
2154,"VIVIENDA CALLE SAN DANIEL 4, 1�I (DEMOLIDA)","CALLE","SAN DANIEL","4","N"
2155,"VIVIENDA CALLE SAN JUAN DE AVILA 13, 2�I","CALLE","SAN JUAN DE AVILA","13","N"
