TIPO,EJERCICIO,ECONÓMICO,ABREVIADA,DESCRIPCIÓN
"G",2015,"76200","TRANSF CAPITAL A OTROS AYTOS","TRANSFERENCIAS DE CAPITAL A OTROS AYUNTAMIENTOS"
"G",2015,"763","A Mancomunidades","A Mancomunidades"
"G",2015,"76300","T CAPITAL A MANCOMUNIDADES MUNICIPIOS","TRANSFERENCIAS DE CAPITAL A MANCOMUNIDADES DE MUNICIPIOS"
"G",2015,"764","A Áreas Metropolitanas","A Áreas Metropolitanas"
"G",2015,"76400","T CAPITAL A AREAS METROPOLITANAS","TRANSFERENCIAS DE CAPITAL A AREAS METROPOLITANAS"
"G",2015,"765","A Comarcas","A Comarcas"
"G",2015,"76500","T CAPITAL A COMARCAS","TRANSFERENCIAS DE CAPITAL A COMARCAS"
"G",2015,"766","A otras Entidades que agrupen Municipios","A otras Entidades que agrupen Municipios"
"G",2015,"76600","T CAPITAL A OTRAS EE. AGRUPEN MUNICIPIOS","TRANSFERENCIAS DE CAPITAL A OTRAS ENTIDADES QUE AGRUPEN MUNICIPIOS"
"G",2015,"767","A Consorcios","A Consorcios"
"G",2015,"76700","TRANSF CAPITAL A CONSORCIOS","TRANSFERENCIAS DE CAPITAL A CONSORCIOS"
"G",2015,"768","A Entidades Locales Menores","A Entidades Locales Menores"
"G",2015,"76800","T CAPITAL A EE. LL. MENORES","TRANSFERENCIAS DE CAPITAL A ENTIDADES LOCALES MENORES"
"G",2015,"77","A Empresas privadas","A Empresas privadas"
"G",2015,"770","A Empresas privadas","A Empresas privadas"
"G",2015,"77000","T CAPITAL A EMPRESAS PRIVADAS","TRANSFERENCIAS DE CAPITAL A EMPRESAS PRIVADAS"
"G",2015,"78","A Familias e Inst. sin fines de lucro","A Familias e Instituciones sin fines de lucro"
"G",2015,"780","A Familias e Inst. sin fines de lucro","A Familias e Instituciones sin fines de lucro"
"G",2015,"78000","TC A FAMILIAS E INST. SIN FINES DE LUCRO","TRANSFERENCIAS DE CAPITAL A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO"
"G",2015,"79","Al exterior","Al exterior"
"G",2015,"790","Al exterior","Al exterior"
"G",2015,"79000","T CAPITAL AL EXTERIOR","TRANSFERENCIAS DE CAPITAL AL EXTERIOR"
"G",2015,"8","ACTIVOS FINANCIEROS","ACTIVOS FINANCIEROS"
"G",2015,"80","Adq. Deuda del Sector Público","Adquisición de Deuda del Sector Público"
"G",2015,"800","Adq deuda Sector Público corto plazo","Adquisición de deuda del Sector Público a corto pl azo."
"G",2015,"80000","ADQ DEUDA AL ESTADO A CORTO PLAZO","ADQUISICIÓN DE DEUDA AL ESTADO A CORTO PLAZO"
"G",2015,"80010","ADQ DEUDA A CC. AA. A CORTO PLAZO","ADQUISICIÓN DE DEUDA A COMUNIDADES AUTONOMAS A CORTO PLAZO"
"G",2015,"80020","ADQ. DEUDA A EE. LL. A CORTO PLAZO","ADQUISICIÓN DE DEUDA A  ENTIDADES LOCALES A CORTO PLAZO"
"G",2015,"80090","ADQ.DEUDA A OTROS SUBSECT A CORTO PLAZO","ADQUISICIÓN DE DEUDA A OTROS SUBSECTORES  A CORTO PLAZO"
"G",2015,"801","Adq deuda Sector Público a largo plazo","ADQUISICIóN DE DEUDA DEL SECTOR PúBLICO A LARGO PLAZO"
"G",2015,"80100","ADQ DEUDA AL ESTADO A LARGO PLAZO","ADQUISICIÓN DE DEUDA AL ESTADO A LARGO PLAZO"
"G",2015,"80110","ADQ DEUDA A CC.AA. A LARGO  PLAZO","ADQUISICIÓN DE DEUDA A COMUNIDADES AUTONOMAS A LARGO PLAZO"
"G",2015,"80120","ADQ DEUDA A  EE. LL. A LARGO  PLAZO","ADQUISICIÓN DE DEUDA A  ENTIDADES LOCALES A LARGO PLAZO"
"G",2015,"80190","ADQ DEUDA A OTROS SUBSECT LARGO  PLAZO","ADQUISICIÓN DE DEUDA A OTROS SUBSECTORES A LARGO PLAZO"
"G",2015,"81","Adq Oblig y Bonos fuera del Spúblico","ADQUISICIóN DE OBLIGACIONES Y BONOS FUERA DEL SECTOR PúBLICO"
"G",2015,"810","Adq oblig y bonos fuera SPúblico a corto","ADQUISICIóN DE OBLIGACIONES Y BONOS FUERA DEL SECTOR PúBLICO A CORTO PLAZO. DESARROLLO POR SECTORES"
"G",2015,"81000","ADQ OBLIG Y BONOS FUERA SPUBLICO C/P","ADQUISICION DE OBLIGACIONES Y BONOS FUERA  DEL SECTOR PUBLICO A CORTO PLAZO"
"G",2015,"811","Adq oblig y bonos fuera SPúblico L/P","ADQUISICIóN DE OBLIGACIONES Y BONOS FUERA DEL SECTOR PUBLICO A LARGO PLAZO. DESARROLLO POR SECTORES"
"G",2015,"81100","ADQU OBLIG Y BONOS FUERA SPUBLICO L/P","ADQUISICION DE OBLIGACIONES Y BONOS FUERA  DEL SECTOR PUBLICO A LARGO PLAZO"
"G",2015,"82","Concesión ptmos al Sector Público","Concesión préstamos al Sector Público"
"G",2015,"820","Préstamos a corto plazo.","Préstamos a corto plazo."
"G",2015,"82000","CONC PTMOS Al ESTADO A CORTO PLAZO","CONCESION DE PRESTAMOS  Al ESTADO A CORTO PLAZO"
"G",2015,"82001","CONC PTMOS A SSOCIAL A CORTO PLAZO","CONCESION DE PRESTAMOS A LA SEGURIDAD SOCIAL A CORTO PLAZO"
"G",2015,"82010","CONC PTMOS  A CC. AA. A CORTO PLAZO","CONCESION DE PRESTAMOS  A COMUNIDADES AUTONOMAS A CORTO PLAZO"
"G",2015,"82020","CONC PTMOS A EE. LL. A CORTO PLAZO","CONCESION DE PRESTAMOS A ENTIDADES LOCALES A CORTO PLAZO"
"G",2015,"82090","CONC PTMOS A OTROS SUBSECT A CORTO PLAZO","CONCESION DE PRESTAMOS A OTROS SUBSECTORES A CORTO PLAZO"
"G",2015,"821","Préstamos a largo plazo.","Préstamos a largo plazo."
"G",2015,"82100","CONC PTMOS AL ESTADO A LARGO  PLAZO","CONCESION DE PRESTAMOS AL ESTADO A LARGO  PLAZO"
"G",2015,"82101","CONC PTMOS A LA SSOCIAL A  LARGO PLAZO","CONCESION DE PRESTAMOS A LA SEGURIDAD SOCIAL A  LA LARGO PLAZO"
"G",2015,"82110","CONC PTMOS A CC. AA.  A LARGO  PLAZO","CONCESION DE PRESTAMOS A COMUNIDADES AUTONOMAS  A LARGO  PLAZO"
"G",2015,"82120","CONC PTMOS A EE. LL. A LARGO  PLAZO","CONCESION DE PRESTAMOS A ENTIDADES LOCALES  A LARGO PLAZO"
"G",2015,"82190","CONC PTMOS A OTROS SUBSECT A LARGO PLAZO","CONCESION DE PRESTAMOS A OTROS SUBSECTORES A LARGO PLAZO"
"G",2015,"83","Conc ptmos fuera del SPúblico","Concesión de préstamos fuera del Sector Público"
"G",2015,"830","Préstamos a corto plazo.","Préstamos a corto plazo. Desarrollo por sectores."
"G",2015,"83000","CONC PTMOS A FAMILIAS A CORTO PLAZO","CONCESION DE PRESTAMOS A FAMILIAS A CORTO PLAZO"
"G",2015,"83001","PTMOS A INST SIN FINES LUCRO CORTO PLAZO","CONCESION DE PRESTAMOS A INSTITUCIONES SIN FINES DE LUCRO A CORTO PLAZO"
"G",2015,"83002","ANTICIPOS DE PAGAS AL PERSONAL A CP","ANTICIPOS DE PAGAS AL PERSONAL A CORTO PLAZO"
"G",2015,"83010","CONC PTMOS A EMPRESAS A CORTO PLAZO","CONCESION DE PRESTAMOS A EMPRESAS A CORTO PLAZO"
"G",2015,"831","Préstamos a largo plazo.","Préstamos a largo plazo. Desarrollo por sectores."
"G",2015,"83100","CONC PTMOS A FAMILIAS A  LARGO PLAZO","CONCESION DE PRESTAMOS A FAMILIAS A  LARGO PLAZO"
"G",2015,"83101","PTMOS A INST SIN FINES LUCRO LARGO PLAZO","CONCESION DE PRESTAMOS A INSTITUCIONES SIN FINES DE LUCRO A LARGO PLAZO"
"G",2015,"83102","ANTICIPO DE PAGAS AL PERSONAL LP","ANTICIPO DE PAGAS AL PERSONAL A LARGO PLAZO"
"G",2015,"83110","CONC PTMOS A EMPRESAS A  LARGO PLAZO","CONCESION DE PRESTAMOS A EMPRESAS A  LARGO PLAZO"
"G",2015,"84","Constitución de depósitos y fianzas","Constitución de depósitos y fianzas"
"G",2015,"840","Depósitos","Depósitos"
"G",2015,"84000","DEPOSITOS A CORTO PLAZO","DEPOSITOS A CORTO PLAZO"
"G",2015,"84010","DEPOSITOS A LARGO PLAZO","DEPOSITOS A LARGO PLAZO"
"G",2015,"841","Fianzas","Fianzas"
"G",2015,"84100","FIANZAS A CORTO PLAZO","FIANZAS A CORTO PLAZO"
"G",2015,"84110","FIANZAS A LARGO PLAZO","FIANZAS A LARGO PLAZO"
"G",2015,"85","Adq acciones y particip Sector Público","ADQUISICIóN DE ACCIONES Y PARTICIPACIONES DEL SECTOR PúBLICO"
"G",2015,"850","Adq acciones y particip Sector Público","ADQUISICIóN DE ACCIONES Y PARTICIPACIONES DEL SECTOR PúBLICO"
"G",2015,"85010","ADQ ACC Y PART SPUBLICO COMPENSAR PDAS","ADQUISICION DE ACCIONES Y PARTICIPACIONES DEL SECTOR PUBLICO PARA COMPENSAR PERDIDAS"
"G",2015,"85020","ADQ ACC Y PART SPUBLICO INV NO RTBLES","ADQUISICION DE ACCIONES Y PARTICIPACIONES DEL SECTOR PUBLICO PARA FINANCIAR INVERSIONES NO RENTABLES"
"G",2015,"85090"," RESTO ADQ ACC Y PART SECTOR PUBLICO","RESTO DE ADQUISICION DE ACCIONES Y PARTICIPACIONES DEL SECTOR PUBLICO"
"G",2015,"86","Adq acc y part fuera del Sector Público","ADQUISICIóN DE ACCIONES Y PARTICIPACIONES FUERA DEL SECTOR PúBLICO"
"G",2015,"860","Adq acc y part fuera Sector Público","ADQUISICIóN DE ACCIONES Y PARTICIPACIONES FUERA DEL SECTOR PúBLICO"
"G",2015,"86010","ADQ ACC EMPR NACIONALES FUERA SPUBLICO","ADQUISICION DE ACCIONES DE EMPRESAS NACIONALES FUERA DEL SECTOR PUBLICO"
"G",2015,"86020","ADQ ACCIONES EMPRESAS DE U.E.","ADQUISICION DE ACCIONES DE EMPRESAS DE LA UNION EUROPEA"
"G",2015,"86090","ADQ ACCIONES DE OTRAS EMPRESAS","ADQUISICION DE ACCIONES DE OTRAS EMPRESAS"
"G",2015,"87","Aportaciones patrimoniales","Aportaciones patrimoniales"
"G",2015,"870","Aport patrimoniales a Fundaciones","Aportaciones patrimoniales a Fundaciones"
"G",2015,"87000","APORT PATRIMONIALES A FUNDACIONES","APORTACIONES PATRIMONIALES A FUNDACIONES"
"G",2015,"871","Aport patrimoniales Consorcios Públicos","Aportaciones patrimoniales a Consorcios Públicos"
"G",2015,"87100","APORT PATRIMONIALES CONSORCIOS PUBLICOS","APORTACIONES PATRIMONIALES A CONSORCIOS PUBLICOS"
"G",2015,"872","Aport patrimoniales a otros EE.PP.","Aportaciones patrimoniales a otros entes públicos"
"G",2015,"87210","APORT PATR PARA COMPENSAR PDAS","APORTACIONES PATRIMONIALES PARA COMPENSAR PERDIDAS"
"G",2015,"87220","APORT PATR PARA INV NO RENTABLES","APORTACIONES PATRIMONIALES PARA FINANCIAR INVERSIONES NO RENTABLES"
"G",2015,"87290","RESTO APORT PATRIMONIALES OTROS EE. PP.","RESTO DE APORTACIONES PATRIMONIALES A OTROS ENTES PUBLICOS"
"G",2015,"9","PASIVOS FINANCIEROS","PASIVOS FINANCIEROS"
"G",2015,"90","Amortiz deuda pública en euros","Amortización de deuda pública en euros"
"G",2015,"900","Amortiz deuda pública euros corto plazo","AMORTIZACIóN DE DEUDA PúBLICA EN EUROS A CORTO PLAZO"
"G",2015,"90000","AMORTIZ DEUDA PUBLICA EUROS CORTO PLAZO","AMORTIZACION DE DEUDA PUBLICA EN EUROS A CORTO PLAZO"
"G",2015,"901","Amortiz deuda pública euros largo plazo","AMORTIZACIóN DE DEUDA PúBLICA EN EUROS A LARGO PLAZO"
"G",2015,"90100","AMORTIZ DEUDA PUBLICA EUROS LARGO PLAZO","AMORTIZACION DE DEUDA PUBLICA EN EUROS A LARGO PLAZO"
"G",2015,"91","Amort ptmos y  operaciones euros","Amortización de préstamos y  operaciones en euros"
"G",2015,"910","Amort ptmos corto plazo EE. Spúblico","Amortización de préstamos  a corto plazo de entes del sector público"
"G",2015,"91000","AMORT PTMOS CORTO PLAZO EE. SPUBLICO","AMORTIZACION DE PRESTAMOS A CORTO PLAZO DE ENTES DEL SECTOR PUBLICO"
"G",2015,"911","Amort ptmos largo plazo EE. Spúblico","AMORTIZACIóN DE PRéSTAMOS A LARGO PLAZO DE ENTES DEL SECTOR PúBLICO"
"G",2015,"91100","AMORT PTMOS RECIBIDOS LP DEL ESTADO","AMORTIZACION DE PRESTAMOS RECIBIDOS A LARGO PLAZO DEL ESTADO"
"G",2015,"91101","AMORT PTMOS RECIBIDOS LP DE OO. AA. AA.","AMORTIZACION DE PRESTAMOS RECIBIDOS A  LARGO PLAZO DE ORGANISMOS AUTONOMOS  ADMINISTRATIVOS"
"G",2015,"91102","AMORT PTMOS RECIBIDOS LP DE EE. TT.","AMORTIZACION DE PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES TERRITORIALES"
"G",2015,"91103","AMORT PTMOS LP OO. AA. CC., II. O FROS","AMORT. DE PTMOS RECIBIDOS A  LARGO PLAZO DE OO. AUTONOMOS COMERC., INDUSTRIALES O FINANCIEROS"
"G",2015,"91104","AMORT PTMOS LP EMP. TITULARIDAD PUBLICA","AMORT. DE PTMOS RECIBIDOS A LARGO PLAZO DE EMPRESAS COMERCIALES, INDUSTRIALES O FINANCIERAS DE TITUL"
"G",2015,"91105","AMORT PTMOS LP OTROS EE. SPUBLICO","AMORT. DE PTMOS A LARGO PLAZO RECIBIDOS DE OTROS ENTES PERTENECIENTES AL SECTOR PUBLICO"
"G",2015,"91106","AMORT ANTIC PTMOS LP EE. SPUBLICO","AMORT. ANTICIPADA DE PTMOS A  LARGO PLAZO RECIBIDOS DE ENTES PERTENECIENTES AL SECTOR PUBLICO"
"G",2015,"912","Amort ptmos cp EE. fuera spúblico","AMORTIZACIóN DE PRéSTAMOS A CORTO PLAZO DE ENTES DE FUERA DEL SECTOR PúBLICO"
"G",2015,"91200","AMORT PTMOS CP EE. FUERA SPUBLICO","AMORTIZACION DE PRESTAMOS A CORTO PLAZO DE ENTES DE FUERA DEL SECTOR PUBLICO"
"G",2015,"913","Amortiz ptmos lp EE. fuera spúblico","AMORTIZACIóN DE PRéSTAMOS A LARGO PLAZO DE ENTES DE FUERA DEL SECTOR PúBLICO"
"G",2015,"91300","AMORT PTMOS LP EMP. NO PERT. SPUBLICO","AMORT. DE PTMOS RECIBIDOS A LARGO PLAZO EMPRESAS COMERC., INDUST. ER.IND.O FIN.NO PERT. AL SECTOR PU"
"G",2015,"91301","AMORT.ANTIC PTMOS LP EMP NO PERT. SPUB","AMORT. ANTICIPADA DE PTMOS. A  LARGO PLAZO DE EMPRESAS COMERC. INDUST. O FINANANCIERA NO PERTENECIEN"
"G",2015,"92","Amort deuda pública moneda distinta euro","AMORTIZACIóN DE DEUDA PúBLICA EN MONEDA DISTINTA DEL EURO"
"G",2015,"920","Amort deuda públ moneda distinta euro cp","AMORTIZACIóN DE DEUDA PúBLICA EN MONEDA DISTINTA DEL EURO A CORTO PLAZO"
"G",2015,"92000","AMORT DEUDA PUBL MOMEDA DISTINTA EURO CP","AMORTIZACION DE DEUDA PUBLICA EN MOMEDA DISTINTA AL EURO A CORTO PLAZO"
"G",2015,"921","Amort deuda públ moneda distinta euro lp","AMORTIZACIóN DE DEUDA PúBLICA EN MONEDA DISTINTA DEL EURO A LARGO PLAZO"
"G",2015,"92100","AMORT DEUDA PUBL MONEDA DISTINTA EURO LP","AMORTIZACION DE DEUDA PUBLICA EN MONEDA DISTINTA AL EURO A LARGO PLAZO"
"G",2015,"93","Amort ptmos en moneda distinta del euro","Amortización de préstamos  en moneda distinta del euro"
"G",2015,"930","Amort ptmos moneda distinta euro cp","Amortización de préstamos  en moneda distinta del euro a corto plazo"
"G",2015,"93000","AMORT PTMOS MONEDA DISTINTA EURO CP","AMORTIZACION DE PRESTAMOS RECIBIDOS EN MONEDA DISTINTA AL EURO A CORTO PLAZO"
"G",2015,"931","Amort ptmos moneda distinta euro lp","AMORTIZACIóN DE PRéSTAMOS EN MONEDA DISTINTA DEL EURO A LARGO PLAZO"
"G",2015,"93100","AMORT PTMOS MONEDA DISTINTA EURO LP","AMORTIZACION DE PRESTAMOS RECIBIDOS EN MONEDA DISTINTA AL EURO A LARGO PLAZO"
"G",2015,"94","Devolución de depósitos y fianzas","Devolución de depósitos y fianzas"
"G",2015,"940","Devolución de depósitos.","Devolución de depósitos."
"G",2015,"94000","DEVOLUCION DE DEPOSITOS","DEVOLUCION DE DEPOSITOS"
"G",2015,"941","Devolución de fianzas.","Devolución de fianzas."
"G",2015,"94100","DEVOLUCION DE FIANZAS","DEVOLUCION DE FIANZAS"
