FID,ID_EQUIPAMIENTO,DESCRIPCION,FINALIDAD,ACCESO_MIN,CALLE,NUMERO,OTROS,HORARIO,DIREC_WEB,E_MAIL,CONTACTO,DETALLE,MASINFO,OBSERVACION,TARJETA_JOVEN,LATITUD,LONGITUD,IMPORTE_INVERTIDO,FECHAINICIO_OBRA,FECHAFIN_OBRA,CATEGORIA,ESPECIALIDAD,DISTRITO,SDOPUNTO
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7034,8856,"Parque del Paseo Marítimo Pablo Ruiz Picasso, 1 (frente al nº22)","Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- Esquí
- Abdominales
- Hockey
- Masaje
- Extensión
- Escaladora
- Pectorales
- Mesa ajedrez 4 individuos 
",N,PASEO MARÍTIMO PABLO RUIZ PICASSO,1,,,,parquesyjardines@malaga.eu,,,,,N,36.72212,-4.39759,,,,38,311,CENTRO,POINT (375193.3252063306 4064957.213582742)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7035,3350,Parque de Mayores El Morlaco,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,PASEO MARÍTIMO PABLO RUIZ PICASSO,1,,,,,,,,,N,36.72029,-4.40293,,,,38,211,CENTRO,POINT (374713.45577089785 4064761.1680613784)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7036,3214,Parque de Mayores Malagueta,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.
",N,PASEO MARÍTIMO PABLO RUIZ PICASSO,1,,,,,,,,,N,36.72186,-4.39857,,,,38,211,CENTRO,POINT (375105.38381668215 4064929.6470172238)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7037,278,Quiosco de Información de Malagueta (Área de Playas),Quiosco de Información en las Playas de la Malagueta,N,PASEO MARÍTIMO PABLO RUIZ PICASSO,1,,"<br>Meses: Junio, Julio, Agosto y Septiembre.
<br>De 10:00 a 14:00 y de 15:00 a 19:00",http://www.malaga.eu,,,,,,N,36.71841387,-4.40909475,,,,44,158,CENTRO,POINT (374159.8289453028 4064561.1280200407)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7038,5208,Farmacia Castillón,"Este establecimiento cuenta con el distintivo ""Málaga Ciudad Accesible"". Garantiza de forma global, que en él se puede acceder, circular, comunicar, utilizar.",S,CALLE MAESTRANZA,16,,,www.farmaciacastillon.com,,,,,,N,36.71977,-4.40991,,,,114,411,CENTRO,POINT (374089.2323814746 4064712.63137648)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7039,1695,Palacio de Miramar,"PERIODO
Siglo XX
  
DESCRIPCIÓN
Antiguo hotel Miramar y anterior hotel Príncipe de Asturias, es obra del arquitecto Guerrero Strachan, construido entre los años 1921-1926, fue remodelado en 1987 para albergar el Palacio de Justicia. Destaca, como en otras obras de este arquitecto, la individualización de tejados a distinto nivel y sobre todo, el juego de policromía de su fachada combinando los paramentos de color ocre con el beige de las pilastras almohadilladas y los refuerzos angulares, la pintura del pabellón, la cerámica del barandal de la terraza y los aleros, los jarrones, etc. La fachada del mar, con sus torres abiertas, el colorismo de los tejados y aleros y el movido diseño de los huecos, ofrece una arquitectura alegre más adecuada a la primitiva función de hotel que a la que ejerce actualmente. En el interior destaca el patio, cuadrada con arquerías de medio punto sobre columnas de capitel neoplateresco y decoración del mismo estilo en el cuerpo superior. En el lado orientado al mar, se encuentra el antiguo salón de Baile, con grandes ventanales hacia el jardín, y ornato de yeserías en la cubierta.",N,PASEO DE REDING,22,,,,,,,,PALACIOS,N,36.72076242,-4.40819723,,,,1,182,CENTRO,POINT (374243.81726214895 4064820.492112145)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_703a,1867,Aparcamiento Cervantes,"436 plazas públicas a rotación.
424 plazas residentes.
Número de plazas libres:0.",N,CALLE CERVANTES,2,,,http://www.aparcamientosmalaga.com,,,,,,N,36.72068,-4.40992,,,,54,40,CENTRO,POINT (374089.82493389514 4064813.5978077753)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_703b,1515,Consulado de Canadá,Asistencia a sus conciudadanos.,N,PLAZA DE LA MALAGUETA,2,Edif. Horizonte. ,,www.espanca.gc.ca,cancon@microcad.es,Sr. Cónsul: D. Carlos Lamothe Barceló,,,,N,36.71842,-4.4095,,,,2,5,CENTRO,POINT (374123.6459307008 4064562.326772603)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_703c,1514,Consulado de la República Federal de Brasil,Asistencia a sus conciudadanos.,N,PLAZA DE LA MALAGUETA,2,"Edificio Horizonte, 1ª Planta, Oficina nº 9",,,consbrasilma@gmail.com,Sra. Cónsul: Dª. Paloma Almeida Boatella,,,,N,36.71846,-4.40975,,,,2,5,CENTRO,POINT (374101.383507279 4064567.092773912)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_703d,5159,Restaurante Mesón Mariano,"Este establecimiento cuenta con el distintivo ""Málaga Ciudad Accesible"". Garantiza de forma global, que en él se puede acceder, circular, comunicar, utilizar.",S,CALLE GRANADOS,2,,,,,,,,,N,36.72281,-4.41979,,,,114,411,CENTRO,POINT (373211.8538558975 4065062.91286493)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_703e,1683,Fuente de Génova,"Periodo: Siglo XVII.

La <b>Fuente de Carlos V</b>, también conocida como la <i>Fuente de Génova</i> del siglo XVI, es una graciosa manifestación del renacimiento italiano. Fuente de mármol, que la tradición considera genovesa y llegada a Málaga en circunstancias no claras, aunque se sabe documentalmente que el Ayuntamiento pagó por ella más de 1000 ducados. 

Está decorada con motivos acuáticos, ninfas, niños con delfines, etc. Cuenta de una gran taza dodecagonal decorada con motivos estriados, de cuyo centro arranca un vástago dividido en varios cuerpos. El inferior presenta tres figuras de sirenas con sus colas entrelazadas sosteniendo coronas de flores y en el inmediatamente superior hay otras tres figuras femeninas semidesnudas con delfines que quizás representan a las ninfas, sobre este cuerpo se abre otra taza con mascarones en los bordes que escupen el agua y de ella arranca un pedestal con tres figuras, también entrelazadas una de las cuales parece representar a Neptuno. De otra pequeña taza, muy desgastada con restos de cabecitas de puttis, surge un vástago decorado con figuras de niños con delfines en los hombros y se corona con un águila. ",N,PLAZA DE LA CONSTITUCIÓN,5,,Exposición pública 24 horas al día 365 días al año,,,,,,PLAZAS_FUENTES,N,36.72123,-4.42194,,,,52,182,CENTRO,POINT (373017.24458116957 4064890.478750711)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_703f,2853,Museo Carmen Thyssen Málaga,"<p>El Museo Carmen Thyssen Málaga se ubica en el Palacio de Villalón, una edificación palaciega del siglo XVI cuya recuperación ha permitido poner en valor una parte fundamental de la arquitectura renacentista malagueña, asentada sobre la urbe romana e inserta en la trama musulmana de la ciudad.</p>
<p>La Colección cuenta con alrededor de 230 obras, protagonizada principalmente por pintura española del siglo XIX, con especial atención a la pintura andaluza.</p>
<p>El Museo ofrece a su vez un espacio dedicado a los Maestros Antiguos formado por piezas fundamentales de Francisco de Zurbarán o Jerónimo Ezquerra entre otros.  El resto de la pinacoteca, que conserva el grueso de la Colección, muestra al público un recorrido por el siglo XIX español (desde el Romanticismo hasta los inicios de la modernidad) a través de una cuidada selección de obras de artistas tan importantes como Valeriano Domínguez-Becquer, Eugenio Lucas Velázquez, José Jiménez Aranda, José Moreno Carbonero, Guillermo Gómez Gil, Mariano Fortuny, Raimundo de Madrazo, Emilio Sala, Carlos de Haes, Antonio María Reyne Manescau, Ramon Marti i Alsina, Aureliano de Beruete, Ignacio Pinazo, Antonio Muñoz Degrain, Modest Urgell, Eliseu Meifrén, Ricard Canals, Ramon Casas, Francisco Iturrino, Cecilio Pla, Darío de Regoyos, Julio Romero de Torres, Joaquín Sorolla e Ignacio Zuloaga.</p> ",S,CALLE COMPAÑÍA,10,Museos,"Martes a domingos de 10.00 a 20.00 h. Lunes cerrado. El Museo cierra el 25 de diciembre y el 1 de enero.
La taquilla permanecerá abierta hasta 30 minutos antes del cierre del Museo.",http://www.carmenthyssenmalaga.org/es,,,,,MUSEOS,S,36.72134,-4.42288,,,,1,2,CENTRO,POINT (372933.4765363195 4064903.9283056767)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7040,1247,"Dirección Provincial del Instituto Andaluz de la Juventud
","Dirección Provincial del Instituto Andaluz de la Juventud
",N,CALLE CARRETERÍA,7,,,,,,,,,N,36.7188,-4.42729,,,,4,10,CENTRO,POINT (372535.4319425155 4064628.004426189)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7041,2566,Sala Turismo Andaluz,Sala Turismo Andaluz,N,CALLE COMPAÑÍA,40,,,,,,,,,N,36.72148,-4.42452,,,,1,164,CENTRO,POINT (372787.2429479642 4064921.6361378795)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7042,26,Almacenes de servicios operativos del distrito 1 (Distrito 1 - Centro),- Almacenes de servicios operativos del distrito 1.,N,CALLE SAN RAFAEL,18,,,http://www.malaga.eu,,,,,,N,36.72410133,-4.42498902,,,,27,39,CENTRO,POINT (372749.6817220388 4065213.0781567367)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7043,4167,Subgrupo de ARMAMENTO  (Policía Local),"- Tarjetas de armas(aire comprimido o gas).
- Control,reparación e instrucción del uso del armamento de la Policía Local.
- Prácticas de tiro de la Policía Local.
- Mantenimiento de la galería de tiro.",S,AVENIDA DE LA ROSALEDA,19,,,www.malaga.eu,armamento.plocal@malaga.eu,OFICIAL,,,,N,36.72427,-4.42546,,,,40,141,CENTRO,POINT (372707.8993203219 4065232.401645184)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7044,4166,Grupo de RECURSOS HUMANOS Y GESTIÓN ADMINISTRATIVA (Policía Local),"- Registro general de la Policía Local y tramitación de documentación interna y externa.
- Tramitación de embargos de vehículos por parte de Organismos Oficiales.
- Presupuestos, compras e inventario",S,AVENIDA DE LA ROSALEDA,19, ,,www.malaga.eu,admon.plocal@malaga.eu,SUBINSPECTOR,,,,N,36.72427,-4.42546,,,,40,141,CENTRO,POINT (372707.8993203219 4065232.401645184)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7045,557,Grupo de APOYO A LA PLANIFICACIÓN (Policía Local),"- Gestión y desarrollo de planes de actuación de la Policía Local.
- Gestión de Recursos humanos y materiales.",S,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,planificacion.plocal@malaga.eu,SUBINSPECTOR,,,,N,36.7247,-4.4254,,,,40,141,CENTRO,POINT (372713.96736762306 4065280.0252430425)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7046,320,ARMAMENTO (Policía Local),"- Tarjetas de armas (aire comprimido o gas). Control y reparación de armamento de la Policía Local e Instrucción del personal para el uso del armamento, prácticas de tiro. Mantenimiento de la galería de tiro.",N,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,armamento.plocal@malaga.eu,,,,,N,36.72469873,-4.42539615,,,,27,36,CENTRO,POINT (372714.3090472077 4065279.892518877)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7047,1896,SERVICIO DE POLICÍA DE BARRIO (Policía Local),- Coordinar las actuaciones de las Jefaturas de Policía de Barrio.,S,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,plocal@malaga.eu,INTENDENTE MAYOR,,,,N,36.7247,-4.4254,,,,40,141,CENTRO,POINT (372713.96736762306 4065280.0252430425)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7048,513,Grupo de INFORMÁTICA Y TELECOMUNICACIONES(Policía Local),"- Control y gestión de recursos informáticos.
- Estadísticas y memorias.
- Control y gestión de recursos 
audio-visuales",S,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,informatica.plocal@malaga.eu,SUBINSPECTOR,,,,N,36.7247,-4.4254,,,,40,141,CENTRO,POINT (372713.96736762306 4065280.0252430425)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7049,702,POLICÍA LOCAL,"- Ordenar, señalizar y dirigir el tráfico en el casco urbano, de acuerdo con lo establecido en las normas de circulación.
- Instruir atestados por accidentes de circulación dentro del casco urbano.
- Policía Administrativa, en lo relativo a las Ordenanzas, Bandos y demás disposiciones municipales dentro del ámbito de su competencia.
- Participar en las funciones de Policía Judicial, en la forma establecida en la Ley.
- La prestación de auxilio, en los casos de accidente, catástrofe o calamidad pública participando, en la forma prevista en las leyes, en la ejecución de los planes de Protección Civil.
- Efectuar diligencias de prevención y cuantas actuaciones tiendan a evitar la comisión de actos delictivos en el marco de colaboración establecido en las Juntas de Seguridad.
- Vigilar los espacios públicos y colaborar con las Fuerzas y Cuerpos de Seguridad del Estado y con la Policía de las Comunidades Autónomas en la protección de las manifestaciones y el mantenimiento del orden en grandes concentraciones humanas cuando sean requeridos para ello.
- Cooperar en la resolución de los conflictos privados cuando sean requeridos para ello.",S,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,plocal@malaga.eu,,,,,N,36.72469873,-4.42539615,,,,27,36,CENTRO,POINT (372714.3090472077 4065279.892518877)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_704a,353,Subgrupo de SEÑALIZACIÓN Y MANTENIMIENTO (Policía Local),"- Acotamiento de vías por eventos o para asegurar la seguridad del tráfico a requerimiento de personas, empresas o patrullas.",S,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,planificacion.plocal@malaga.eu,OFICIAL,,,,N,36.7247,-4.4254,,,,40,141,CENTRO,POINT (372713.96736762306 4065280.0252430425)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_704b,845,Subgrupo de TRANSMISIONES (Policía Local),- Control y mantenimiento de los Sistemas de Comunicaciones (Telefonía y radio)de la Policía Local.,S,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,transmisiones.plocal@malaga.eu,SUBINSPECTOR,,,,N,36.7247,-4.4254,,,,40,141,CENTRO,POINT (372713.96736762306 4065280.0252430425)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_704c,856,SERVICIO DE UNIDADES CENTRALIZADAS (Policía Local),"- Coordinar las actuaciones de las Secciones de Policía Judicial y Grupos Centralizados.
",S,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,plocal@malaga.eu,INTENDENTE MAYOR,,,,N,36.7247,-4.4254,,,,40,141,CENTRO,POINT (372713.96736762306 4065280.0252430425)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_704d,690,"Grupo de GESTIÓN DE RECURSOS HUMANOS, ECONÓMICOS Y ADMINISTRACIÓN (Policía Local)","- Registro general de la Policía Local y tramitación de la documentación interna y externa.
- Tramitación de embargos de vehículos por parte de Organismos Oficiales.
- Elaboración de presupuestos, gestión de compra e inventarios de recursos.",N,AVENIDA DE LA ROSALEDA,19,,De lunes a viernes de 9:00 a 13:30 horas.,http://www.ayto-malga.es,admon.plocal@malaga.eu,,,,,N,36.72469873,-4.42539615,,,,27,36,CENTRO,POINT (372714.3090472077 4065279.892518877)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_704e,564,Sección TÉCNICO - ADMINISTRATIVA Y DE GESTIÓN (Policía Local),"- Coordinar las actuaciones de los Grupos de Planificación, Informática y Gestión de Recursos.",S,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,planificacion.plocal@malaga.eu,INSPECTOR,,,,N,36.7247,-4.4254,,,,40,141,CENTRO,POINT (372713.96736762306 4065280.0252430425)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_704f,142,Jefatura de Policía de Barrio Centro (Policía Local),- Se encarga de realizar las funciones específicas de Policía del Distrito Centro.,S,AVENIDA DE LA ROSALEDA,19,,"Atención al ciudadano todos los días las 24 horas. <br>Denuncias de lunes a viernes de 8:00 a 22:00 horas, excepto festivos. ",http://www.malaga.eu,gd101.plocal@malaga.eu,INTENDENTE,,,,N,36.7247,-4.4254,,,,40,141,CENTRO,POINT (372713.96736762306 4065280.0252430425)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7050,221,ASESORÍA TÉCNICO - JURÍDICA (Policía Local),Asesoramiento técnico y jurídico a la Jefatura del Cuerpo.,S,AVENIDA DE LA ROSALEDA,19,,,http://www.malaga.eu,plocal@malaga.eu,,,,,N,36.72427,-4.42546,,,,40,141,CENTRO,POINT (372707.8993203219 4065232.401645184)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7051,189, Centro de Servicios Sociales Comunitarios Distrito Centro,"El Centro de Servicios Sociales, a través de un equipo interdisciplinar, ofrece:
- Una atención personalizada a individuos, grupos y entidades. 
- El estudio, valoración y tratamiento de las necesidades sociales. 
- La gestión de servicios y prestaciones sociales acorde con el diagnóstico social y las Normativas de Servicios Sociales vigentes. 
- Realización de actividades comunitarias.",S,CALLE PADRE JORGE LAMOTHE,4,,De 9:30 a 13:30 horas.,http://www.malaga.eu,css1@malaga.eu,,,,,N,36.72102,-4.42604,,,,114,431,CENTRO,POINT (372650.7359650617 4064872.624205727)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7052,1681,"Museo Taurino ""Antonio Ordoñez""","<p>Construida en el año 1874 por Joaquín Rucoba, en estilo neomudéjar, se encuentra en el Paseo de Reding, en terrenos de la Malagueta, y tiene capacidad para 14.000 personas.</p><p> La inauguración tuvo lugar el 11 de junio de 1876. La Plaza de la Malagueta tiene la forma de un polígono regular de 16 lados. En sus dependencias se encuentra ubicado el Museo Taurino que
ofrece al visitante un amplio recorrido por el mundo de los toros. </p><p>Contiene trajes de luces, fotografías, carteles y otros valiosos objetos relacionados con la fiesta nacional.</p><p> Lleva el nombre de Antonio Ordóñez en honor del mítico torero rondeño que tantas tardes de gloria consiguió en esta plaza.</p>",N,PASEO DE REDING,8,Plaza de Toros de la Malagueta,"De Lunes a Viernes 09:00 a 14:00 h.
Cerrado: Fines de semanas y festivos.",,,,,,,N,36.72078,-4.41072,,,,1,2,CENTRO,POINT (374018.54168397846 4064825.7433065786)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7053,1188,"Plaza de Toros  ""La Malagueta"".","Construida en el año 1874 por Joaquín Rucoba, en estilo neomudéjar, en terrenos de La Malagueta, tiene una capacidad para 14.000 personas. La inauguración tuvo lugar el 11 de junio de 1876. En sus dependencias se encuentra ubicado el Museo Taurino que ofrece al visitante un amplio recorrido por el mundo de los toros.",S,PASEO DE REDING,8,,"10:00 a 14:00 h. Lunes a viernes.
Sábados y domingos cerrados",,,,,,MUSEOS OTROS_MONUMENTOS,N,36.72078,-4.41072,,,,52,182,CENTRO,POINT (374018.54168397846 4064825.7433065786)
